R128126,R128127,R128131,R129126,R129127,R129131,R130126,R130127,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome.unique_peptides,Proteome.numSpectra,Proteome.totalIntensity,Proteome.pct_cov,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,PCorNC,ES_score,signalP,TM
0.913,0.866,0.953,0.866,0.8335,0.9475,0.882,0.831,0.8705,Q80YQ1,Q80YQ1,Thbs1,1,70,27,27,Q80YQ1|P35441,MOUSE,133681.8,26.8,257,257.1,352.62,352.62,NA,1171,Thrombospondin-1,fibrinogen complex|extracellular space|external side of plasma membrane|cell surface|secretory granule|extracellular matrix|platelet alpha granule|extracellular exosome|extracellular matrix|,activation of MAPK activity|negative regulation of endothelial cell proliferation|negative regulation of cell-matrix adhesion|sprouting angiogenesis|chronic inflammatory response|negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II|negative regulation of dendritic cell antigen processing and presentation|outflow tract morphogenesis|endocardial cushion development|growth plate cartilage development|inflammatory response|immune response|cell cycle arrest|cell adhesion|response to glucose|positive regulation of endothelial cell migration|negative regulation of endothelial cell migration|negative regulation of plasma membrane long-chain fatty acid transport|negative regulation of nitric oxide mediated signal transduction|negative regulation of cGMP-mediated signaling|negative regulation of plasminogen activation|positive regulation of fibroblast migration|positive regulation of cell-substrate adhesion|cell migration|negative regulation of angiogenesis|peptide cross-linking|positive regulation of blood coagulation|positive regulation of cell migration|positive regulation of transforming growth factor beta receptor signaling pathway|regulation of cGMP metabolic process|response to magnesium ion|negative regulation of interleukin-12 production|negative regulation of fibroblast growth factor receptor signaling pathway|positive regulation of phosphorylation|response to drug|positive regulation of tumor necrosis factor biosynthetic process|positive regulation of macrophage activation|negative regulation of apoptotic process|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of blood vessel endothelial cell migration|negative regulation of blood vessel endothelial cell migration|engulfment of apoptotic cell|positive regulation of translation|positive regulation of angiogenesis|blood vessel morphogenesis|positive regulation of chemotaxis|response to calcium ion|positive regulation of protein kinase B signaling|negative regulation of fibrinolysis|cellular response to nitric oxide|positive regulation of extrinsic apoptotic signaling pathway via death domain receptors|positive regulation of endothelial cell apoptotic process|positive regulation of reactive oxygen species metabolic process|negative regulation of endothelial cell chemotaxis|,phosphatidylserine binding|fibronectin binding|integrin binding|calcium ion binding|heparin binding|fibroblast growth factor binding|low-density lipoprotein particle binding|laminin binding|extracellular matrix binding|fibrinogen binding|collagen V binding|,27,70,1.51E+10,0.268,1.50E-05,-0.0425,59.03477127,0.916,1.25E-06,16.24843532,-0.4605,-0.471,-0.57,0.412,0.409,0.4255,PC,9,TRUE,NA
2.42,2.56,2.752,1.96,2.1395,2.4695,2.504,2.665,2.8445,Q9Z0T9,Q9Z0T9,Itgb6,1,18,12,11,Q9Z0T9|B1AYG6,MOUSE,89349.5,19.3,269,269.2,127.89,116.94,NA,787,Integrin beta-6,integrin complex|external side of plasma membrane|receptor complex|extracellular exosome|,inflammatory response|cell-matrix adhesion|integrin-mediated signaling pathway|,receptor activity|integrin binding|,11,18,2.84E+09,0.193,4.68E-05,-0.386333333,52.30538754,2.407666667,5.88E-06,12.96405734,-1.3335,-1.411,-2.026,0.836,0.684,0.9325,undefined,9,TRUE,TRUE
1.418,1.319,1.604,1.345,1.3465,1.4675,1.379,1.389,1.5885,Q3UP75,Q3UP75,Ugt3a1,1,38,12,9,Q3UP75,MOUSE,59868.5,28.2,271,271.2,198.25,130.82,NA,523,UDP-glucuronosyltransferase 3A1,integral component of membrane|intracellular membrane-bounded organelle|UDP-N-acetylglucosamine transferase complex|,flavonoid biosynthetic process|cellular response to hormone stimulus|flavonoid glucuronidation|cellular response to genistein|,UDP-glycosyltransferase activity|glucuronosyltransferase activity|,9,38,1.45E+11,0.223,1.92E-05,-0.170333333,57.28275611,1.456333333,1.87E-06,15.4870264,-0.8425,-0.756,-1.097,0.582,0.532,0.5595,undefined,9,TRUE,TRUE
0.913,0.96,0.726,1.067,1.1245,0.8835,1.052,1.07,0.8285,O35728,O35728,Cyp4a14,1,103,24,22,O35728|Q91WL5|A2A974|A0A087WS15|F8WGU9|A0A087WPC3,MOUSE,59289.6,45.9,275,275.1,337.11,312.52,NA,507,Cytochrome P450 4A14,endoplasmic reticulum membrane|,oxidation-reduction process|,iron ion binding|alkane 1-monooxygenase activity|heme binding|arachidonic acid omega-hydroxylase activity|,25,103,1.69E+11,0.459,6.42E-05,-0.087333333,50.71317727,0.971666667,8.49E-06,12.15246417,-0.6095,-0.656,-0.454,0.298,0.482,0.4155,undefined,9,NA,TRUE
2.81,2.88,3.209,2.251,2.4575,2.5865,2.65,2.84,3.0885,P09242,P09242,Alpl,1,83,20,20,P09242,MOUSE,57855.5,41.2,293,293.1,323.21,323.21,NA,524,"Alkaline phosphatase, tissue-nonspecific isozyme",proteinaceous extracellular matrix|extracellular space|plasma membrane|membrane|anchored component of membrane|extracellular membrane-bounded organelle|extracellular exosome|,osteoblast differentiation|endochondral ossification|developmental process involved in reproduction|dephosphorylation|response to lipopolysaccharide|response to vitamin D|response to antibiotic|response to glucocorticoid|cellular response to organic cyclic compound|cementum mineralization|,alkaline phosphatase activity|protein binding|pyrophosphatase activity|metal ion binding|,20,83,1.18E+11,0.412,1.92E-05,-0.398666667,57.34072714,2.790333333,1.84E-06,15.51898066,-1.5815,-1.653,-2.147,1.186,0.737,1.0665,undefined,9,TRUE,NA
1.19,1.224,1.349,0.883,0.9125,1.0825,0.987,1.055,1.2515,Q9DBG6,Q9DBG6,Rpn2,1,54,19,19,Q9DBG6|A2ACG7,MOUSE,69175.7,37,325,325.1,301.59,301.59,NA,631,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,autophagosome membrane|nucleus|endoplasmic reticulum|rough endoplasmic reticulum|oligosaccharyltransferase complex|membrane|integral component of membrane|,protein N-linked glycosylation|aging|response to drug|,"transferase activity, transferring glycosyl groups|ribosome binding|",19,54,9.17E+10,0.37,9.20E-05,-0.051833333,48.88178347,1.067333333,1.29E-05,11.45770992,-0.5135,-0.479,-0.764,0.529,0.385,0.5315,undefined,9,TRUE,TRUE
1.476,1.586,1.565,1.222,1.2695,1.3585,1.362,1.515,1.4935,Q921X9,Q921X9,Pdia5,1,49,21,21,Q921X9|Q2KIL5,MOUSE,60007.8,40.2,371,371.1,279.87,279.87,NA,517,Protein disulfide-isomerase A5,endoplasmic reticulum lumen|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|,protein disulfide isomerase activity|,22,49,5.09E+10,0.402,6.03E-06,-0.1505,65.81356326,1.423333333,2.62E-07,20.59778314,-0.7805,-0.857,-0.949,0.616,0.485,0.5825,undefined,9,TRUE,NA
2.397,2.325,2.599,2.305,2.3065,2.4635,2.359,2.309,2.5005,G5E8G5,G5E8G5,Prom1,1,59,18,18,G5E8G5|G3X9J8|A0A0G2JDH9|Q8CDK8|Q8R056|O54990|O54990-2|O54990-3|O54990-6|A0A0R4J0B0|A0A0G2JE50|O54990-5|O54990-4,MOUSE,98338.7,22.9,386,386.1,275.03,275.03,NA,867,"Prominin 1, isoform CRA_a",extracellular space|endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|plasma membrane|integral component of plasma membrane|microvillus|brush border|cell surface|apical plasma membrane|vesicle|stereocilium|photoreceptor outer segment membrane|cell projection|extracellular exosome|,photoreceptor cell maintenance|retina morphogenesis in camera-type eye|camera-type eye photoreceptor cell differentiation|glomerular visceral epithelial cell differentiation|glomerular parietal epithelial cell differentiation|positive regulation of nephron tubule epithelial cell differentiation|,actinin binding|cadherin binding|,18,59,2.49E+11,0.229,3.74E-06,-0.475166667,70.75820091,2.423333333,8.40E-08,24.90577979,-1.6515,-1.52,-1.889,0.734,0.751,0.7245,undefined,9,TRUE,TRUE
2.282,2.462,2.605,1.872,2.1005,2.1715,2.078,2.234,2.3765,O08912,O08912,Galnt1,1,35,20,20,O08912|Q8CF93-2|Q8CF93,MOUSE,65166.7,39.8,395,395.1,270.49,270.49,NA,559,Polypeptide N-acetylgalactosaminyltransferase 1,extracellular region|membrane|integral component of membrane|Golgi cisterna membrane|perinuclear region of cytoplasm|Golgi apparatus|,protein O-linked glycosylation|protein O-linked glycosylation via serine|protein O-linked glycosylation via threonine|,polypeptide N-acetylgalactosaminyltransferase activity|manganese ion binding|carbohydrate binding|,20,35,1.38E+10,0.398,8.33E-06,-0.333,63.31429868,2.213,4.66E-07,19.17324148,-1.2775,-1.37,-1.671,0.885,0.666,0.7695,PC,9,NA,TRUE
2.507,2.501,2.509,2.584,2.5985,2.7275,2.674,2.678,2.6705,Q9QY96,Q9QY96,Casr,1,71,17,17,Q9QY96|Q9QY96-2,MOUSE,122783.6,20,399,399.1,268.36,268.36,NA,1079,Extracellular calcium-sensing receptor,plasma membrane|integral component of membrane|,G-protein coupled receptor signaling pathway|positive regulation of gene expression|positive regulation of ATPase activity|regulation of calcium ion transport|calcium ion import|,G-protein coupled receptor activity|,17,71,7.29E+10,0.2,4.49E-06,-0.447666667,68.9745487,2.583,1.27E-07,23.39602198,-1.6725,-1.59,-1.955,0.732,0.848,0.9515,undefined,9,TRUE,TRUE
1.5,1.429,1.754,1.114,1.1785,1.3375,1.309,1.379,1.5225,Q91WG0,Q91WG0,Ces2c,1,27,18,9,Q91WG0,MOUSE,62753.8,38.5,402,402.2,266.28,138.17,NA,561,Acylcarnitine hydrolase,endoplasmic reticulum|intracellular membrane-bounded organelle|,metabolic process|,acylcarnitine hydrolase activity|,9,27,3.35E+10,0.215,0.000120163,-0.086,47.43003948,1.461666667,1.81E-05,10.86894811,-0.6895,-0.708,-1.053,0.791,0.43,0.7135,PC,9,TRUE,NA
2.395,2.34,2.214,1.95,1.9175,1.6395,2.687,2.637,2.5655,Q6PDB7,Q6PDB7,Ces2b,1,39,16,6,Q6PDB7,MOUSE,62211.2,41.1,402,402.3,263.72,113.2,NA,556,Carboxylic ester hydrolase,NA,metabolic process|,hydrolase activity|,6,39,7.40E+10,0.215,8.93E-05,-0.086833333,49.05422242,2.429333333,1.24E-05,11.52954381,-1.3075,-1.312,-1.285,1.14,0.665,1.5785,undefined,9,TRUE,NA
0.859,0.96,1.285,0.624,0.7095,1.1155,0.956,1.034,1.3805,Q8K0C4,Q8K0C4,Cyp51a1,1,62,20,20,Q8K0C4,MOUSE,57174,38.7,407,407.1,264.26,264.26,NA,503,Lanosterol 14-alpha demethylase,endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of membrane|,"steroid biosynthetic process|cholesterol biosynthetic process|cholesterol biosynthetic process via 24,25-dihydrolanosterol|oxidation-reduction process|demethylation|",iron ion binding|sterol 14-demethylase activity|heme binding|,20,62,3.68E+12,0.387,0.001407991,-0.067,34.94902961,0.999666667,0.000319961,6.804452034,-0.3625,-0.453,-0.885,0.445,0.295,0.5585,undefined,9,NA,TRUE
2.16,2.304,2.235,1.82,1.9315,1.9565,2.197,2.262,2.2725,Q91WV7,Q91WV7,Slc3a1,1,60,21,21,Q91WV7,MOUSE,78573,35.4,411,411.1,262.02,262.02,NA,685,Neutral and basic amino acid transport protein rBAT,mitochondrial inner membrane|vacuolar membrane|integral component of plasma membrane|brush border membrane|extracellular exosome|,carbohydrate metabolic process|amino acid transport|,catalytic activity|protein binding|cation binding|protein heterodimerization activity|,21,60,4.88E+10,0.354,6.14E-06,-0.2895,65.59095817,2.125333333,2.76E-07,20.77399717,-1.2245,-1.323,-1.509,0.787,0.628,0.9045,PC,9,NA,TRUE
2.239,2.304,2.376,1.854,1.9495,2.0115,2.227,2.355,2.4165,Q9WTS2,Q9WTS2,Fut8,1,53,20,20,Q9WTS2,MOUSE,67012,34.7,414,414.1,260.54,260.54,NA,575,"Alpha-(1,6)-fucosyltransferase",cytoplasm|membrane|integral component of membrane|Golgi cisterna membrane|extracellular exosome|,protein N-linked glycosylation|transforming growth factor beta receptor signaling pathway|integrin-mediated signaling pathway|respiratory gaseous exchange|cell migration|protein N-linked glycosylation via asparagine|protein glycosylation in Golgi|N-glycan fucosylation|receptor metabolic process|GDP-L-fucose metabolic process|,"glycoprotein 6-alpha-L-fucosyltransferase activity|transferase activity, transferring glycosyl groups|SH3 domain binding|alpha-(1->6)-fucosyltransferase activity|",20,53,4.18E+10,0.347,6.83E-06,-0.2565,64.73609713,2.154666667,3.36E-07,20.15826961,-1.2185,-1.287,-1.496,0.914,0.642,0.9065,undefined,9,NA,TRUE
1.791,1.875,1.863,1.985,2.0095,2.0615,1.834,1.951,1.8905,A0A0R4J0A9,A0A0R4J0A9,Lrp6,1,38,23,22,A0A0R4J0A9|O88572,MOUSE,183329.7,17.4,415,415.1,259.62,244.71,NA,1613,Low-density lipoprotein receptor-related protein,NA,NA,NA,23,38,3.35E+09,0.174,5.08E-06,-0.300833333,67.89408651,1.960666667,1.62E-07,22.52545319,-1.1225,-1.304,-1.417,0.652,0.749,0.6375,PC,9,TRUE,TRUE
2.317,2.428,2.789,2.076,2.2015,2.5435,2.601,2.849,3.1355,P06869,P06869,Plau,1,67,19,19,P06869,MOUSE,49693.4,55.8,427,427.1,256.51,256.51,NA,433,Urokinase-type plasminogen activator,extracellular space|focal adhesion|cell surface|membrane|extracellular exosome|,angiogenesis|response to hypoxia|spermatogenesis|embryo implantation|positive regulation of cell proliferation|regulation of receptor activity|response to activity|smooth muscle cell migration|regulation of smooth muscle cell migration|positive regulation of smooth muscle cell migration|plasminogen activation|regulation of cell adhesion mediated by integrin|cellular response to hepatocyte growth factor stimulus|regulation of cell proliferation|fibrinolysis|skeletal muscle tissue regeneration|response to hyperoxia|positive regulation of ovulation|neuron death|cellular response to lipopolysaccharide|cellular response to glucose stimulus|cellular response to hypoxia|cellular response to fluid shear stress|cellular response to staurosporine|regulation of smooth muscle cell-matrix adhesion|regulation of hepatocyte proliferation|positive regulation of reactive oxygen species metabolic process|,serine-type endopeptidase activity|,19,67,3.45E+10,0.558,2.89E-05,-0.356166667,54.86078314,2.581333333,3.27E-06,14.20647726,-1.4465,-1.494,-2,0.937,0.692,1.1745,PC,9,TRUE,NA
0.771,0.816,0.821,0.694,0.7535,0.8075,0.773,0.785,0.8185,Q9JI78,Q9JI78,Ngly1,1,43,23,23,Q9JI78|A0A286YCI0,MOUSE,75243.7,30.5,436,436.1,253.45,253.45,NA,651,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,nucleus|cytoplasm|,glycoprotein catabolic process|,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity|protein binding|metal ion binding|,23,43,6.42E+09,0.305,1.92E-05,-0.039333333,57.28752998,0.780333333,1.87E-06,15.27933802,-0.4135,-0.417,-0.458,0.356,0.333,0.3635,undefined,9,NA,NA
2.194,2.202,2.275,1.986,1.9165,1.9935,2.139,2.086,2.1685,O88338,O88338,Cdh16,1,66,15,15,O88338|Q8C730|Q3TPA4,MOUSE,90257.9,32.6,438,438.1,252.23,252.23,NA,830,Cadherin-16,plasma membrane|integral component of membrane|basolateral plasma membrane|extracellular exosome|,homophilic cell adhesion via plasma membrane adhesion molecules|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|,calcium ion binding|,15,66,2.34E+11,0.326,3.18E-06,-0.283166667,72.35313657,2.244666667,5.82E-08,26.253547,-1.4495,-1.266,-1.501,0.939,0.748,0.8305,undefined,9,TRUE,TRUE
0.807,0.771,0.43,0.327,0.4845,0.0815,0.774,0.772,0.4045,Q6AW69-4,Q6AW69,Cgnl1,1,41,21,20,Q6AW69-4|B2RSU6|Q6AW69-5|Q6AW69|D3Z3H4|Q6AW69-3,MOUSE,148912.6,20.3,445,445.1,250.17,245.04,NA,1298,Isoform 4 of Cingulin-like protein 1,bicellular tight junction|actin cytoskeleton|myosin complex|apical junction complex|,metabolic process|,motor activity|,21,41,5.28E+09,0.203,0.014517371,-0.005333333,22.96624793,0.544333333,0.005050975,4.112875423,-0.3435,-0.42,-0.069,0.395,0.033,0.3725,undefined,6,NA,NA
0.779,0.784,1.253,0.361,0.3805,0.9195,0.699,0.747,1.1895,Q8BLF1,Q8BLF1,Nceh1,1,77,16,16,Q8BLF1|Q8BYQ0,MOUSE,45967,41.6,467,467.1,241.67,241.67,NA,408,Neutral cholesterol ester hydrolase 1,endoplasmic reticulum|membrane|integral component of membrane|,protein dephosphorylation|xenobiotic metabolic process|lipid catabolic process|SMAD protein signal transduction|,serine hydrolase activity|phosphate ion binding|carboxylic ester hydrolase activity|,16,77,1.20E+11,0.416,0.009406677,0.0215,25.31313674,0.788,0.002942296,4.573270233,-0.2075,-0.193,-0.717,0.577,0.17,0.4995,undefined,7,TRUE,TRUE
0.625,0.491,0.963,0.661,0.4745,1.0185,0.747,0.531,1.0225,O54909,O54909,Rdh16,1,37,14,11,O54909|Q8K5C8|E9Q9P8|O88451|Q6PHA1|D6RFQ4|Q9R092,MOUSE,36142.3,47.6,478,478.2,204.42,155.33,NA,317,Cis-retinol androgen dehydrogenase 1,endoplasmic reticulum lumen|integral component of organelle membrane|,9-cis-retinoic acid biosynthetic process|oxidation-reduction process|,retinol dehydrogenase activity|protein homodimerization activity|,11,37,2.04E+10,0.451,0.002258872,-0.060333333,32.59317766,0.744333333,0.000550405,6.200233547,-0.3945,-0.21,-0.693,0.301,0.301,0.3335,undefined,9,NA,NA
0.741,0.608,0.312,0.678,0.5875,0.3095,0.78,0.701,0.4495,P57780,P57780,Actn4,1,32,20,12,A0A1L1SV25|P57780|Q9JI91|O88990,MOUSE,105431.6,24.1,486,486.1,236.68,133.32,NA,912,Alpha-actinin-4,stress fiber|extracellular space|intracellular|nucleus|cytoplasm|cell-cell junction|focal adhesion|Z disc|ribonucleoprotein complex|cortical cytoskeleton|pseudopodium|neuron projection|protein complex|perinuclear region of cytoplasm|extracellular exosome|stress fiber|actin cytoskeleton|,response to hypoxia|protein transport|vesicle transport along actin filament|positive regulation of cell migration|peroxisome proliferator activated receptor signaling pathway|regulation of apoptotic process|retinoic acid receptor signaling pathway|positive regulation of pinocytosis|actin filament bundle assembly|negative regulation of cellular component movement|positive regulation of cellular component movement|bicellular tight junction assembly|negative regulation of substrate adhesion-dependent cell spreading|positive regulation of NIK/NF-kappaB signaling|protein localization to bicellular tight junction|regulation of nucleic acid-templated transcription|,RNA polymerase II regulatory region sequence-specific DNA binding|nucleoside binding|calcium ion binding|protein binding|ligand-dependent nuclear receptor transcription coactivator activity|chromatin DNA binding|nuclear hormone receptor binding|protein homodimerization activity|retinoic acid receptor binding|ion channel binding|poly(A) RNA binding|protein N-terminus binding|actin filament binding|,20,32,3.46E+09,0.241,0.005245974,-0.102166667,28.37578497,0.610666667,0.001453522,5.217735906,-0.5895,-0.465,-0.168,0.144,0.151,0.3145,undefined,7,NA,NA
0.29,0.605,-0.015,0.662,0.4805,0.4055,0.614,0.702,0.4215,Q7TPR4,Q7TPR4,Actn1,1,7,12,4,Q7TPR4|A1BN54,MOUSE,103694.3,15.6,486,486.2,142.64,39.28,NA,892,Alpha-actinin-1,stress fiber|ruffle|extracellular space|intracellular|cytoplasm|plasma membrane|brush border|cell-cell junction|fascia adherens|focal adhesion|Z disc|secretory granule|cortical cytoskeleton|dense core granule membrane|cell projection|extracellular exosome|stress fiber|actin filament|,actin filament organization|platelet formation|cortical cytoskeleton organization|platelet morphogenesis|focal adhesion assembly|actin filament bundle assembly|negative regulation of cellular component movement|actin filament network formation|actin crosslink formation|regulation of nucleic acid-templated transcription|,double-stranded RNA binding|integrin binding|calcium ion binding|protein binding|vinculin binding|ligand-dependent nuclear receptor transcription coactivator activity|protein homodimerization activity|ion channel binding|actin filament binding|,4,7,94700000,0.059,0.029597616,-0.047833333,19.20411994,0.371333333,0.012011244,3.425479467,-0.3325,-0.328,-0.04,-0.015,0.184,0.2445,undefined,7,NA,NA
