id,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,id.query,id.mapped,id.concat,id.1,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome.unique_peptides,Proteome.numSpectra,Proteome.totalIntensity,Proteome.pct_cov
P20029,5.6572E-06,-0.443,66.67546055,3.049,2.15008E-07,21.58151787,-1.8535,-2.1,-1.949,1.278,0.776,1.1905,P20029,Hspa5,P20029_Hspa5,P20029,Hspa5,1,799,76,73,P20029,MOUSE,72534.8,84.1,18,18.1,1187.92,1140.47,,655,78 kDa glucose-regulated protein,extracellular region|nucleus|mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|smooth endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|plasma membrane|focal adhesion|cell surface|membrane|integral component of endoplasmic reticulum membrane|midbody|endoplasmic reticulum chaperone complex|melanosome|myelin sheath|extracellular exosome|COP9 signalosome|,ER overload response|activation of signaling protein activity involved in unfolded protein response|cerebellum structural organization|cerebellar Purkinje cell layer development|substantia nigra development|positive regulation of cell migration|negative regulation of transforming growth factor beta receptor signaling pathway|positive regulation of protein ubiquitination|response to endoplasmic reticulum stress|maintenance of protein localization in endoplasmic reticulum|positive regulation of embryonic development|cellular response to glucose starvation|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|cellular response to antibiotic|cellular response to interleukin-4|toxin transport|,glycoprotein binding|protein binding|ATP binding|ATPase activity|enzyme binding|protein domain specific binding|ubiquitin protein ligase binding|ribosome binding|unfolded protein binding|misfolded protein binding|,76,799,2.13E+13,84.1%
P63017,0.029383136,0.015833333,19.2509275,0.207333333,0.011882484,3.422282414,-0.0345,-0.106,-0.123,0.163,0.047,0.1485,P63017,Hspa8,P63017_Hspa8,P63017,Hspa8,1,245,61,43,P63017|Q504P4,MOUSE,71098,66.5,18,18.2,902.17,634.97,,646,Heat shock cognate 71 kDa protein,Prp19 complex|extracellular space|intracellular|nucleus|spliceosomal complex|nucleolus|cytosol|plasma membrane|focal adhesion|membrane|ribonucleoprotein complex|melanosome|myelin sheath|extracellular exosome|blood microparticle|ubiquitin ligase complex|,"transcription, DNA-templated|mRNA processing|protein folding|RNA splicing|protein refolding|negative regulation of transcription, DNA-templated|ATP metabolic process|positive regulation of mRNA splicing, via spliceosome|chaperone mediated protein folding requiring cofactor|regulation of cell cycle|clathrin coat disassembly|negative regulation of fibril organization|","G-protein coupled receptor binding|protein binding|ATP binding|ATPase activity|enzyme binding|MHC class II protein complex binding|heat shock protein binding|ubiquitin protein ligase binding|ATPase activity, coupled|poly(A) RNA binding|unfolded protein binding|C3HC4-type RING finger domain binding|",43,245,1.11E+12,50.6%
P17879,0.284584879,0.0455,6.872351936,-0.222,0.205477752,-1.403595669,0.5395,-0.013,-0.057,-0.045,-0.117,-0.0345,P17879,Hspa1b,P17879_Hspa1b,P17879,Hspa1b,1,73,36,20,P17879|Q61696,MOUSE,70460.3,56.3,18,18.3,526.17,307.88,,642,Heat shock 70 kDa protein 1B,cytoplasm|,,protein binding|ATP binding|,20,73,71700000000,34.1%
P17156,0.601464112,0.015833333,2.84248743,0.052666667,0.519698253,0.679473687,0.0735,0.029,-0.134,0.026,-0.026,0.1265,P17156,Hspa2,P17156_Hspa2,P17156,Hspa2,1,15,29,10,P17156,MOUSE,69925.7,42.3,18,18.4,358.56,99.72,,633,Heat shock-related 70 kDa protein 2,synaptonemal complex|male germ cell nucleus|nucleus|nucleoplasm|mitochondrion|cytosol|cell surface|membrane|CatSper complex|myelin sheath|extracellular exosome|blood microparticle|,positive regulation of protein phosphorylation|male meiosis|male meiosis I|spermatid development|response to cold|positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G2/M transition of mitotic cell cycle|positive regulation of ATPase activity|protein refolding|synaptonemal complex disassembly|negative regulation of inclusion body assembly|positive regulation of calcium-transporting ATPase activity|,protein binding|ATP binding|enzyme binding|unfolded protein binding|glycolipid binding|,10,15,507000000,20.5%
Q99MZ6,0.020416487,0.017,21.16655354,-0.223,0.007644422,-3.76282329,0.0905,0.179,0.116,-0.124,-0.028,-0.1315,Q99MZ6,Myo7b,Q99MZ6_Myo7b,Q99MZ6,Myo7b,1,250,91,88,Q99MZ6,MOUSE,242851.1,40.9,19,19.1,1154.49,1107.23,,2113,Unconventional myosin-VIIb,brush border|apical plasma membrane|myosin complex|extracellular exosome|,metabolic process|,motor activity|actin binding|ATP binding|,91,250,2.76E+11,40.9%
P97479,0.470602696,0.0145,4.173361205,0.084666667,0.382528572,0.935072615,-0.0225,-0.014,-0.047,-0.089,0.242,0.0175,P97479,Myo7a,P97479_Myo7a,P97479,Myo7a,1,12,13,10,P97479|P97479-2|Q5MJ56|A0A0R4J113|A0A0U1RPX7,MOUSE,257159.3,7.3,19,19.2,158.23,110.97,,2215,Unconventional myosin-VIIa,photoreceptor outer segment|photoreceptor inner segment|cytoplasm|lysosomal membrane|cytosol|microvillus|cell cortex|apical plasma membrane|myosin VII complex|photoreceptor connecting cilium|stereocilium|melanosome|synapse|upper tip-link density|photoreceptor outer segment|photoreceptor inner segment|synapse|,phagolysosome assembly|intracellular protein transport|phagocytosis|lysosome organization|sensory perception|visual perception|sensory perception of sound|metabolic process|cell projection organization|actin filament-based movement|inner ear morphogenesis|mechanoreceptor differentiation|auditory receptor cell differentiation|post-embryonic organ morphogenesis|inner ear development|sensory perception of light stimulus|equilibrioception|pigment granule localization|pigment granule transport|auditory receptor cell stereocilium organization|inner ear receptor cell differentiation|inner ear receptor stereocilium organization|,microfilament motor activity|protein binding|calmodulin binding|ATP binding|protein domain specific binding|spectrin binding|actin-dependent ATPase activity|protein homodimerization activity|ADP binding|protein N-terminus binding|actin filament binding|,10,12,4420000000,5.6%
Q99MR8,0.01627932,0.018666667,22.33425405,-0.221,0.005842175,-3.977327282,0.0895,0.157,0.141,-0.05,-0.086,-0.1395,Q99MR8,Mccc1,Q99MR8_Mccc1,Q99MR8,Mccc1,1,1980,68,68,Q99MR8|A0A0G2JFQ5,MOUSE,79741.8,82.8,20,20.1,1140.83,1140.83,,717,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial","3-methylcrotonyl-CoA carboxylase complex, mitochondrial|mitochondrion|mitochondrial inner membrane|mitochondrial matrix|",leucine catabolic process|,biotin carboxylase activity|methylcrotonoyl-CoA carboxylase activity|ATP binding|metal ion binding|methylcrotonoyl-CoA carboxylase activity|,68,1980,1.08E+14,82.8%
P08003,4.01934E-06,-0.4805,70.10984766,3.073333333,9.75024E-08,24.34625231,-1.9255,-2.023,-2.103,1.22,0.776,1.1725,P08003,Pdia4,P08003_Pdia4,P08003,Pdia4,1,405,74,57,A0A0R4J0Z1|P08003,MOUSE,72323.4,68.4,21,21.1,1106.05,883.18,,638,Protein disulfide-isomerase A4,endoplasmic reticulum|endoplasmic reticulum lumen|cell surface|endoplasmic reticulum chaperone complex|melanosome|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|chaperone-mediated protein folding|,protein disulfide isomerase activity|poly(A) RNA binding|,73,405,2.57E+12,68.4%
P09103,1.31561E-06,-0.719166667,85.44964239,3.374666667,2.85125E-09,41.08879537,-2.3355,-2.425,-2.459,0.937,0.854,1.1135,P09103,P4hb,P09103_P4hb,P09103,P4hb,1,562,71,28,P09103|E9Q8G8,MOUSE,57456.8,85.8,22,22.1,1101.29,454.21,,509,Protein disulfide-isomerase,endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum-Golgi intermediate compartment|focal adhesion|external side of plasma membrane|procollagen-proline 4-dioxygenase complex|endoplasmic reticulum chaperone complex|melanosome|extracellular exosome|,protein folding|peptidyl-proline hydroxylation to 4-hydroxy-L-proline|response to endoplasmic reticulum stress|cell redox homeostasis|cellular response to hypoxia|regulation of oxidative stress-induced intrinsic apoptotic signaling pathway|,protein disulfide isomerase activity|integrin binding|protein binding|enzyme binding|poly(A) RNA binding|protein heterodimerization activity|procollagen-proline 4-dioxygenase activity|peptidyl-proline 4-dioxygenase activity|,71,562,6.94E+12,85.8%
Q922D8,0.027399606,0.014833333,19.62327349,-0.190666667,0.01090618,-3.487444369,0.0765,0.163,0.091,-0.09,-0.052,-0.0995,Q922D8,Mthfd1,Q922D8_Mthfd1,Q922D8,Mthfd1,1,331,69,69,Q922D8|A0A1W2P733,MOUSE,101882.4,72,23,23.1,1067.24,1067.24,,935,"C-1-tetrahydrofolate synthase, cytoplasmic",mitochondrion|cytosol|membrane|extracellular exosome|,histidine biosynthetic process|neutrophil homeostasis|neural tube closure|purine nucleotide biosynthetic process|methionine metabolic process|one-carbon metabolic process|heart development|serine family amino acid metabolic process|serine family amino acid biosynthetic process|methionine biosynthetic process|10-formyltetrahydrofolate biosynthetic process|transsulfuration|tetrahydrofolate interconversion|oxidation-reduction process|somite development|,formate-tetrahydrofolate ligase activity|methenyltetrahydrofolate cyclohydrolase activity|methylenetetrahydrofolate dehydrogenase (NAD+) activity|methylenetetrahydrofolate dehydrogenase (NADP+) activity|ATP binding|,69,331,1.09E+12,72.0%
Q6GQT9,1.31561E-06,-0.381333333,87.01812779,2.349,1.98695E-09,42.924593,-1.5375,-1.554,-1.576,0.844,0.79,0.7455,Q6GQT9,Nomo1,Q6GQT9_Nomo1,Q6GQT9,Nomo1,1,419,68,68,Q6GQT9,MOUSE,134444.5,71,24,24.1,1063.41,1063.41,,1214,Nodal modulator 1,endoplasmic reticulum membrane|membrane|integral component of membrane|,,carbohydrate binding|,68,419,1.73E+12,71.0%
Q9JKF1,0.022426154,0.008666667,20.64343656,-0.189666667,0.008622959,-3.668487049,0.1085,0.086,0.116,-0.119,-0.058,-0.0815,Q9JKF1,Iqgap1,Q9JKF1_Iqgap1,Q9JKF1,Iqgap1,1,282,76,71,Q9JKF1|F8VQ29|Q3UQP1,MOUSE,189537.7,49.4,25,25.1,1056.37,998.21,,1657,Ras GTPase-activating-like protein IQGAP1,nucleoplasm|cytoplasm|microtubule|plasma membrane|cell-cell junction|focal adhesion|membrane|lateral plasma membrane|cell junction|axon|growth cone|midbody|ribonucleoprotein complex|extrinsic component of cytoplasmic side of plasma membrane|cell leading edge|slit diaphragm|cytoplasmic ribonucleoprotein granule|neuron projection|extracellular exosome|actin cytoskeleton|microtubule cytoskeleton|,epidermal growth factor receptor signaling pathway|small GTPase mediated signal transduction|fibroblast growth factor receptor signaling pathway|negative regulation of dephosphorylation|cellular response to platelet-derived growth factor stimulus|positive regulation of GTPase activity|cellular response to fibroblast growth factor stimulus|positive regulation of protein kinase activity|platelet-derived growth factor receptor signaling pathway|cellular response to calcium ion|cellular response to epidermal growth factor stimulus|positive regulation of protein serine/threonine kinase activity|glomerular visceral epithelial cell development|neuron projection extension|,"GTPase activator activity|protein binding|calmodulin binding|phosphatidylinositol-3,4,5-trisphosphate binding|Rho GTPase binding|protein kinase binding|protein phosphatase binding|protein complex binding|protein serine/threonine kinase activator activity|Rac GTPase binding|",77,282,2.82E+11,49.4%
Q3UQ44,0.158608209,0.003166667,10.05599288,-0.124666667,0.098718992,-1.916409709,0.0525,-0.007,0.151,-0.099,-0.001,-0.0775,Q3UQ44,Iqgap2,Q3UQ44_Iqgap2,Q3UQ44,Iqgap2,1,159,70,64,Q3UQ44,MOUSE,181209.2,40.6,25,25.2,856.37,789.71,,1575,Ras GTPase-activating-like protein IQGAP2,cytoplasm|microtubule|microvillus|cell surface|lamellipodium|filopodium|extracellular exosome|filamentous actin|,small GTPase mediated signal transduction|Arp2/3 complex-mediated actin nucleation|positive regulation of GTPase activity|thrombin receptor signaling pathway|,"GTPase activator activity|calmodulin binding|phosphatidylinositol-3,4,5-trisphosphate binding|Rho GTPase binding|Rac GTPase binding|actin filament binding|Arp2/3 complex binding|",64,159,1.18E+11,37.7%
Q6P5E4,3.42287E-06,-0.3605,71.6733977,2.429333333,6.80237E-08,25.71712851,-1.5235,-1.482,-1.72,0.956,0.711,0.8955,Q6P5E4,Uggt1,Q6P5E4_Uggt1,Q6P5E4,Uggt1,1,277,71,71,Q6P5E4|G3UZU8,MOUSE,177115,49.1,26,26.1,1036.74,1036.74,,1551,UDP-glucose:glycoprotein glucosyltransferase 1,endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum-Golgi intermediate compartment|extracellular exosome|,protein glycosylation|UDP-glucosylation|,UDP-glucose:glycoprotein glucosyltransferase activity|protein binding|unfolded protein binding|,71,277,4.99E+11,49.1%
Q9WTI7,0.647693813,0.000833333,2.432274058,-0.034666667,0.571179477,-0.595328875,-0.0455,0.043,0.057,-0.063,0.016,-0.0025,Q9WTI7,Myo1c,Q9WTI7_Myo1c,Q9WTI7,Myo1c,1,286,71,71,Q9WTI7|Q9WTI7-3|Q9WTI7-2|Q9WTI7-4,MOUSE,122797.7,63,27,27.1,1034.84,1034.84,,1063,Unconventional myosin-Ic,ruffle|nuclear pore|nucleoplasm|nucleolus|cytoplasm|mitochondrion|cytosol|plasma membrane|microvillus|brush border|basal plasma membrane|membrane|cytoplasmic membrane-bounded vesicle|lateral plasma membrane|filamentous actin|stereocilium|membrane raft|myosin I complex|stereocilium membrane|extracellular exosome|,protein targeting|protein targeting to membrane|transport|metabolic process|positive regulation of cell migration|positive regulation of cell migration by vascular endothelial growth factor signaling pathway|mRNA transport|positive regulation of protein targeting to membrane|positive regulation of vascular endothelial growth factor signaling pathway|regulation of bicellular tight junction assembly|,motor activity|actin binding|receptor binding|protein binding|calmodulin binding|ATP binding|phospholipid binding|protein C-terminus binding|Ral GTPase binding|actin-dependent ATPase activity|,72,286,6.82E+11,63.0%
Q07113,3.18326E-06,-0.511333333,72.31527164,2.623,5.86777E-08,26.30160256,-1.6615,-1.77,-2.037,0.79,0.816,0.7945,Q07113,Igf2r,Q07113_Igf2r,Q07113,Igf2r,1,238,76,76,Q07113,MOUSE,280828.2,34.7,28,28.1,1030.89,1030.89,,2483,Cation-independent mannose-6-phosphate receptor,nucleus|nuclear envelope lumen|lysosomal membrane|endosome|early endosome|late endosome|trans-Golgi network|focal adhesion|cell surface|membrane|integral component of membrane|endocytic vesicle|trans-Golgi network transport vesicle|extracellular exosome|,transport|,glycoprotein binding|transporter activity|insulin-like growth factor binding|mannose binding|identical protein binding|phosphoprotein binding|,76,238,2.49E+11,34.7%
Q99K67,0.121126788,-0.040833333,11.49629593,-0.342,0.070854985,-2.149070153,0.0635,0.194,0.133,-0.556,0.105,-0.1845,Q99K67,Aass,Q99K67_Aass,Q99K67,Aass,1,384,63,63,Q99K67,MOUSE,103714.6,63.3,29,29.1,1005.85,1005.85,,926,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",mitochondrion|intracellular membrane-bounded organelle|,generation of precursor metabolites and energy|L-lysine catabolic process|L-lysine catabolic process to acetyl-CoA via saccharopine|oxidation-reduction process|,"saccharopine dehydrogenase (NADP+, L-lysine-forming) activity|saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity|",63,384,2.25E+12,63.3%
O35488,0.203791779,0.015666667,8.674052253,-0.188333333,0.135704664,-1.697867799,0.2295,0.244,-0.144,-0.082,-0.047,-0.1065,O35488,Slc27a2,O35488_Slc27a2,O35488,Slc27a2,1,424,63,63,O35488|A2ANX6,MOUSE,71220,69.6,30,30.1,973.94,973.94,,620,Very long-chain acyl-CoA synthetase,mitochondrion|peroxisome|peroxisomal membrane|integral component of peroxisomal membrane|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|integral component of endoplasmic reticulum membrane|extracellular exosome|,very long-chain fatty acid metabolic process|fatty acid alpha-oxidation|long-chain fatty acid metabolic process|fatty acid beta-oxidation|bile acid biosynthetic process|fatty acid transport|very long-chain fatty acid catabolic process|long-chain fatty acid import|methyl-branched fatty acid metabolic process|,long-chain fatty acid-CoA ligase activity|receptor binding|ATP binding|fatty acid transporter activity|enzyme binding|very long-chain fatty acid-CoA ligase activity|phytanate-CoA ligase activity|pristanate-CoA ligase activity|,63,424,3.24E+12,69.6%
P38647,0.000856445,0.0245,37.41002239,-0.380666667,0.000181551,-7.42541999,0.2145,0.227,0.203,-0.145,-0.154,-0.1985,P38647,Hspa9,P38647_Hspa9,P38647,Hspa9,1,373,65,65,P38647,MOUSE,73745.2,68.7,31,31.1,967.87,967.87,,679,"Stress-70 protein, mitochondrial",nucleolus|cytoplasm|mitochondrion|focal adhesion|mitochondrial nucleoid|myelin sheath|extracellular exosome|,protein folding|protein export from nucleus|response to toxic substance|cellular response to interleukin-1|,protein binding|ATP binding|fibroblast growth factor binding|enzyme binding|heat shock protein binding|ubiquitin protein ligase binding|poly(A) RNA binding|unfolded protein binding|,65,373,1.88E+12,68.7%
P27773,9.50082E-06,-0.492833333,62.39352248,3.304666667,5.76299E-07,18.5603826,-1.9865,-2.105,-2.344,1.424,0.782,1.2725,P27773,Pdia3,P27773_Pdia3,P27773,Pdia3,1,470,62,62,P27773|A5D7E8|P38657,MOUSE,57133.7,77.2,32,32.1,961.05,961.05,,505,Protein disulfide-isomerase A3,nucleus|endoplasmic reticulum|endoplasmic reticulum lumen|smooth endoplasmic reticulum|focal adhesion|cell surface|melanosome|myelin sheath|extracellular exosome|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|positive regulation of extrinsic apoptotic signaling pathway|,protein disulfide isomerase activity|protein binding|poly(A) RNA binding|,62,470,7.99E+12,77.2%
Q8VDN2,0.045879357,-0.036166667,16.74571066,0.332666667,0.021155775,3.003595296,-0.0245,-0.153,-0.43,0.066,0.107,0.2175,Q8VDN2,Atp1a1,Q8VDN2_Atp1a1,Q8VDN2,Atp1a1,1,558,62,40,Q8VDN2|Q9WV27,MOUSE,114292.4,52,33,33.1,954.83,612.58,,1023,Sodium/potassium-transporting ATPase subunit alpha-1,endosome|endoplasmic reticulum|Golgi apparatus|plasma membrane|sodium:potassium-exchanging ATPase complex|caveola|intercalated disc|membrane|integral component of membrane|basolateral plasma membrane|apical plasma membrane|T-tubule|sarcolemma|melanosome|myelin sheath|protein complex|extracellular exosome|neuronal postsynaptic density|extracellular vesicle|,regulation of the force of heart contraction|regulation of sodium ion transport|cellular sodium ion homeostasis|regulation of blood pressure|potassium ion import|dephosphorylation|cellular potassium ion homeostasis|negative regulation of glucocorticoid biosynthetic process|sodium ion export from cell|response to drug|negative regulation of heart contraction|positive regulation of heart contraction|positive regulation of striated muscle contraction|membrane hyperpolarization|cellular response to mechanical stimulus|cellular response to steroid hormone stimulus|regulation of cardiac muscle cell contraction|membrane repolarization|potassium ion import across plasma membrane|response to glycoside|,sodium:potassium-exchanging ATPase activity|protein binding|ATP binding|phosphatase activity|protein kinase binding|protein domain specific binding|ankyrin binding|potassium ion binding|sodium ion binding|ADP binding|phosphatidylinositol 3-kinase binding|chaperone binding|steroid hormone binding|,62,558,5.15E+12,52.0%
