R128126,R128127,R128131,R129126,R129127,R129131,R130126,R130127,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome unique_peptides,Proteome numSpectra,Proteome totalIntensity,Proteome pct_cov,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,PCorNC,ES_score,signalP,TM,(Note: signalP and TM are for ES>=5)
0.461,0.484,0.499,0.752,0.7415,0.7495,0.67,0.703,0.6875,Q9Z329,Q9Z329,Itpr2,1,113,56,42,Q9Z329|Q9Z329-3|Q9Z329-2,MOUSE,310664.4,22,17,17.2,698.67,532.42,NA,2701,"Inositol 1,4,5-trisphosphate receptor type 2",cytoplasm|plasma membrane|cell cortex|membrane|integral component of membrane|sarcoplasmic reticulum|sarcoplasmic reticulum membrane|receptor complex|,response to hypoxia|calcium ion transport|inositol phosphate-mediated signaling|calcium ion transmembrane transport|cellular response to cAMP|cellular response to ethanol|,"inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity|calcium-release channel activity|phosphatidylinositol binding|",42,113,4.18E+10,0.183,0.000598865,0.001,39.20641829,0.637666667,0.000120049,7.971594447,-0.3005,-0.334,-0.319,0.166,0.44,0.3535,undefined,9,,TRUE,
1.038,1.024,1.086,1.107,1.1235,1.2215,1.131,1.183,1.1955,P70227,P70227,Itpr3,1,69,40,31,P70227,MOUSE,307122.1,16.9,17,17.3,499.71,389.95,NA,2670,"Inositol 1,4,5-trisphosphate receptor type 3",nucleus|nucleoplasm|nucleolus|cytoplasm|endoplasmic reticulum membrane|plasma membrane|integral component of plasma membrane|membrane|receptor complex|,calcium ion transport|memory|inositol phosphate-mediated signaling|sensory perception of bitter taste|sensory perception of sweet taste|sensory perception of umami taste|response to calcium ion|long-term synaptic potentiation|calcium ion transport into cytosol|calcium ion transmembrane transport|,"intracellular ligand-gated calcium channel activity|inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity|protein binding|phosphatidylinositol binding|inositol 1,4,5 trisphosphate binding|",31,69,1.12E+10,0.145,1.96E-05,-0.063,57.11806458,1.124333333,1.94E-06,15.24481942,-0.5515,-0.601,-0.723,0.401,0.557,0.5395,undefined,9,,TRUE,
3.213,3.507,3.488,2.566,2.9625,2.8765,3.101,3.422,3.3635,P20029,P20029,Hspa5,1,799,76,73,P20029,MOUSE,72534.8,84.1,18,18.1,1187.92,1140.47,NA,655,78 kDa glucose-regulated protein,extracellular region|nucleus|mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|smooth endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|plasma membrane|focal adhesion|cell surface|membrane|integral component of endoplasmic reticulum membrane|midbody|endoplasmic reticulum chaperone complex|melanosome|myelin sheath|extracellular exosome|COP9 signalosome|,ER overload response|activation of signaling protein activity involved in unfolded protein response|cerebellum structural organization|cerebellar Purkinje cell layer development|substantia nigra development|positive regulation of cell migration|negative regulation of transforming growth factor beta receptor signaling pathway|positive regulation of protein ubiquitination|response to endoplasmic reticulum stress|maintenance of protein localization in endoplasmic reticulum|positive regulation of embryonic development|cellular response to glucose starvation|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|cellular response to antibiotic|cellular response to interleukin-4|toxin transport|,glycoprotein binding|protein binding|ATP binding|ATPase activity|enzyme binding|protein domain specific binding|ubiquitin protein ligase binding|ribosome binding|unfolded protein binding|misfolded protein binding|,76,799,2.13E+13,0.841,5.66E-06,-0.443,66.67546055,3.049,2.15E-07,21.58151787,-1.8535,-2.1,-1.949,1.278,0.776,1.1905,PC,9,TRUE,,
0.199,0.272,0.299,0.083,0.1695,0.1835,0.199,0.256,0.2875,P63017,P63017,Hspa8,1,245,61,43,P63017|Q504P4,MOUSE,71098,66.5,18,18.2,902.17,634.97,NA,646,Heat shock cognate 71 kDa protein,Prp19 complex|extracellular space|intracellular|nucleus|spliceosomal complex|nucleolus|cytosol|plasma membrane|focal adhesion|membrane|ribonucleoprotein complex|melanosome|myelin sheath|extracellular exosome|blood microparticle|ubiquitin ligase complex|,"transcription, DNA-templated|mRNA processing|protein folding|RNA splicing|protein refolding|negative regulation of transcription, DNA-templated|ATP metabolic process|positive regulation of mRNA splicing, via spliceosome|chaperone mediated protein folding requiring cofactor|regulation of cell cycle|clathrin coat disassembly|negative regulation of fibril organization|","G-protein coupled receptor binding|protein binding|ATP binding|ATPase activity|enzyme binding|MHC class II protein complex binding|heat shock protein binding|ubiquitin protein ligase binding|ATPase activity, coupled|poly(A) RNA binding|unfolded protein binding|C3HC4-type RING finger domain binding|",43,245,1.11E+12,0.506,0.029383136,0.015833333,19.2509275,0.207333333,0.011882484,3.422282414,-0.0345,-0.106,-0.123,0.163,0.047,0.1485,undefined,0,,,
-0.581,-0.035,0.049,-0.667,-0.0825,-0.0785,-0.606,0.021,-0.0285,P17879,P17879,Hspa1b,1,73,36,20,P17879|Q61696,MOUSE,70460.3,56.3,18,18.3,526.17,307.88,NA,642,Heat shock 70 kDa protein 1B,cytoplasm|,NA,protein binding|ATP binding|,20,73,7.17E+10,0.341,0.284584879,0.0455,6.872351936,-0.222,0.205477752,-1.403595669,0.5395,-0.013,-0.057,-0.045,-0.117,-0.0345,undefined,0,,,
0.007,0.009,0.156,-0.101,-0.0675,0.1395,0.034,-0.001,0.1995,P17156,P17156,Hspa2,1,15,29,10,P17156,MOUSE,69925.7,42.3,18,18.4,358.56,99.72,NA,633,Heat shock-related 70 kDa protein 2,synaptonemal complex|male germ cell nucleus|nucleus|nucleoplasm|mitochondrion|cytosol|cell surface|membrane|CatSper complex|myelin sheath|extracellular exosome|blood microparticle|,positive regulation of protein phosphorylation|male meiosis|male meiosis I|spermatid development|response to cold|positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G2/M transition of mitotic cell cycle|positive regulation of ATPase activity|protein refolding|synaptonemal complex disassembly|negative regulation of inclusion body assembly|positive regulation of calcium-transporting ATPase activity|,protein binding|ATP binding|enzyme binding|unfolded protein binding|glycolipid binding|,10,15,5.07E+08,0.205,0.601464112,0.015833333,2.84248743,0.052666667,0.519698253,0.679473687,0.0735,0.029,-0.134,0.026,-0.026,0.1265,undefined,0,,,
-0.295,-0.334,-0.31,-0.125,-0.1955,-0.1545,-0.253,-0.347,-0.2815,Q99MZ6,Q99MZ6,Myo7b,1,250,91,88,Q99MZ6,MOUSE,242851.1,40.9,19,19.1,1154.49,1107.23,NA,2113,Unconventional myosin-VIIb,brush border|apical plasma membrane|myosin complex|extracellular exosome|,metabolic process|,motor activity|actin binding|ATP binding|,91,250,2.76E+11,0.409,0.020416487,0.017,21.16655354,-0.223,0.007644422,-3.76282329,0.0905,0.179,0.116,-0.124,-0.028,-0.1315,NC,0,,,
-0.134,-0.062,-0.07,0.23,0.2375,0.2635,0.089,0.042,0.1785,P97479,P97479,Myo7a,1,12,13,10,P97479|P97479-2|Q5MJ56|A0A0R4J113|A0A0U1RPX7,MOUSE,257159.3,7.3,19,19.2,158.23,110.97,NA,2215,Unconventional myosin-VIIa,photoreceptor outer segment|photoreceptor inner segment|cytoplasm|lysosomal membrane|cytosol|microvillus|cell cortex|apical plasma membrane|myosin VII complex|photoreceptor connecting cilium|stereocilium|melanosome|synapse|upper tip-link density|photoreceptor outer segment|photoreceptor inner segment|synapse|,phagolysosome assembly|intracellular protein transport|phagocytosis|lysosome organization|sensory perception|visual perception|sensory perception of sound|metabolic process|cell projection organization|actin filament-based movement|inner ear morphogenesis|mechanoreceptor differentiation|auditory receptor cell differentiation|post-embryonic organ morphogenesis|inner ear development|sensory perception of light stimulus|equilibrioception|pigment granule localization|pigment granule transport|auditory receptor cell stereocilium organization|inner ear receptor cell differentiation|inner ear receptor stereocilium organization|,microfilament motor activity|protein binding|calmodulin binding|ATP binding|protein domain specific binding|spectrin binding|actin-dependent ATPase activity|protein homodimerization activity|ADP binding|protein N-terminus binding|actin filament binding|,10,12,4.42E+09,0.056,0.470602696,0.0145,4.173361205,0.084666667,0.382528572,0.935072615,-0.0225,-0.014,-0.047,-0.089,0.242,0.0175,undefined,0,,,
-0.179,-0.208,-0.231,-0.219,-0.2675,-0.2685,-0.271,-0.315,-0.3125,Q99MR8,Q99MR8,Mccc1,1,1980,68,68,Q99MR8|A0A0G2JFQ5,MOUSE,79741.8,82.8,20,20.1,1140.83,1140.83,NA,717,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial","3-methylcrotonyl-CoA carboxylase complex, mitochondrial|mitochondrion|mitochondrial inner membrane|mitochondrial matrix|",leucine catabolic process|,biotin carboxylase activity|methylcrotonoyl-CoA carboxylase activity|ATP binding|metal ion binding|methylcrotonoyl-CoA carboxylase activity|,68,1980,1.08E+14,0.828,0.01627932,0.018666667,22.33425405,-0.221,0.005842175,-3.977327282,0.0895,0.157,0.141,-0.05,-0.086,-0.1395,NC,0,,,
3.174,3.375,3.488,2.657,2.8735,2.9855,3.078,3.268,3.4115,P08003,P08003,Pdia4,1,405,74,57,A0A0R4J0Z1|P08003,MOUSE,72323.4,68.4,21,21.1,1106.05,883.18,NA,638,Protein disulfide-isomerase A4,endoplasmic reticulum|endoplasmic reticulum lumen|cell surface|endoplasmic reticulum chaperone complex|melanosome|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|chaperone-mediated protein folding|,protein disulfide isomerase activity|poly(A) RNA binding|,73,405,2.57E+12,0.684,4.02E-06,-0.4805,70.10984766,3.073333333,9.75E-08,24.34625231,-1.9255,-2.023,-2.103,1.22,0.776,1.1725,PC,9,TRUE,,
3.44,3.531,3.504,3.17,3.3405,3.3005,3.45,3.577,3.5425,P09103,P09103,P4hb,1,562,71,28,P09103|E9Q8G8,MOUSE,57456.8,85.8,22,22.1,1101.29,454.21,NA,509,Protein disulfide-isomerase,endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum-Golgi intermediate compartment|focal adhesion|external side of plasma membrane|procollagen-proline 4-dioxygenase complex|endoplasmic reticulum chaperone complex|melanosome|extracellular exosome|,protein folding|peptidyl-proline hydroxylation to 4-hydroxy-L-proline|response to endoplasmic reticulum stress|cell redox homeostasis|cellular response to hypoxia|regulation of oxidative stress-induced intrinsic apoptotic signaling pathway|,protein disulfide isomerase activity|integrin binding|protein binding|enzyme binding|poly(A) RNA binding|protein heterodimerization activity|procollagen-proline 4-dioxygenase activity|peptidyl-proline 4-dioxygenase activity|,71,562,6.94E+12,0.858,1.32E-06,-0.719166667,85.44964239,3.374666667,2.85E-09,41.08879537,-2.3355,-2.425,-2.459,0.937,0.854,1.1135,PC,9,TRUE,,
-0.203,-0.293,-0.202,-0.149,-0.2135,-0.1665,-0.211,-0.249,-0.1865,Q922D8,Q922D8,Mthfd1,1,331,69,69,Q922D8|A0A1W2P733,MOUSE,101882.4,72,23,23.1,1067.24,1067.24,NA,935,"C-1-tetrahydrofolate synthase, cytoplasmic",mitochondrion|cytosol|membrane|extracellular exosome|,histidine biosynthetic process|neutrophil homeostasis|neural tube closure|purine nucleotide biosynthetic process|methionine metabolic process|one-carbon metabolic process|heart development|serine family amino acid metabolic process|serine family amino acid biosynthetic process|methionine biosynthetic process|10-formyltetrahydrofolate biosynthetic process|transsulfuration|tetrahydrofolate interconversion|oxidation-reduction process|somite development|,formate-tetrahydrofolate ligase activity|methenyltetrahydrofolate cyclohydrolase activity|methylenetetrahydrofolate dehydrogenase (NAD+) activity|methylenetetrahydrofolate dehydrogenase (NADP+) activity|ATP binding|,69,331,1.09E+12,0.72,0.027399606,0.014833333,19.62327349,-0.190666667,0.01090618,-3.487444369,0.0765,0.163,0.091,-0.09,-0.052,-0.0995,NC,0,,,
2.383,2.501,2.504,2.207,2.3335,2.3485,2.249,2.359,2.3295,Q6GQT9,Q6GQT9,Nomo1,1,419,68,68,Q6GQT9,MOUSE,134444.5,71,24,24.1,1063.41,1063.41,NA,1214,Nodal modulator 1,endoplasmic reticulum membrane|membrane|integral component of membrane|,NA,carbohydrate binding|,68,419,1.73E+12,0.71,1.32E-06,-0.381333333,87.01812779,2.349,1.99E-09,42.924593,-1.5375,-1.554,-1.576,0.844,0.79,0.7455,undefined,9,TRUE,,
-0.281,-0.233,-0.303,-0.205,-0.1475,-0.1945,-0.227,-0.179,-0.2005,Q9JKF1,Q9JKF1,Iqgap1,1,282,76,71,Q9JKF1|F8VQ29|Q3UQP1,MOUSE,189537.7,49.4,25,25.1,1056.37,998.21,NA,1657,Ras GTPase-activating-like protein IQGAP1,nucleoplasm|cytoplasm|microtubule|plasma membrane|cell-cell junction|focal adhesion|membrane|lateral plasma membrane|cell junction|axon|growth cone|midbody|ribonucleoprotein complex|extrinsic component of cytoplasmic side of plasma membrane|cell leading edge|slit diaphragm|cytoplasmic ribonucleoprotein granule|neuron projection|extracellular exosome|actin cytoskeleton|microtubule cytoskeleton|,epidermal growth factor receptor signaling pathway|small GTPase mediated signal transduction|fibroblast growth factor receptor signaling pathway|negative regulation of dephosphorylation|cellular response to platelet-derived growth factor stimulus|positive regulation of GTPase activity|cellular response to fibroblast growth factor stimulus|positive regulation of protein kinase activity|platelet-derived growth factor receptor signaling pathway|cellular response to calcium ion|cellular response to epidermal growth factor stimulus|positive regulation of protein serine/threonine kinase activity|glomerular visceral epithelial cell development|neuron projection extension|,"GTPase activator activity|protein binding|calmodulin binding|phosphatidylinositol-3,4,5-trisphosphate binding|Rho GTPase binding|protein kinase binding|protein phosphatase binding|protein complex binding|protein serine/threonine kinase activator activity|Rac GTPase binding|",77,282,2.82E+11,0.494,0.022426154,0.008666667,20.64343656,-0.189666667,0.008622959,-3.668487049,0.1085,0.086,0.116,-0.119,-0.058,-0.0815,undefined,0,,,
-0.17,-0.134,-0.328,-0.067,0.0055,-0.1675,-0.122,-0.068,-0.2575,Q3UQ44,Q3UQ44,Iqgap2,1,159,70,64,Q3UQ44,MOUSE,181209.2,40.6,25,25.2,856.37,789.71,NA,1575,Ras GTPase-activating-like protein IQGAP2,cytoplasm|microtubule|microvillus|cell surface|lamellipodium|filopodium|extracellular exosome|filamentous actin|,small GTPase mediated signal transduction|Arp2/3 complex-mediated actin nucleation|positive regulation of GTPase activity|thrombin receptor signaling pathway|,"GTPase activator activity|calmodulin binding|phosphatidylinositol-3,4,5-trisphosphate binding|Rho GTPase binding|Rac GTPase binding|actin filament binding|Arp2/3 complex binding|",64,159,1.18E+11,0.377,0.158608209,0.003166667,10.05599288,-0.124666667,0.098718992,-1.916409709,0.0525,-0.007,0.151,-0.099,-0.001,-0.0775,undefined,0,,,
2.458,2.447,2.714,2.131,2.1785,2.3885,2.358,2.385,2.5975,Q6P5E4,Q6P5E4,Uggt1,1,277,71,71,Q6P5E4|G3UZU8,MOUSE,177115,49.1,26,26.1,1036.74,1036.74,NA,1551,UDP-glucose:glycoprotein glucosyltransferase 1,endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum-Golgi intermediate compartment|extracellular exosome|,protein glycosylation|UDP-glucosylation|,UDP-glucose:glycoprotein glucosyltransferase activity|protein binding|unfolded protein binding|,71,277,4.99E+11,0.491,3.42E-06,-0.3605,71.6733977,2.429333333,6.80E-08,25.71712851,-1.5235,-1.482,-1.72,0.956,0.711,0.8955,undefined,9,TRUE,,
-0.024,-0.136,-0.148,0.088,-0.0295,-0.0495,0.038,-0.049,-0.0795,Q9WTI7,Q9WTI7,Myo1c,1,286,71,71,Q9WTI7|Q9WTI7-3|Q9WTI7-2|Q9WTI7-4,MOUSE,122797.7,63,27,27.1,1034.84,1034.84,NA,1063,Unconventional myosin-Ic,ruffle|nuclear pore|nucleoplasm|nucleolus|cytoplasm|mitochondrion|cytosol|plasma membrane|microvillus|brush border|basal plasma membrane|membrane|cytoplasmic membrane-bounded vesicle|lateral plasma membrane|filamentous actin|stereocilium|membrane raft|myosin I complex|stereocilium membrane|extracellular exosome|,protein targeting|protein targeting to membrane|transport|metabolic process|positive regulation of cell migration|positive regulation of cell migration by vascular endothelial growth factor signaling pathway|mRNA transport|positive regulation of protein targeting to membrane|positive regulation of vascular endothelial growth factor signaling pathway|regulation of bicellular tight junction assembly|,motor activity|actin binding|receptor binding|protein binding|calmodulin binding|ATP binding|phospholipid binding|protein C-terminus binding|Ral GTPase binding|actin-dependent ATPase activity|,72,286,6.82E+11,0.63,0.647693813,0.000833333,2.432274058,-0.034666667,0.571179477,-0.595328875,-0.0455,0.043,0.057,-0.063,0.016,-0.0025,undefined,0,,,
2.461,2.592,2.912,2.468,2.6335,2.7715,2.513,2.632,2.8015,Q07113,Q07113,Igf2r,1,238,76,76,Q07113,MOUSE,280828.2,34.7,28,28.1,1030.89,1030.89,NA,2483,Cation-independent mannose-6-phosphate receptor,nucleus|nuclear envelope lumen|lysosomal membrane|endosome|early endosome|late endosome|trans-Golgi network|focal adhesion|cell surface|membrane|integral component of membrane|endocytic vesicle|trans-Golgi network transport vesicle|extracellular exosome|,transport|,glycoprotein binding|transporter activity|insulin-like growth factor binding|mannose binding|identical protein binding|phosphoprotein binding|,76,238,2.49E+11,0.347,3.18E-06,-0.511333333,72.31527164,2.623,5.87E-08,26.30160256,-1.6615,-1.77,-2.037,0.79,0.816,0.7945,PC,9,TRUE,TRUE,
-0.731,-0.872,-0.771,0.019,-0.0825,-0.0175,-0.284,-0.439,-0.3415,Q99K67,Q99K67,Aass,1,384,63,63,Q99K67,MOUSE,103714.6,63.3,29,29.1,1005.85,1005.85,NA,926,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",mitochondrion|intracellular membrane-bounded organelle|,generation of precursor metabolites and energy|L-lysine catabolic process|L-lysine catabolic process to acetyl-CoA via saccharopine|oxidation-reduction process|,"saccharopine dehydrogenase (NADP+, L-lysine-forming) activity|saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity|",63,384,2.25E+12,0.633,0.121126788,-0.040833333,11.49629593,-0.342,0.070854985,-2.149070153,0.0635,0.194,0.133,-0.556,0.105,-0.1845,NC,0,,,
-0.363,-0.383,0.041,-0.315,-0.3335,0.1095,-0.368,-0.399,0.0495,O35488,O35488,Slc27a2,1,424,63,63,O35488|A2ANX6,MOUSE,71220,69.6,30,30.1,973.94,973.94,NA,620,Very long-chain acyl-CoA synthetase,mitochondrion|peroxisome|peroxisomal membrane|integral component of peroxisomal membrane|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|integral component of endoplasmic reticulum membrane|extracellular exosome|,very long-chain fatty acid metabolic process|fatty acid alpha-oxidation|long-chain fatty acid metabolic process|fatty acid beta-oxidation|bile acid biosynthetic process|fatty acid transport|very long-chain fatty acid catabolic process|long-chain fatty acid import|methyl-branched fatty acid metabolic process|,long-chain fatty acid-CoA ligase activity|receptor binding|ATP binding|fatty acid transporter activity|enzyme binding|very long-chain fatty acid-CoA ligase activity|phytanate-CoA ligase activity|pristanate-CoA ligase activity|,63,424,3.24E+12,0.696,0.203791779,0.015666667,8.674052253,-0.188333333,0.135704664,-1.697867799,0.2295,0.244,-0.144,-0.082,-0.047,-0.1065,undefined,0,,,
