,id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov
1963,Q9CQU0,6.65E-05,-0.110166667,57.37909013,1.155,1.83E-06,12.89965337,-0.691,-0.649,-0.723,0.534,0.531,0.337,Q9CQU0,Txndc12,Q9CQU0_Txndc12,Q9CQU0,Txndc12,1,15,6,6,Q9CQU0,MOUSE,19219.4,44.1,1494,1494.1,71.12,71.12,NA,170,Thioredoxin domain-containing protein 12,endoplasmic reticulum lumen|,cell redox homeostasis|oxidation-reduction process|,protein-disulfide reductase (glutathione) activity|,6,15,4.03E+09,44.10%
973,Q8K1S1,0.0006831,0.039666667,44.46561655,1.151333333,3.58E-05,8.533065826,-0.464,-0.611,-0.533,0.805,0.32,0.721,Q8K1S1,Lgi4,Q8K1S1_Lgi4,Q8K1S1,Lgi4,1,34,14,14,Q8K1S1,MOUSE,60174.2,34.2,625,625.1,199.53,199.53,NA,537,Leucine-rich repeat LGI family member 4,extracellular space|,adult locomotory behavior|glial cell proliferation|Schwann cell development|glial cell development|myelination in peripheral nervous system|gliogenesis|neuron maturation|myelination|,protein binding|,14,34,5.68E+09,34.20%
2486,P45878,0.000319266,-0.049,48.67493657,1.137333333,1.36E-05,9.786103763,-0.474,-0.551,-0.828,0.628,0.419,0.512,P45878,Fkbp2,P45878_Fkbp2,P45878,Fkbp2,1,10,4,4,P45878,MOUSE,15514.8,20,2002,2002.1,42.5,42.5,NA,140,Peptidyl-prolyl cis-trans isomerase FKBP2,cytoplasm|endoplasmic reticulum membrane|extracellular exosome|,protein peptidyl-prolyl isomerization|chaperone-mediated protein folding|,peptidyl-prolyl cis-trans isomerase activity|FK506 binding|,4,10,5.74E+08,20.00%
2064,Q80Z10,0.002502375,-0.154666667,37.77611933,1.131333333,0.000166874,6.832622882,-0.856,-0.92,-0.385,0.628,0.236,0.369,Q80Z10,Astn2,Q80Z10_Astn2,Q80Z10,Astn2,1,7,6,6,Q80Z10|Q80Z10-2|Q80Z10-3,MOUSE,151727,5.6,1587,1587.1,63.7,63.7,NA,1352,Astrotactin-2,endosome|integral component of membrane|cell pole|,negative regulation of protein localization to cell surface|,protein binding|,6,7,3.39E+08,5.60%
1493,Q9EPR5,0.001911789,-0.195833333,39.06721943,1.123,0.000123959,7.122706211,-0.885,-0.999,-0.388,0.447,0.309,0.341,Q9EPR5,Sorcs2,Q9EPR5_Sorcs2,Q9EPR5,Sorcs2,1,12,9,9,Q9EPR5|Q8BI74,MOUSE,129984.1,9.4,1068,1068.1,115.41,115.41,NA,1159,VPS10 domain-containing receptor SorCS2,integral component of membrane|,,protein binding|,9,12,5.69E+08,9.40%
2176,Q8R0X7,0.000107976,-0.031166667,54.55247715,1.123,3.51E-06,11.80264738,-0.498,-0.567,-0.713,0.546,0.434,0.611,Q8R0X7,Sgpl1,Q8R0X7_Sgpl1,Q8R0X7,Sgpl1,1,12,7,7,Q8R0X7|D6REF7,MOUSE,64303.7,13.3,1696,1696.1,56.51,56.51,NA,568,Sphingosine-1-phosphate lyase 1,endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|,luteinization|vasculogenesis|kidney development|fatty acid metabolic process|ceramide metabolic process|nitrogen compound metabolic process|spermatogenesis|androgen metabolic process|estrogen metabolic process|female gonad development|post-embryonic development|fibroblast migration|hemopoiesis|sphingolipid catabolic process|Leydig cell differentiation|regulation of multicellular organism growth|platelet-derived growth factor receptor signaling pathway|skeletal system morphogenesis|palate development|face morphogenesis|apoptotic signaling pathway|,sphinganine-1-phosphate aldolase activity|carboxy-lyase activity|pyridoxal phosphate binding|,7,12,3.23E+09,13.30%
3264,Q5I012,0.000930376,0.037166667,42.72984363,1.113,5.33E-05,8.057089449,-0.417,-0.54,-0.601,0.553,0.354,0.874,Q5I012,Slc38a10,Q5I012_Slc38a10,Q5I012,Slc38a10,1,3,2,2,Q5I012|J3QNE8|Q5I012-2|Q5I012-3|Q5I012-4,MOUSE,117762.2,1.8,2801,2801.1,18.85,18.85,NA,1090,Putative sodium-coupled neutral amino acid transporter 10,Golgi apparatus|integral component of membrane|,amino acid transmembrane transport|sodium ion transport|bone development|,amino acid transmembrane transporter activity|,2,3,2.29E+11,1.80%
2189,A2ADH1,0.000159242,-0.015,52.21251387,1.108666667,6.01E-06,10.95935237,-0.523,-0.494,-0.691,0.6,0.396,0.622,A2ADH1,Magt1,A2ADH1_Magt1,A2ADH1,Magt1,1,11,5,5,A2ADH1|Q9CQY5|Q9CQY5-3|Q9CQY5-2,MOUSE,42036.4,17.6,1709,1709.1,55.82,55.82,NA,368,Magnesium transporter protein 1,oligosaccharyltransferase complex|membrane|,magnesium ion transport|cell redox homeostasis|cognition|,magnesium ion transmembrane transporter activity|,5,11,1.37E+10,17.60%
2747,Q9CZX9,0.011075124,0.0975,30.45505708,1.103666667,0.000900522,5.305398774,-0.505,-0.58,-0.278,1,0.165,0.783,Q9CZX9,Emc4,Q9CZX9_Emc4,Q9CZX9,Emc4,1,7,3,3,Q9CZX9,MOUSE,20287.5,20.7,2261,2261.1,32.76,32.76,NA,183,ER membrane protein complex subunit 4,integral component of membrane|ER membrane protein complex|,apoptotic process|,,3,7,2.21E+08,20.70%
1334,E9QNF7,4.72E-05,-0.129,59.7918633,1.098666667,1.05E-06,13.90949528,-0.677,-0.707,-0.651,0.484,0.398,0.379,E9QNF7,Cntnap2,E9QNF7_Cntnap2,E9QNF7,Cntnap2,1,18,14,14,E9QNF7|Q9CPW0,MOUSE,150244.3,12.2,923,923.1,137.71,137.71,NA,1332,Contactin-associated protein-like 2,early endosome|Golgi apparatus|voltage-gated potassium channel complex|cell surface|membrane|axolemma|juxtaparanode region of axon|,learning|striatum development|limbic system development|thalamus development|adult behavior|neuron projection development|social behavior|vocal learning|superior temporal gyrus development|protein localization to juxtaparanode region of axon|vocalization behavior|,protein binding|enzyme binding|,14,18,1.25E+09,12.20%
1023,Q06890,6.11E-05,-0.141666667,57.8891609,1.094,1.63E-06,13.1073012,-0.749,-0.714,-0.603,0.411,0.355,0.45,Q06890,Clu,Q06890_Clu,Q06890,Clu,1,44,12,12,Q06890,MOUSE,52282.3,26.1,663,663.1,189.04,189.04,NA,448,Clusterin,extracellular space|intracellular|nucleus|cytoplasm|mitochondrion|endoplasmic reticulum|cytosol|extracellular matrix|mitochondrial membrane|spherical high-density lipoprotein particle|chromaffin granule|perinuclear region of cytoplasm|extracellular exosome|blood microparticle|neurofibrillary tangle|apical dendrite|extracellular matrix|,cell morphogenesis|microglial cell activation|response to virus|protein import|central nervous system myelin maintenance|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|negative regulation of protein homooligomerization|positive regulation of tumor necrosis factor production|positive regulation of apoptotic process|positive regulation of nitric oxide biosynthetic process|protein stabilization|positive regulation of NF-kappaB transcription factor activity|chaperone-mediated protein complex assembly|response to misfolded protein|chaperone-mediated protein folding|microglial cell proliferation|intrinsic apoptotic signaling pathway|regulation of beta-amyloid clearance|regulation of neuron death|positive regulation of neuron death|positive regulation of beta-amyloid formation|negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage|negative regulation of beta-amyloid formation|regulation of neuronal signal transduction|positive regulation of tau-protein kinase activity|positive regulation of neurofibrillary tangle assembly|positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process|positive regulation of intrinsic apoptotic signaling pathway|,protein binding|ubiquitin protein ligase binding|misfolded protein binding|ATPase activity|,12,44,1.40E+10,26.10%
2047,P29533,0.000111011,-0.140833333,54.35456224,1.073,3.67E-06,11.72912004,-0.744,-0.56,-0.728,0.313,0.412,0.462,P29533,NotFound,P29533_NotFound,P29533,Vcam1,1,7,5,5,P29533|Q3UPN1|P29533-2,MOUSE,82457.1,8.1,1571,1571.1,65.35,65.35,NA,739,Vascular cell adhesion protein 1,podosome|extracellular space|early endosome|endoplasmic reticulum|Golgi apparatus|microvillus|external side of plasma membrane|cell surface|integral component of membrane|filopodium|anchored component of membrane|apical part of cell|extracellular exosome|alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex|cell periphery|,cell adhesion|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|leukocyte cell-cell adhesion|cell-matrix adhesion|heart development|amine metabolic process|viral process|positive regulation of T cell proliferation|leukocyte tethering or rolling|oxidation-reduction process|embryonic placenta morphogenesis|chorio-allantoic fusion|visceral serous pericardium development|cellular response to glucose stimulus|,integrin binding|primary amine oxidase activity|cell adhesion molecule binding|,5,7,3.51E+08,8.10%
1114,O08532,0.000776925,-0.091,43.78701928,1.066,4.18E-05,8.344305462,-0.757,-0.698,-0.417,0.608,0.269,0.449,O08532,Cacna2d1,O08532_Cacna2d1,O08532,Cacna2d1,1,23,16,16,O08532|E9Q1X8|O08532-5|O08532-4|O08532-2|O08532-3|Q8C6Y3,MOUSE,125768.9,18,739,739.1,170.74,170.74,NA,1103,Voltage-dependent calcium channel subunit alpha-2/delta-1,voltage-gated calcium channel complex|sarcoplasmic reticulum|T-tubule|extracellular exosome|,calcium ion transport|regulation of ion transmembrane transport|regulation of calcium ion transport|calcium ion transmembrane transport|,voltage-gated calcium channel activity|calcium channel regulator activity|protein binding|metal ion binding|voltage-gated calcium channel activity|,16,23,7.10E+08,18.00%
1909,Q61207,0.000231714,-0.135833333,50.48373258,1.065666667,8.95E-06,10.37137006,-0.664,-0.81,-0.532,0.507,0.359,0.325,Q61207,Psap,Q61207_Psap,Q61207,Psap,1,11,6,6,Q61207|J3QPG5|K3W4L3|Q8BFQ1|E9PZ00,MOUSE,63303.9,14.3,1443,1443.1,75.18,75.18,NA,557,Prosaposin,extracellular space|nucleoplasm|nucleolus|mitochondrion|lysosome|Golgi apparatus|intracellular membrane-bounded organelle|extracellular exosome|,sphingolipid metabolic process|adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway|regulation of lipid metabolic process|regulation of MAPK cascade|positive regulation of MAPK cascade|developmental growth|prostate gland growth|epithelial cell differentiation involved in prostate gland development|cellular response to organic substance|negative regulation of hydrogen peroxide-induced cell death|,G-protein coupled receptor binding|,6,11,8.95E+08,14.30%
907,Q91YQ5,0.000785718,0.059333333,43.67060339,1.064666667,4.29E-05,8.312272135,-0.382,-0.408,-0.629,0.638,0.363,0.774,Q91YQ5,Rpn1,Q91YQ5_Rpn1,Q91YQ5,Rpn1,1,48,18,18,Q91YQ5,MOUSE,68698.2,32.8,567,567.1,215,215,NA,608,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,endoplasmic reticulum membrane|rough endoplasmic reticulum|membrane|integral component of membrane|melanosome|,protein N-linked glycosylation via asparagine|,dolichyl-diphosphooligosaccharide-protein glycotransferase activity|poly(A) RNA binding|,18,48,1.04E+10,32.80%
924,Q9D666,0.000274324,-0.117,49.43346932,1.059333333,1.14E-05,10.0279245,-0.661,-0.805,-0.474,0.489,0.359,0.39,Q9D666,Sun1,Q9D666_Sun1,Q9D666,Sun1,1,25,15,1,Q9D666|Q9D666-4|Q9D666-3|Q9D666-5|Q3TSM1,MOUSE,102830.3,22.6,580,580.1,211.31,15.94,NA,913,SUN domain-containing protein 1,acrosomal membrane|nucleus|nuclear envelope|integral component of nuclear inner membrane|cytoplasm|integral component of membrane|nuclear membrane|LINC complex|intracellular membrane-bounded organelle|nucleolus|,nuclear envelope organization|synapsis|cytoskeletal anchoring at nuclear membrane|nuclear matrix anchoring at nuclear membrane|,protein binding|lamin binding|,15,25,2.27E+09,22.60%
3001,P98156,0.000494052,-0.058,46.20018264,1.057333333,2.40E-05,9.031809524,-0.369,-0.682,-0.709,0.548,0.351,0.513,P98156,Vldlr,P98156_Vldlr,P98156,Vldlr,1,3,3,3,P98156|Q91YY0|F8WGI9|F8WIN7,MOUSE,100193.7,3.4,2513,2513.1,24.91,24.91,NA,873,Very low-density lipoprotein receptor,extracellular space|nucleus|coated pit|cell surface|membrane|integral component of membrane|very-low-density lipoprotein particle|receptor complex|apical part of cell|perinuclear region of cytoplasm|,negative regulation of transcription from RNA polymerase II promoter|lipid transport|receptor-mediated endocytosis|heart development|response to nutrient|cholesterol metabolic process|ventral spinal cord development|cerebral cortex development|cellular response to insulin stimulus|glycoprotein transport|very-low-density lipoprotein particle clearance|reelin-mediated signaling pathway|cellular response to glucose starvation|response to drug|positive regulation of protein kinase activity|dendrite morphogenesis|cellular response to lipopolysaccharide|cellular response to interleukin-1|cellular response to hypoxia|positive regulation of dendrite development|,glycoprotein binding|calcium ion binding|protein binding|very-low-density lipoprotein particle receptor activity|apolipoprotein binding|very-low-density lipoprotein particle binding|glycoprotein transporter activity|reelin receptor activity|calcium-dependent protein binding|,3,3,30100000,3.40%
1785,Q8VEF1,0.000447218,-0.1375,46.84722814,1.055,2.07E-05,9.224047648,-0.538,-0.901,-0.556,0.426,0.353,0.391,Q8VEF1,Gramd1a,Q8VEF1_Gramd1a,Q8VEF1,Gramd1a,1,10,7,7,Q8VEF1|Q8VEF1-3|F8WJ74|Q8VEF1-2|A0A087WP91,MOUSE,81382.4,12,1327,1327.1,84.9,84.9,NA,722,GRAM domain-containing protein 1A,integral component of membrane|,,,7,10,7.44E+08,12.00%
969,P24369,0.000477174,-0.115333333,46.48396145,1.054,2.25E-05,9.115697057,-0.408,-0.753,-0.766,0.375,0.481,0.379,P24369,Ppib,P24369_Ppib,P24369,Ppib,1,53,17,17,P24369,MOUSE,23713,61.1,621,621.1,200.35,200.35,NA,216,Peptidyl-prolyl cis-trans isomerase B,nucleus|endoplasmic reticulum|endoplasmic reticulum lumen|smooth endoplasmic reticulum|focal adhesion|membrane|macromolecular complex|endoplasmic reticulum chaperone complex|melanosome|perinuclear region of cytoplasm|extracellular exosome|,protein peptidyl-prolyl isomerization|positive regulation of multicellular organism growth|positive regulation by host of viral process|positive regulation by host of viral genome replication|protein stabilization|bone development|chaperone-mediated protein folding|,peptidyl-prolyl cis-trans isomerase activity|protein complex binding|peptide binding|poly(A) RNA binding|RNA polymerase binding|collagen binding|,17,53,1.50E+10,61.10%
2248,Q6DFY8,0.00161498,-0.162333333,39.93293565,1.051333333,0.000101556,7.335436334,-0.901,-0.757,-0.406,0.509,0.363,0.218,Q6DFY8,Brinp2,Q6DFY8_Brinp2,Q6DFY8,Brinp2,1,6,5,2,Q6DFY8|A0A0A6YWU9,MOUSE,90652.6,9,1767,1767.1,52.61,18.33,NA,783,BMP/retinoic acid-inducible neural-specific protein 2,extracellular region|,cell cycle arrest|positive regulation of neuron differentiation|negative regulation of mitotic cell cycle|cellular response to retinoic acid|,,5,6,1.15E+09,9.00%
1243,Q6P9K9,0.001162119,-0.053166667,41.48502123,1.046333333,7.10E-05,7.72923387,-0.674,-0.657,-0.398,0.687,0.243,0.48,Q6P9K9,Nrxn3,Q6P9K9_Nrxn3,Q6P9K9,Nrxn3,1,2,5,2,Q6P9K9|E9Q2X2|Q6P9K9-2|A0A087WPQ9,MOUSE,175479.1,2.9,845,845.2,56.73,14.35,NA,1571,Neurexin-3,integral component of membrane|presynaptic membrane|protein complex|,cell adhesion|synaptic transmission|neurotransmitter secretion|synapse assembly|learning|adult behavior|social behavior|positive regulation of synapse assembly|vocalization behavior|positive regulation of synapse maturation|,calcium channel regulator activity|protein binding|metal ion binding|,2,2,28700000,1.20%
3334,Q9R1V4,0.000857479,-0.160666667,43.19058052,1.045333333,4.80E-05,8.181252442,-0.799,-0.83,-0.421,0.414,0.247,0.425,Q9R1V4,Adam11,Q9R1V4_Adam11,Q9R1V4,Adam11,1,2,2,2,Q7TQG7|Q9R1V4,MOUSE,86643.3,3.6,2884,2884.1,17.53,17.53,NA,773,Disintegrin and metalloproteinase domain-containing protein 11,integral component of membrane|,proteolysis|,metalloendopeptidase activity|protein binding|zinc ion binding|,2,2,4.89E+08,3.60%
2221,Q9WU40-2,0.002010156,-0.172833333,38.78486854,1.043666667,0.000132286,7.054362729,-0.416,-1.02,-0.648,0.354,0.376,0.317,Q9WU40,Lemd3,Q9WU40-2_Lemd3,Q9WU40-2,Lemd3,1,6,5,5,Q9WU40-2|D3YU56|Q9WU40|E9QP59,MOUSE,103764.6,8.4,1740,1740.1,54.31,54.31,NA,921,Isoform 2 of Inner nuclear membrane protein Man1,nuclear envelope|nuclear inner membrane|integral component of nuclear inner membrane|integral component of membrane|,angiogenesis|blood vessel endothelial cell migration involved in intussusceptive angiogenesis|nucleus organization|negative regulation of transforming growth factor beta receptor signaling pathway|negative regulation of BMP signaling pathway|negative regulation of activin receptor signaling pathway|skeletal muscle cell differentiation|regulation of cell cycle|regulation of extracellular matrix organization|,nucleotide binding|DNA binding|,5,6,2.61E+08,8.40%
2342,Q9JK53,0.001456509,0.057666667,40.42206316,1.040666667,9.07E-05,7.457791879,-0.552,-0.354,-0.482,0.635,0.29,0.809,Q9JK53,Prelp,Q9JK53_Prelp,Q9JK53,Prelp,1,10,5,5,Q9JK53,MOUSE,43634,11.9,1859,1859.1,48.79,48.79,NA,378,Prolargin,proteinaceous extracellular matrix|extracellular exosome|extracellular vesicle|extracellular matrix|,cell aging|,extracellular matrix structural constituent|heparin binding|,5,10,2.00E+09,11.90%
1967,Q8BXQ2,0.000494052,-0.031,46.24579903,1.038666667,2.37E-05,9.045249794,-0.553,-0.638,-0.46,0.65,0.28,0.535,Q8BXQ2,Pigt,Q8BXQ2_Pigt,Q8BXQ2,Pigt,1,12,7,7,Q8BXQ2|B7ZC19,MOUSE,66388,12.7,1497,1497.1,71,71,NA,582,GPI transamidase component PIG-T,cytoplasm|membrane|cytoplasmic membrane-bounded vesicle|GPI-anchor transamidase complex|,attachment of GPI anchor to protein|neuron differentiation|neuron apoptotic process|,GPI-anchor transamidase activity|,7,12,6.57E+09,12.70%
370,P23818,0.002813209,0.036833333,37.13629171,1.035666667,0.000193362,6.665176411,-0.605,-0.49,-0.348,0.776,0.213,0.675,P23818,Gria1,P23818_Gria1,P23818,Gria1,1,25,20,14,P23818|F6YNQ1,MOUSE,102366,25,199,199.2,231.48,141.56,NA,907,Glutamate receptor 1,endoplasmic reticulum|endoplasmic reticulum membrane|plasma membrane|synaptic vesicle|ionotropic glutamate receptor complex|cell surface|postsynaptic density|membrane|cell junction|dendrite|alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex|dendrite membrane|dendritic spine membrane|neuron projection|neuronal cell body|dendritic spine|axonal spine|neuron spine|synapse|postsynaptic membrane|recycling endosome|,"synaptic transmission|long-term memory|receptor internalization|ion transmembrane transport|ionotropic glutamate receptor signaling pathway|synaptic transmission, glutamatergic|long term synaptic depression|",alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity|extracellular-glutamate-gated ion channel activity|protein binding|,14,25,3.12E+09,18.70%
2920,Q62351,0.000563379,-0.098166667,45.50102522,1.025,2.82E-05,8.827914096,-0.432,-0.843,-0.557,0.381,0.415,0.447,Q62351,Tfrc,Q62351_Tfrc,Q62351,Tfrc,1,3,3,3,Q62351|Q8C872,MOUSE,86129.2,4.8,2433,2433.1,26.97,26.97,NA,763,Transferrin receptor protein 1,extracellular region|extracellular space|mitochondrion|endosome|plasma membrane|coated pit|external side of plasma membrane|cell surface|membrane|integral component of membrane|cytoplasmic membrane-bounded vesicle|melanosome|intracellular membrane-bounded organelle|perinuclear region of cytoplasm|recycling endosome|recycling endosome membrane|extracellular exosome|blood microparticle|extracellular vesicle|HFE-transferrin receptor complex|,response to hypoxia|cellular iron ion homeostasis|receptor-mediated endocytosis|acute-phase response|aging|response to nutrient|response to manganese ion|osteoclast differentiation|cellular response to extracellular stimulus|response to retinoic acid|transferrin transport|iron ion transmembrane transport|cellular response to drug|positive regulation of bone resorption|response to copper ion|cellular response to iron ion|iron ion import|,glycoprotein binding|double-stranded RNA binding|transferrin receptor activity|iron ion transmembrane transporter activity|protein binding|Hsp70 protein binding|transferrin transmembrane transporter activity|identical protein binding|poly(A) RNA binding|chaperone binding|,3,3,68200000,4.80%
3052,Q99JH7,0.047072696,-0.236833333,22.88258429,1.019666667,0.005149221,3.904154965,-1.164,-0.947,-0.129,0.171,0.54,0.108,Q99JH7,Clstn3,Q99JH7_Clstn3,Q99JH7,Clstn3,1,3,3,3,Q99JH7|D3Z601,MOUSE,107182.6,3.8,2570,2570.1,23.55,23.55,NA,956,Calsyntenin-3,Golgi membrane|endoplasmic reticulum membrane|cell surface|integral component of membrane|protein complex|postsynaptic membrane|extracellular exosome|neuronal postsynaptic density|,"regulation of cell growth|homophilic cell adhesion via plasma membrane adhesion molecules|synapse assembly|synaptic transmission, glutamatergic|positive regulation of synaptic transmission|synaptic transmission, GABAergic|positive regulation of synapse assembly|positive regulation of protein localization to synapse|",calcium ion binding|protein binding|,3,3,2.01E+08,3.80%
1850,P37040,0.000139811,-0.054166667,52.91447461,1.011666667,5.11E-06,11.20645173,-0.443,-0.657,-0.58,0.46,0.392,0.503,P37040,Por,P37040_Por,P37040,Por,1,9,7,7,P37040|Q05DV1,MOUSE,77441.9,15,1388,1388.1,79.99,79.99,NA,678,NADPH--cytochrome P450 reductase,mitochondrion|endoplasmic reticulum membrane|cytosol|membrane|intracellular membrane-bounded organelle|,regulation of growth plate cartilage chondrocyte proliferation|response to nutrient|carnitine metabolic process|flavonoid metabolic process|internal peptidyl-lysine acetylation|fatty acid oxidation|positive regulation of chondrocyte differentiation|positive regulation of monooxygenase activity|response to drug|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|nitrate catabolic process|positive regulation of cholesterol biosynthetic process|positive regulation of smoothened signaling pathway|nitric oxide catabolic process|oxidation-reduction process|negative regulation of lipase activity|demethylation|cellular response to follicle-stimulating hormone stimulus|cellular response to peptide hormone stimulus|positive regulation of steroid hormone biosynthetic process|cellular organofluorine metabolic process|,"NADPH-hemoprotein reductase activity|cytochrome-b5 reductase activity, acting on NAD(P)H|iron ion binding|nitric oxide dioxygenase activity|electron carrier activity|FMN binding|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen|hydrolase activity|enzyme binding|iron-cytochrome-c reductase activity|flavin adenine dinucleotide binding|NADP binding|",7,9,6.35E+08,15.00%
381,E9Q616,7.11E-05,-0.097,56.82088998,1.007333333,2.08E-06,12.67588844,-0.544,-0.636,-0.622,0.362,0.409,0.449,E9Q616,Ahnak,E9Q616_Ahnak,E9Q616,Ahnak,1,59,41,40,E9Q616,MOUSE,605040.9,9.5,205,205.1,453.05,432.55,NA,5656,AHNAK nucleoprotein (desmoyokin),nucleus|cytoplasm|lysosomal membrane|cytosol|plasma membrane|cell-cell junction|focal adhesion|actin cytoskeleton|membrane|vesicle|sarcolemma|costamere|cell-cell contact zone|extracellular exosome|T-tubule|membrane raft|,regulation of RNA splicing|protein oligomerization|regulation of voltage-gated calcium channel activity|,S100 protein binding|poly(A) RNA binding|structural molecule activity conferring elasticity|,40,59,9.53E+09,9.00%
982,P43276,0.009714953,0.01,31.11889497,1,0.000772877,5.440066511,-0.167,-0.46,-0.843,0.345,0.438,0.747,P43276,Hist1h1b,P43276_Hist1h1b,P43276,Hist1h1b,1,10,7,5,P43276,MOUSE,22575.7,30.4,631,631.4,95.36,77.75,NA,223,Histone H1.5,nucleosome|nucleus|,nucleosome assembly|muscle organ development|,DNA binding|protein binding|,5,10,1.08E+09,23.70%
