Brain_Searched, 126:127, XBirA_2:No_BirA_6	Brain_Searched, 126:128, XBirA_2:No_BirA_5	Brain_Searched, 126:129, XBirA_2:XBirA_3	Brain_Searched, 126:130, XBirA_2:XBirA_1	Brain_Searched, 126:131, XBirA_2:No_BirA_4	Brain_Searched, 127:126, No_BirA_6:XBirA_2	Brain_Searched, 127:128, No_BirA_6:No_BirA_5	Brain_Searched, 127:129, No_BirA_6:XBirA_3	Brain_Searched, 127:130, No_BirA_6:XBirA_1	Brain_Searched, 127:131, No_BirA_6:No_BirA_4	Brain_Searched, 128:126, No_BirA_5:XBirA_2	Brain_Searched, 128:127, No_BirA_5:No_BirA_6	Brain_Searched, 128:129, No_BirA_5:XBirA_3	Brain_Searched, 128:130, No_BirA_5:XBirA_1	Brain_Searched, 128:131, No_BirA_5:No_BirA_4	Brain_Searched, 129:126, XBirA_3:XBirA_2	Brain_Searched, 129:127, XBirA_3:No_BirA_6	Brain_Searched, 129:128, XBirA_3:No_BirA_5	Brain_Searched, 129:130, XBirA_3:XBirA_1	Brain_Searched, 129:131, XBirA_3:No_BirA_4	Brain_Searched, 130:126, XBirA_1:XBirA_2	Brain_Searched, 130:127, XBirA_1:No_BirA_6	Brain_Searched, 130:128, XBirA_1:No_BirA_5	Brain_Searched, 130:129, XBirA_1:XBirA_3	Brain_Searched, 130:131, XBirA_1:No_BirA_4	Brain_Searched, 131:126, No_BirA_4:XBirA_2	Brain_Searched, 131:127, No_BirA_4:No_BirA_6	Brain_Searched, 131:128, No_BirA_4:No_BirA_5	Brain_Searched, 131:129, No_BirA_4:XBirA_3	Brain_Searched, 131:130, No_BirA_4:XBirA_1	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Brain_Searched unique_peptides	Brain_Searched numSpectra	Brain_Searched totalIntensity	Brain_Searched pct_cov
0.94	0.604	0.139	0.258	-0.028	-0.94	-0.347	-0.8	-0.659	-0.95	-0.604	0.347	-0.46	-0.328	-0.616	-0.139	0.8	0.46	0.119	-0.159	-0.258	0.659	0.328	-0.119	-0.293	0.028	0.95	0.616	0.159	0.293	E9PX29	E9PX29	Sptbn4	1	523	177	163	E9PX29|Q91ZE6|E9PZC2|D3Z4P8	MOUSE	290073.8	68.9	6	6.4	2585.2	2419.03		2561	Spectrin beta chain	cytoplasm|spectrin|membrane|nuclear matrix|PML body|axon|paranode region of axon|neuronal cell body|axon initial segment|axon hillock|extracellular exosome|cell body fiber|	regulation of sodium ion transport|axonogenesis|sensory perception of sound|adult walking behavior|fertilization|negative regulation of heart rate|transmission of nerve impulse|central nervous system projection neuron axonogenesis|reproductive process|adult behavior|regulation of peptidyl-serine phosphorylation|cellular protein localization|positive regulation of multicellular organism growth|clustering of voltage-gated sodium channels|cardiac conduction|	actin binding|structural constituent of cytoskeleton|protein binding|phospholipid binding|phosphatase binding|ankyrin binding|spectrin binding|	163	523	7.31e+11	66.5%
0.859	0.969	0.326	0.308	0.369	-0.859	0.123	-0.486	-0.51	-0.452	-0.969	-0.123	-0.632	-0.617	-0.587	-0.326	0.486	0.632	0.004	0.037	-0.308	0.51	0.617	-0.004	0.025	-0.369	0.452	0.587	-0.037	-0.025	Q3UGX2	Q3UGX2	Sptb	1	385	160	142	Q3UGX2|E9Q397|P15508	MOUSE	268999.3	67.7	6	6.5	2244.93	1997.05		2329	Spectrin beta chain	cytoplasm|plasma membrane|spectrin|cell surface|spectrin-associated cytoskeleton|membrane|cortical cytoskeleton|protein complex|	porphyrin-containing compound biosynthetic process|plasma membrane organization|hemopoiesis|	actin binding|structural constituent of cytoskeleton|phospholipid binding|ankyrin binding|protein heterodimerization activity|actin filament binding|	142	385	1.15e+11	63.3%
1.16	0.877	0.057	0.107	0.209	-1.16	-0.282	-1.112	-1.043	-0.935	-0.877	0.282	-0.833	-0.778	-0.659	-0.057	1.112	0.833	0.064	0.16	-0.107	1.043	0.778	-0.064	0.097	-0.209	0.935	0.659	-0.16	-0.097	Q9JHU4	Q9JHU4	Dync1h1	1	943	280	280	Q9JHU4	MOUSE	534774.4	60.3	7	7.1	4112.87	4112.87		4644	Cytoplasmic dynein 1 heavy chain 1	cytoplasm|centrosome|cytoplasmic dynein complex|microtubule|membrane|filopodium|extracellular exosome|	cilium movement|transport|metabolic process|cytoplasmic mRNA processing body assembly|stress granule assembly|establishment of spindle localization|	microtubule motor activity|protein binding|ATP binding|ATPase activity|poly(A) RNA binding|dynein light intermediate chain binding|	280	943	4.63e+11	60.3%
1.347	0.826	0.375	0.402	0.003	-1.347	-0.528	-0.979	-0.957	-1.335	-0.826	0.528	-0.44	-0.415	-0.813	-0.375	0.979	0.44	0.021	-0.389	-0.402	0.957	0.415	-0.021	-0.411	-0.003	1.335	0.813	0.389	0.411	Q8C8R3-2	Q8C8R3-2	Ank2	1	1350	263	11	Q8C8R3-2	MOUSE	431269.8	71.7	8	8.1	4099.83	166.58		3898	Isoform 2 of Ankyrin-2	intracellular|cytoplasm|cytoskeleton|plasma membrane|integral component of plasma membrane|intercalated disc|basolateral plasma membrane|apical plasma membrane|Z disc|T-tubule|M band|A band|sarcolemma|costamere|postsynaptic membrane|perinuclear region of cytoplasm|neuronal postsynaptic density|	regulation of heart rate|atrial septum development|cellular calcium ion homeostasis|protein localization|positive regulation of gene expression|regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion|regulation of cardiac muscle contraction by calcium ion signaling|regulation of protein stability|T-tubule organization|protein localization to cell surface|cellular protein localization|protein localization to M-band|protein localization to T-tubule|regulation of apoptotic process|positive regulation of potassium ion transport|protein stabilization|regulation of calcium ion transport|positive regulation of calcium ion transport|regulation of cardiac muscle contraction|cardiac muscle contraction|regulation of ventricular cardiac muscle cell membrane repolarization|protein localization to endoplasmic reticulum|protein localization to plasma membrane|protein targeting to plasma membrane|regulation of cardiac muscle cell contraction|ventricular cardiac muscle cell action potential|atrial cardiac muscle cell action potential|SA node cell action potential|regulation of cardiac muscle cell membrane potential|atrial cardiac muscle cell to AV node cell communication|SA node cell to atrial cardiac muscle cell communication|regulation of heart rate by cardiac conduction|regulation of AV node cell action potential|regulation of SA node cell action potential|regulation of atrial cardiac muscle cell action potential|positive regulation of potassium ion transmembrane transporter activity|regulation of calcium ion transmembrane transporter activity|positive regulation of calcium ion transmembrane transporter activity|regulation of cation channel activity|positive regulation of cation channel activity|	protein binding|potassium channel regulator activity|protein kinase binding|spectrin binding|protein binding, bridging|ion channel binding|ATPase binding|	263	1350	2.32e+12	71.7%
0.731	1.407	0.796	0.226	1.006	-0.731	0.073	-0.218	-0.427	0.154	-1.407	-0.073	-0.409	-1.165	-0.461	-0.796	0.218	0.409	-0.507	0.225	-0.226	0.427	1.165	0.507	0.788	-1.006	-0.154	0.461	-0.225	-0.788	Q8C8R3-4	Q8C8R3-4	Ank2	1	5	261	2	Q8C8R3-4|Q8C8R3-3	MOUSE	435314	70.9	8	8.2	4067.93	16.22		3898	Isoform 4 of Ankyrin-2	intracellular|cytoplasm|cytoskeleton|plasma membrane|integral component of plasma membrane|intercalated disc|basolateral plasma membrane|apical plasma membrane|Z disc|T-tubule|M band|A band|sarcolemma|costamere|postsynaptic membrane|perinuclear region of cytoplasm|neuronal postsynaptic density|	regulation of heart rate|atrial septum development|cellular calcium ion homeostasis|protein localization|positive regulation of gene expression|regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion|regulation of cardiac muscle contraction by calcium ion signaling|regulation of protein stability|T-tubule organization|protein localization to cell surface|cellular protein localization|protein localization to M-band|protein localization to T-tubule|regulation of apoptotic process|positive regulation of potassium ion transport|protein stabilization|regulation of calcium ion transport|positive regulation of calcium ion transport|regulation of cardiac muscle contraction|cardiac muscle contraction|regulation of ventricular cardiac muscle cell membrane repolarization|protein localization to endoplasmic reticulum|protein localization to plasma membrane|protein targeting to plasma membrane|regulation of cardiac muscle cell contraction|ventricular cardiac muscle cell action potential|atrial cardiac muscle cell action potential|SA node cell action potential|regulation of cardiac muscle cell membrane potential|atrial cardiac muscle cell to AV node cell communication|SA node cell to atrial cardiac muscle cell communication|regulation of heart rate by cardiac conduction|regulation of AV node cell action potential|regulation of SA node cell action potential|regulation of atrial cardiac muscle cell action potential|positive regulation of potassium ion transmembrane transporter activity|regulation of calcium ion transmembrane transporter activity|positive regulation of calcium ion transmembrane transporter activity|regulation of cation channel activity|positive regulation of cation channel activity|	protein binding|potassium channel regulator activity|protein kinase binding|spectrin binding|protein binding, bridging|ion channel binding|ATPase binding|	2	5	2.99e+08	0.2%
0.989	0.95	0.45	0.215	0.502	-0.989	-0.037	-0.532	-0.748	-0.52	-0.95	0.037	-0.511	-0.748	-0.493	-0.45	0.532	0.511	-0.209	0.051	-0.215	0.748	0.748	0.209	0.289	-0.502	0.52	0.493	-0.051	-0.289	Q02357-6	Q02357-6	Ank1	1	256	96	88	Q02357-6|A0A0R4J1N7|Q02357|E9QNT8|D3Z5M4|D3YTV8|Q02357-4|Q0VGY9|Q02357-5|Q02357-3|G8JL84|B7ZW98|Q02357-2|G5E8J2|G3UY11|D6RJ51|Q02357-7	MOUSE	210742.6	54.7	8	8.6	1442.27	1320.81		1862	Isoform 6 of Ankyrin-1	plasma membrane|spectrin-associated cytoskeleton|membrane|sarcoplasmic reticulum|cortical cytoskeleton|	porphyrin-containing compound biosynthetic process|ER to Golgi vesicle-mediated transport|signal transduction|monovalent inorganic cation transport|erythrocyte development|iron ion homeostasis|protein targeting to plasma membrane|	cytoskeletal adaptor activity|enzyme binding|spectrin binding|ATPase binding|	88	256	8.3e+10	52.5%
1.856	0.357	0.503	0.166	-0.106	-1.856	-1.503	-1.354	-1.5	-2.124	-0.357	1.503	0.149	-0.14	-0.529	-0.503	1.354	-0.149	-0.291	-0.613	-0.166	1.5	0.14	0.291	-0.323	0.106	2.124	0.529	0.613	0.323	S4R2D6	S4R2D6	Ank2	1	5	40	2	S4R2D6|Q8C8R3-6	MOUSE	53110.7	77.9	8	8.7	631.01	18.95		489	Ankyrin-2	cytoplasm|plasma membrane|Z disc|M band|perinuclear region of cytoplasm|neuronal postsynaptic density|	protein localization|T-tubule organization|cellular protein localization|regulation of apoptotic process|cardiac muscle contraction|protein localization to plasma membrane|protein targeting to plasma membrane|regulation of cardiac muscle cell membrane potential|regulation of cation channel activity|	protein binding|potassium channel regulator activity|	2	5	3.3e+08	4.4%
1.174	0.628	-0.064	0.4	-0.226	-1.174	-0.571	-1.057	-0.774	-1.348	-0.628	0.571	-0.757	-0.373	-1.015	0.064	1.057	0.757	0.48	-0.428	-0.4	0.774	0.373	-0.48	-0.572	0.226	1.348	1.015	0.428	0.572	Q8C8R3-7	Q8C8R3-7	Ank2	1	7	40	5	Q8C8R3-7	MOUSE	49882.2	80.1	8	8.8	629	59.04		3898	Isoform 7 of Ankyrin-2	intracellular|cytoplasm|cytoskeleton|plasma membrane|integral component of plasma membrane|intercalated disc|basolateral plasma membrane|apical plasma membrane|Z disc|T-tubule|M band|A band|sarcolemma|costamere|postsynaptic membrane|perinuclear region of cytoplasm|neuronal postsynaptic density|	regulation of heart rate|atrial septum development|cellular calcium ion homeostasis|protein localization|positive regulation of gene expression|regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion|regulation of cardiac muscle contraction by calcium ion signaling|regulation of protein stability|T-tubule organization|protein localization to cell surface|cellular protein localization|protein localization to M-band|protein localization to T-tubule|regulation of apoptotic process|positive regulation of potassium ion transport|protein stabilization|regulation of calcium ion transport|positive regulation of calcium ion transport|regulation of cardiac muscle contraction|cardiac muscle contraction|regulation of ventricular cardiac muscle cell membrane repolarization|protein localization to endoplasmic reticulum|protein localization to plasma membrane|protein targeting to plasma membrane|regulation of cardiac muscle cell contraction|ventricular cardiac muscle cell action potential|atrial cardiac muscle cell action potential|SA node cell action potential|regulation of cardiac muscle cell membrane potential|atrial cardiac muscle cell to AV node cell communication|SA node cell to atrial cardiac muscle cell communication|regulation of heart rate by cardiac conduction|regulation of AV node cell action potential|regulation of SA node cell action potential|regulation of atrial cardiac muscle cell action potential|positive regulation of potassium ion transmembrane transporter activity|regulation of calcium ion transmembrane transporter activity|positive regulation of calcium ion transmembrane transporter activity|regulation of cation channel activity|positive regulation of cation channel activity|	protein binding|potassium channel regulator activity|protein kinase binding|spectrin binding|protein binding, bridging|ion channel binding|ATPase binding|	5	7	8.27e+08	5.2%
0.888	0.69	0.454	0.261	0.225	-0.888	-0.196	-0.424	-0.62	-0.654	-0.69	0.196	-0.242	-0.424	-0.456	-0.454	0.424	0.242	-0.18	-0.224	-0.261	0.62	0.424	0.18	-0.03	-0.225	0.654	0.456	0.224	0.03	D3Z4J3	D3Z4J3	Myo5a	1	1575	225	215	D3Z4J3|D3YZ62|Q99104|E9Q1F5|D6RFU0|A0A1L1SUF0	MOUSE	217175.7	77	9	9.1	3411.33	3253.74		1855	Unconventional myosin-Va	ruffle|photoreceptor outer segment|cytoplasm|Golgi apparatus|cytosol|intermediate filament|membrane|myosin complex|secretory granule|filopodium tip|melanosome|actomyosin|neuronal cell body|extracellular exosome|lysosome|early endosome|late endosome|peroxisome|endoplasmic reticulum|actin filament|vesicle|microtubule plus-end|recycling endosome|	melanin metabolic process|exocytosis|post-Golgi vesicle-mediated transport|synaptic transmission|visual perception|actin filament-based movement|vesicle transport along actin filament|insulin secretion|melanocyte differentiation|regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity|locomotion involved in locomotory behavior|secretory granule localization|melanosome localization|melanosome transport|melanin biosynthetic process|odontogenesis|myelination|long-chain fatty acid biosynthetic process|pigmentation|developmental pigmentation|synapse organization|endoplasmic reticulum localization|	microfilament motor activity|motor activity|actin binding|calcium ion binding|protein binding|calmodulin binding|ATP binding|Rab GTPase binding|poly(A) RNA binding|	227	1575	6.16e+12	77.0%
0.794	0.472	0.223	0.322	0.299	-0.794	-0.344	-0.562	-0.4	-0.505	-0.472	0.344	-0.261	-0.083	-0.255	-0.223	0.562	0.261	0.111	0.031	-0.322	0.4	0.083	-0.111	-0.032	-0.299	0.505	0.255	-0.031	0.032	P21271-3	P21271-3	Myo5b	1	35	36	23	P21271-3|G3X9Y9|P21271|G5E8G6	MOUSE	215088.1	18.4	9	9.2	427.57	253.71		1818	Isoform 3 of Unconventional myosin-Vb	brush border|myosin complex|protein complex|apical cortex|extracellular exosome|	metabolic process|protein transport|vesicle-mediated transport|endosome localization|	motor activity|actin binding|calmodulin binding|ATP binding|Rab GTPase binding|	23	35	3.65e+09	14.0%
0.799	0.401	0.337	0.183	0.041	-0.799	-0.418	-0.462	-0.618	-0.749	-0.401	0.418	-0.063	-0.214	-0.327	-0.337	0.462	0.063	-0.145	-0.277	-0.183	0.618	0.214	0.145	-0.124	-0.041	0.749	0.327	0.277	0.124	Q9JMH9-6	Q9JMH9-6	Myo18a	1	1078	231	3	Q9JMH9-6|B2RRE2|E9QAX2|Q9JMH9-2|Q9JMH9-5|E9Q405	MOUSE	235008.1	75.9	10	10.1	3322.63	56.55		2050	Isoform 6 of Unconventional myosin-XVIIIa	Golgi membrane|endoplasmic reticulum-Golgi intermediate compartment|trans-Golgi network|cytoskeleton|brush border|membrane|myosin complex|actomyosin|	Golgi organization|cell migration|actomyosin structure organization|negative regulation of apoptotic process|Golgi vesicle budding|positive regulation of protein secretion|Golgi ribbon formation|asymmetric Golgi ribbon formation|	ATP binding|ADP binding|poly(A) RNA binding|actin filament binding|	231	1078	1.48e+12	75.9%
0.896	0.551	0.228	0.216	0.308	-0.896	-0.569	-0.695	-0.724	-0.774	-0.551	0.569	-0.323	-0.335	-0.216	-0.228	0.695	0.323	-0.012	-0.079	-0.216	0.724	0.335	0.012	0.119	-0.308	0.774	0.216	0.079	-0.119	E9QA74	E9QA74	Myo18a	1	4	175	3	E9QA74	MOUSE	187503.1	74.2	10	10.4	2511.84	28.79		1642	Unconventional myosin-XVIIIa	Golgi membrane|trans-Golgi network|cytoskeleton|membrane|myosin complex|actomyosin|	Golgi organization|metabolic process|cell migration|actomyosin structure organization|negative regulation of apoptotic process|Golgi vesicle budding|positive regulation of protein secretion|Golgi ribbon formation|asymmetric Golgi ribbon formation|	motor activity|ATP binding|ADP binding|poly(A) RNA binding|actin filament binding|	3	4	1.99e+08	2.1%
0.562	0.812	0.417	0.14	0.466	-0.562	0.231	-0.138	-0.432	-0.097	-0.812	-0.231	-0.365	-0.663	-0.328	-0.417	0.138	0.365	-0.282	0.04	-0.14	0.432	0.663	0.282	0.317	-0.466	0.097	0.328	-0.04	-0.317	Q5SWZ5	Q5SWZ5	Mprip	1	922	202	113	Q5SWZ5|G5E8W1	MOUSE	259278.6	81.1	11	11.1	3088.63	1731.15		2269	Myosin phosphatase Rho-interacting protein	cytoplasm|focal adhesion|actin cytoskeleton|			202	922	7.86e+11	81.1%
0.484	0.69	0.256	0.18	0.325	-0.484	0.189	-0.283	-0.245	-0.183	-0.69	-0.189	-0.493	-0.565	-0.362	-0.256	0.283	0.493	-0.011	0.138	-0.18	0.245	0.565	0.011	0.182	-0.325	0.183	0.362	-0.138	-0.182	P97434-2	P97434-2	Mprip	1	20	92	3	P97434-2|P97434|P97434-5|P97434-4	MOUSE	118819	78.5	11	11.2	1405.47	47.99		1024	Isoform 2 of Myosin phosphatase Rho-interacting protein	cytoplasm|focal adhesion|actin cytoskeleton|		actin binding|	3	20	4.05e+09	2.5%
0.937	0.538	0.109	0.103	-0.228	-0.937	-0.334	-0.719	-0.873	-1.165	-0.538	0.334	-0.468	-0.435	-0.691	-0.109	0.719	0.468	0.032	-0.401	-0.103	0.873	0.435	-0.032	-0.292	0.228	1.165	0.691	0.401	0.292	Q99KW3	Q99KW3	Triobp	1	3	4	3	Q99KW3|Q99KW3-4|E9QMQ3|Q99KW3-1|Q99KW3-2|Q99KW3-5	MOUSE	225303.5	2.6	11	11.3	25.93	14.73		2014	TRIO and F-actin-binding protein	nucleus|cytoplasm|microtubule organizing center|focal adhesion|actin cytoskeleton|midbody|	mitotic nuclear division|regulation of actin cytoskeleton organization|cell division|positive regulation of substrate adhesion-dependent cell spreading|	ubiquitin protein ligase binding|actin filament binding|	3	3	2.26e+10	2.1%
0.914	0.295	0.112	0.086	0.062	-0.914	-0.587	-0.809	-0.825	-0.857	-0.295	0.587	-0.206	-0.231	-0.256	-0.112	0.809	0.206	-0.017	-0.051	-0.086	0.825	0.231	0.017	-0.028	-0.062	0.857	0.256	0.051	0.028	Q5SWU9	Q5SWU9	Acaca	1	1082	193	171	Q5SWU9|Q5SWU9-2	MOUSE	266849.4	76.7	12	12.1	3063.49	2764.24		2345	Acetyl-CoA carboxylase 1	nucleolus|cytoplasm|mitochondrion|cytosol|actin cytoskeleton|extracellular exosome|	tissue homeostasis|acetyl-CoA metabolic process|lipid metabolic process|fatty acid biosynthetic process|multicellular organismal protein metabolic process|protein homotetramerization|lipid homeostasis|cellular response to prostaglandin E stimulus|malonyl-CoA biosynthetic process|	acetyl-CoA carboxylase activity|biotin carboxylase activity|protein binding|ATP binding|metal ion binding|	193	1082	2.02e+12	76.7%
0.75	0.591	0.297	0.14	0.295	-0.75	-0.148	-0.416	-0.591	-0.44	-0.591	0.148	-0.336	-0.471	-0.306	-0.297	0.416	0.336	-0.165	0.035	-0.14	0.591	0.471	0.165	0.187	-0.295	0.44	0.306	-0.035	-0.187	E9Q4Z2	E9Q4Z2	Acacb	1	126	72	50	E9Q4Z2	MOUSE	278141.4	33.5	12	12.2	974.59	675.34		2448	Acetyl-CoA carboxylase 2	nucleus|mitochondrion|endomembrane system|membrane|	acetyl-CoA metabolic process|fatty acid biosynthetic process|positive regulation of lipid storage|negative regulation of fatty acid oxidation|protein homotetramerization|positive regulation of heart growth|malonyl-CoA biosynthetic process|	acetyl-CoA carboxylase activity|biotin carboxylase activity|ATP binding|metal ion binding|	50	126	4.68e+10	25.2%
1.506	0.968	0.006	-0.17	0.03	-1.506	-0.536	-1.505	-1.665	-1.46	-0.968	0.536	-0.959	-1.148	-0.918	-0.006	1.505	0.959	-0.171	0.04	0.17	1.665	1.148	0.171	0.201	-0.03	1.46	0.918	-0.04	-0.201	Q9QYX7	Q9QYX7	Pclo	1	717	215	209	Q9QYX7|Q9QYX7-2	MOUSE	552707.3	46.1	13	13.1	2908.57	2814.81		5068	Protein piccolo	intracellular|postsynaptic density|cell junction|synapse|presynaptic active zone|extracellular exosome|	cytoskeleton organization|synapse assembly|synaptic vesicle targeting|regulation of exocytosis|cAMP-mediated signaling|insulin secretion|	calcium ion binding|protein binding|profilin binding|calcium-dependent phospholipid binding|	215	717	3e+11	46.1%
1.41	0.981	-0.031	-0.212	0.035	-1.41	-0.42	-1.454	-1.617	-1.373	-0.981	0.42	-1.03	-1.193	-0.932	0.031	1.454	1.03	-0.151	0.08	0.212	1.617	1.193	0.151	0.247	-0.035	1.373	0.932	-0.08	-0.247	O88737	O88737	Bsn	1	738	196	190	O88737|O88737-2	MOUSE	420832.3	58.5	13	13.2	2975.26	2881.5		3942	Protein bassoon	trans-Golgi network|cytoskeleton|cell surface|postsynaptic density|extrinsic component of membrane|cell junction|axon|dendrite|neuronal cell body|neuron projection terminus|synapse|presynaptic active zone|excitatory synapse|neuronal postsynaptic density|integral component of membrane|	synapse assembly|	protein binding|metal ion binding|	190	738	4.17e+11	57.6%
1.342	0.826	0.008	0.071	-0.162	-1.342	-0.545	-1.34	-1.271	-1.501	-0.826	0.545	-0.824	-0.733	-0.947	-0.008	1.34	0.824	0.082	-0.152	-0.071	1.271	0.733	-0.082	-0.235	0.162	1.501	0.947	0.152	0.235	P20357	P20357	Map2	1	779	174	126	P20357|Q80ZL4|Q80X35	MOUSE	199527.5	78.7	14	14.1	2536.24	1893.6		1828	Microtubule-associated protein 2	intracellular|nucleolus|cytoplasm|microtubule|microtubule associated complex|postsynaptic density|dendrite|nuclear periphery|neuron projection|neuronal cell body|dendritic shaft|cell body|CA3 pyramidal cell dendrite|neuronal postsynaptic density|	microtubule bundle formation|axonogenesis|dendrite development|central nervous system neuron development|cellular response to organic substance|	dystroglycan binding|protein binding|calmodulin binding|cytoskeletal regulatory protein binding|microtubule binding|	174	779	8.96e+11	78.7%
1.057	0.731	0.07	-0.1	0	-1.057	-0.321	-0.967	-1.288	-0.948	-0.731	0.321	-0.62	-0.611	-0.623	-0.07	0.967	0.62	-0.446	-0.08	0.1	1.288	0.611	0.446	0.025	0	0.948	0.623	0.08	-0.025	Q3TLQ0	Q3TLQ0	Map2	1	5	49	2	Q3TLQ0	MOUSE	52788.9	71.4	14	14.2	660.13	21.86		498	Microtubule-associated protein	intracellular|nucleolus|cytoplasm|smooth endoplasmic reticulum|rough endoplasmic reticulum|microtubule|microtubule associated complex|postsynaptic density|dendrite|nuclear periphery|neuron projection|neuronal cell body|dendritic shaft|cell body|CA3 pyramidal cell dendrite|neuronal postsynaptic density|	microtubule bundle formation|axonogenesis|dendrite development|central nervous system neuron development|response to estradiol|response to progesterone|dendrite morphogenesis|cellular response to organic substance|	dystroglycan binding|protein binding|cytoskeletal regulatory protein binding|microtubule binding|	2	5	4.76e+08	4.2%
