R126127,R126128,R126131,R129127,R129128,R129131,R130127,R130128,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,PCorNC,ES_score,signalP,TM
0.315,0.305,0.308,0.671,0.806,0.806,0.436,0.618,0.425,P35980,P35980,Rpl18,1,21,6,6,P35980|A0A1B0GQU8|A0A1B0GSF7|A0A1B0GSS8,MOUSE,21701.2,28.7,1369,1369.1,81.29,81.29,NA,188,60S ribosomal protein L18,nucleus|nucleolus|cytoplasm|focal adhesion|membrane|cytosolic large ribosomal subunit|,translation|,structural constituent of ribosome|,6,21,5.96E+09,0.287,0.055538631,-0.013166667,21.91642228,0.489666667,0.006432174,3.711406379,-0.196,-0.272,-0.306,0.017,0.513,0.165,undefined,6,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.085,0.687,0.555,1.236,0.752,0.718,1.329,0.941,0.782,E9PZM8,E9PZM8,Nptxr,1,17,6,6,E9PZM8|F7BX42|Q99J85|F8VQB8|H3BLN6,MOUSE,52791.2,18,1389,1389.1,79.95,79.95,NA,493,Neuronal pentraxin receptor,NA,NA,NA,6,17,9.04E+08,0.18,0.00077212,-0.112833333,43.88535543,0.921666667,4.09E-05,8.371443073,-0.787,-0.485,-0.449,0.285,0.364,0.395,undefined,9,NA,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.823,2.287,1.559,1.563,1.81,1.51,1.282,1.641,1.316,Q61704,Q61704,Itih3,1,11,5,5,Q61704,MOUSE,99698.3,7.1,1398,1398.1,78.71,78.71,NA,889,Inter-alpha-trypsin inhibitor heavy chain H3,extracellular exosome|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,5,11,2.81E+09,0.071,0.000594865,-0.145,45.22001658,1.682,3.01E-05,8.922474484,-0.793,-1.292,-0.873,1.042,0.609,0.437,PC,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.374,0.675,0.545,0.682,0.992,0.86,0.088,0.394,0.323,Q62093,Q62093,Srsf2,1,23,5,5,Q62093,MOUSE,25475.9,21.7,1448,1448.1,74.68,74.68,NA,221,Serine/arginine-rich splicing factor 2,nucleus|nucleoplasm|spliceosomal complex|cytoplasm|nuclear speck|extracellular exosome|,"regulation of alternative mRNA splicing, via spliceosome|mRNA processing|RNA splicing|",nucleotide binding|protein binding|pre-mRNA binding|poly(A) RNA binding|,5,23,7.05E+09,0.217,0.095552473,0.054166667,18.47793456,0.493666667,0.014197326,3.159280684,-0.029,-0.273,-0.276,0.239,0.624,0.04,NC,7,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.284,0.495,0.346,0.381,0.786,0.644,0.384,0.715,0.656,Q64012,Q64012,Raly,1,11,7,7,Q64012|Q64012-2,MOUSE,33358.5,25,1451,1451.1,74.45,74.45,NA,312,RNA-binding protein Raly,nucleus|catalytic step 2 spliceosome|,mRNA processing|RNA splicing|,nucleotide binding|poly(A) RNA binding|,7,11,4.84E+08,0.25,0.024731826,-0.040666667,26.34137881,0.538,0.002321999,4.47151197,-0.161,-0.438,-0.33,0.027,0.293,0.365,NC,6,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.073,0.505,0.582,0.299,0.662,0.709,0.091,0.409,0.47,P26369,P26369,U2af2,1,11,5,5,P26369|Q80XR5|Q3KQM4,MOUSE,53858.4,18.5,1463,1463.1,73.67,73.67,NA,475,Splicing factor U2AF 65 kDa subunit,nucleoplasm|spliceosomal complex|nuclear speck|Prp19 complex|,"mRNA processing|RNA splicing|positive regulation of RNA splicing|negative regulation of mRNA splicing, via spliceosome|regulation of mitochondrion degradation|positive regulation of protein targeting to mitochondrion|",nucleotide binding|protein binding|enzyme binding|poly(A) RNA binding|C2H2 zinc finger domain binding|,5,11,3.66E+09,0.185,0.102586307,0.0155,18.04308018,0.411666667,0.015692494,3.091328098,0.059,-0.262,-0.368,0.185,0.379,0.1,NC,6,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.754,0.49,0.36,0.612,0.564,0.374,0.76,0.349,0.177,A2AGI2,A2AGI2,Nlgn3,1,12,8,8,A2AGI2|Q8BYM5|A2AGI3,MOUSE,94112.6,14.3,1476,1476.1,72.6,72.6,NA,845,Neuroligin-3,integral component of plasma membrane|cell surface|synapse|excitatory synapse|,regulation of respiratory gaseous exchange by neurological system process|cell adhesion|learning|visual learning|adult behavior|social behavior|oligodendrocyte differentiation|regulation of synaptic transmission|synapse organization|regulation of inhibitory postsynaptic membrane potential|vocalization behavior|,neurexin family protein binding|scaffold protein binding|,8,12,1.51E+09,0.143,0.043156272,-0.0865,23.37753795,0.505666667,0.004594584,3.955459181,-0.532,-0.426,-0.06,0.194,0.153,0.152,undefined,5,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.449,1.629,1.641,2.097,1.023,1.375,2.199,1.07,1.396,Q99P47,Q99P47,Cntnap4,1,10,5,5,D3YWB9|Q99P47,MOUSE,146724.5,4.7,1499,1499.1,70.98,70.98,NA,1310,Contactin-associated protein-like 4,integral component of membrane|cell junction|dendrite|presynaptic membrane|,"cell adhesion|regulation of synaptic transmission, dopaminergic|regulation of synaptic transmission, GABAergic|regulation of grooming behavior|",protein binding|,5,10,2.97E+08,0.047,0.000244632,-0.222,50.15051995,1.646,9.66E-06,10.26130481,-1.345,-0.804,-0.986,0.831,0.504,0.468,undefined,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.234,1.145,1.162,1.231,1.279,1.276,1.522,1.255,1.251,Q8C0L0,Q8C0L0,Tmx4,1,7,5,5,Q8C0L0|A2ARI0,MOUSE,37530,18.2,1500,1500.1,70.96,70.96,NA,335,Thioredoxin-related transmembrane protein 4,cell|integral component of membrane|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|oxidation-reduction process|,protein disulfide isomerase activity|,5,7,1.25E+09,0.182,3.04E-05,-0.218666667,62.6536497,1.269333333,5.43E-07,15.20272453,-0.78,-0.873,-0.907,0.36,0.482,0.406,undefined,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.821,0.627,0.44,0.548,0.566,0.243,0.689,0.621,0.423,E9Q5D6,E9Q5D6,Ranbp9,1,10,6,6,E9Q5D6|P69566|P69566-2,MOUSE,76679.7,12.3,1509,1509.1,69.57,69.57,NA,710,Ran-binding protein 9,nucleus|cytoplasm|centrosome|,negative regulation of ERK1 and ERK2 cascade|,protein binding|Ran GTPase binding|enzyme binding|,6,10,5.27E+08,0.123,0.012852464,-0.094333333,29.68546669,0.512666667,0.001075111,5.093106919,-0.427,-0.45,-0.175,0.133,0.128,0.225,undefined,7,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.917,0.788,0.449,-0.062,-0.238,-0.575,0.683,0.575,0.38,Q3UMR5,Q3UMR5,Mcu,1,9,5,5,Q3UMR5|Q3UMR5-2,MOUSE,40023.2,15.4,1510,1510.1,69.54,69.54,NA,350,"Calcium uniporter protein, mitochondrial",mitochondrion|mitochondrial inner membrane|integral component of mitochondrial inner membrane|calcium channel complex|uniplex complex|,mitochondrial calcium ion transport|calcium-mediated signaling|positive regulation of insulin secretion|protein complex oligomerization|calcium ion transmembrane import into mitochondrion|glucose homeostasis|positive regulation of mitochondrial calcium ion concentration|,calcium channel activity|protein binding|uniporter activity|identical protein binding|,5,9,1.11E+09,0.154,0.669963784,0.139833333,4.304203988,0.238333333,0.371175756,0.951278206,-0.056,-0.125,0.243,0.631,-0.351,0.497,NC,5,NA,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.999,0.764,0.786,0.839,0.696,0.592,0.768,0.641,0.683,Q91VK4,Q91VK4,Itm2c,1,11,5,5,Q91VK4|A0A087WRM2,MOUSE,30823.9,31.9,1522,1522.1,68.4,68.4,NA,269,Integral membrane protein 2C,lysosome|lysosomal membrane|Golgi apparatus|plasma membrane|integral component of membrane|perinuclear region of cytoplasm|extracellular exosome|,negative regulation of neuron projection development|neuron differentiation|positive regulation of extrinsic apoptotic signaling pathway|,beta-amyloid binding|ATP binding|,5,11,9.58E+08,0.319,0.000526765,-0.077666667,45.81833164,0.708666667,2.62E-05,8.919963419,-0.48,-0.421,-0.395,0.318,0.29,0.222,undefined,8,NA,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.508,0.615,0.724,0.769,0.817,1.001,0.618,0.783,0.925,Q99M28,Q99M28,Rnps1,1,7,5,5,Q99M28|Q99M28-2,MOUSE,34207.7,14,1566,1566.1,65.71,65.71,NA,305,RNA-binding protein with serine-rich domain 1,nucleus|nucleoplasm|cytoplasm|nuclear speck|ASAP complex|,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|regulation of alternative mRNA splicing, via spliceosome|mRNA processing|RNA splicing|positive regulation of apoptotic process|negative regulation of mRNA splicing, via spliceosome|",nucleotide binding|mRNA 3'-UTR binding|poly(A) RNA binding|,5,7,3.21E+08,0.14,0.005548452,-0.038333333,33.90053567,0.744,0.00040733,5.947218035,-0.216,-0.431,-0.584,0.17,0.476,0.355,NC,9,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.371,0.9,1.022,1.288,1.019,1.042,1.513,1.026,1.272,P29533,P29533,Vcam1,1,7,5,5,P29533|Q3UPN1|P29533-2,MOUSE,82457.1,8.1,1571,1571.1,65.35,65.35,NA,739,Vascular cell adhesion protein 1,podosome|extracellular space|early endosome|endoplasmic reticulum|Golgi apparatus|microvillus|external side of plasma membrane|cell surface|integral component of membrane|filopodium|anchored component of membrane|apical part of cell|extracellular exosome|alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex|cell periphery|,cell adhesion|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|leukocyte cell-cell adhesion|cell-matrix adhesion|heart development|amine metabolic process|viral process|positive regulation of T cell proliferation|leukocyte tethering or rolling|oxidation-reduction process|embryonic placenta morphogenesis|chorio-allantoic fusion|visceral serous pericardium development|cellular response to glucose stimulus|,integrin binding|primary amine oxidase activity|cell adhesion molecule binding|,5,7,3.51E+08,0.081,0.000111011,-0.140833333,54.35456224,1.073,3.67E-06,11.72912004,-0.744,-0.56,-0.728,0.313,0.412,0.462,PC,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.031,0.482,0.535,0.244,0.77,0.752,0.161,0.687,0.746,P57776-3,P57776,Eef1d,1,12,6,6,P57776-3|A0A0R4J1E2|P57776|Q80T06|Q91VK2|P57776-2|A0A0R4J1L2|D3YY68,MOUSE,73557.7,10.1,1578,1578.1,64.7,64.7,NA,281,Isoform 3 of Elongation factor 1-delta,nucleus|nucleolus|cytoplasm|eukaryotic translation elongation factor 1 complex|endoplasmic reticulum|,"regulation of transcription, DNA-templated|translational elongation|signal transduction|mRNA transcription|regulation of cell death|positive regulation of I-kappaB kinase/NF-kappaB signaling|cellular response to ionizing radiation|",DNA binding|translation elongation factor activity|signal transducer activity|heat shock protein binding|activating transcription factor binding|,6,12,4.99E+08,0.101,0.071730073,0.015833333,20.37664402,0.483666667,0.009169288,3.460636899,0.07,-0.308,-0.44,0.145,0.339,0.289,undefined,6,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.71,1.496,0.952,1.244,1.028,0.57,1.453,1.222,0.71,Q80Z10,Q80Z10,Astn2,1,7,6,6,Q80Z10|Q80Z10-2|Q80Z10-3,MOUSE,151727,5.6,1587,1587.1,63.7,63.7,NA,1352,Astrotactin-2,endosome|integral component of membrane|cell pole|,negative regulation of protein localization to cell surface|,protein binding|,6,7,3.39E+08,0.056,0.002502375,-0.154666667,37.77611933,1.131333333,0.000166874,6.832622882,-0.856,-0.92,-0.385,0.628,0.236,0.369,undefined,8,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.612,1.615,1.461,1.522,1.387,1.343,1.342,1.202,1.139,Q9CYN9,Q9CYN9,Atp6ap2,1,6,4,4,Q9CYN9,MOUSE,39091.2,15.7,1610,1610.1,61.65,61.65,NA,350,Renin receptor,external side of plasma membrane|integral component of membrane|neuron projection|cell body|extracellular exosome|,angiotensin maturation|rostrocaudal neural tube patterning|positive regulation of Wnt signaling pathway|positive regulation of transforming growth factor beta1 production|regulation of MAPK cascade|eye pigmentation|head morphogenesis|,aspartic-type endopeptidase activity|receptor activity|enzyme binding|,4,6,3.99E+08,0.157,6.81E-05,-0.171,57.17479185,1.358666667,1.92E-06,12.81733827,-0.776,-0.934,-0.841,0.651,0.542,0.332,undefined,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.377,1.607,1.133,1.457,1.489,1.147,1.545,1.765,1.634,Q5FWH7,Q5FWH7,Slc39a12,1,9,6,6,Q5FWH7|Q5FWH7-2,MOUSE,77012.8,10.8,1613,1613.1,61.38,61.38,NA,689,Zinc transporter ZIP12,plasma membrane|integral component of membrane|perinuclear region of cytoplasm|extracellular vesicle|,signal transduction|regulation of neuron projection development|regulation of microtubule polymerization|zinc II ion transmembrane import|,zinc ion transmembrane transporter activity|,6,9,1.08E+09,0.108,5.01E-05,-0.14,59.35141769,1.322,1.16E-06,13.71984584,-0.728,-0.9,-0.775,0.459,0.449,0.655,undefined,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.847,0.47,0.09,0.7,0.509,0.18,0.71,0.434,0.235,E9PXF0,E9PXF0,Pcdh17,1,5,4,4,E9PXF0,MOUSE,127400.4,5.5,1638,1638.1,60.24,60.24,NA,1157,Protocadherin 17,plasma membrane|integral component of membrane|,homophilic cell adhesion via plasma membrane adhesion molecules|,calcium ion binding|,4,5,38700000,0.055,0.038132369,-0.069833333,24.09779889,0.379666667,0.003892424,4.078159168,-0.386,-0.263,-0.13,0.15,0.133,0.077,undefined,5,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.397,1.579,1.421,1.094,1.299,1.144,1.485,1.724,1.586,P07214,P07214,Sparc,1,10,6,6,A0A1L1SSH9|P07214|Q5NCU4,MOUSE,35305.2,21.5,1654,1654.1,59.21,59.21,NA,302,SPARC,proteinaceous extracellular matrix|basement membrane|extracellular space|cell surface|nuclear matrix|platelet alpha granule|platelet alpha granule membrane|,negative regulation of endothelial cell proliferation|signal transduction|heart development|response to gravity|response to lead ion|positive regulation of endothelial cell migration|negative regulation of angiogenesis|regulation of cell morphogenesis|lung development|response to lipopolysaccharide|response to L-ascorbic acid|response to cytokine|wound healing|regulation of cell proliferation|response to peptide hormone|response to ethanol|response to cadmium ion|inner ear development|response to glucocorticoid|response to cAMP|response to calcium ion|bone development|cellular response to growth factor stimulus|,calcium ion binding|collagen binding|extracellular matrix binding|,6,10,8.12E+08,0.215,0.000259011,-0.037166667,49.74452818,1.412333333,1.06E-05,10.12858796,-0.514,-0.913,-0.803,0.691,0.466,0.85,PC,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.59,0.681,0.708,0.448,0.745,0.763,0.589,0.752,0.792,Q8BJD1,Q8BJD1,Itih5,1,6,5,5,Q8BJD1,MOUSE,107203.4,4.8,1728,1728.1,54.94,54.94,NA,952,Inter-alpha-trypsin inhibitor heavy chain H5,extracellular region|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,5,6,1.39E+08,0.048,0.003713145,-0.049166667,35.78550877,0.632333333,0.000263906,6.358339867,-0.199,-0.421,-0.476,0.209,0.267,0.325,PC,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.987,0.921,0.649,0.707,0.643,0.6,0.741,0.898,0.606,Q00493,Q00493,Cpe,1,9,5,5,Q00493,MOUSE,53654.3,12.6,1747,1747.1,54.12,54.12,NA,476,Carboxypeptidase E,Golgi apparatus|transport vesicle membrane|extracellular exosome|,cardiac left ventricle morphogenesis|Wnt signaling pathway|insulin processing|protein localization to membrane|,carboxypeptidase activity|metallocarboxypeptidase activity|zinc ion binding|neurexin family protein binding|cell adhesion molecule binding|,5,9,5.21E+08,0.126,0.000813748,-0.072833333,43.44655419,0.691,4.52E-05,8.250906635,-0.436,-0.422,-0.397,0.368,0.259,0.191,PC,8,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.638,1.23,0.816,1.449,1.018,0.586,1.189,1.088,0.618,Q6DFY8,Q6DFY8,Brinp2,1,6,5,2,Q6DFY8|A0A0A6YWU9,MOUSE,90652.6,9,1767,1767.1,52.61,18.33,NA,783,BMP/retinoic acid-inducible neural-specific protein 2,extracellular region|,cell cycle arrest|positive regulation of neuron differentiation|negative regulation of mitotic cell cycle|cellular response to retinoic acid|,NA,5,6,1.15E+09,0.09,0.00161498,-0.162333333,39.93293565,1.051333333,0.000101556,7.335436334,-0.901,-0.757,-0.406,0.509,0.363,0.218,PC,8,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.76,0.545,0.311,0.807,0.59,0.354,0.632,0.401,0.187,Q499E0,Q499E0,Brinp3,1,2,5,2,Q499E0,MOUSE,89850.8,8.7,1767,1767.2,47.4,13.12,NA,766,BMP/retinoic acid-inducible neural-specific protein 3,extracellular region|mitochondrion|endoplasmic reticulum|dendrite|neuronal cell body|,cell cycle arrest|positive regulation of neuron differentiation|negative regulation of mitotic cell cycle|cellular response to retinoic acid|,NA,2,2,10400000,0.033,0.032153221,-0.150333333,24.99245937,0.491333333,0.003167773,4.232924689,-0.562,-0.43,-0.196,0.114,0.19,-0.018,PC,6,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.298,0.378,0.066,0.494,0.579,0.259,0.362,0.426,0.158,P67871,P67871,Csnk2b,1,6,5,5,P67871|G3UXG7|G3UZX4,MOUSE,25284.3,24.6,1775,1775.1,52.39,52.39,NA,215,Casein kinase II subunit beta,nucleus|cytoplasm|protein kinase CK2 complex|extracellular exosome|plasma membrane|PcG protein complex|,positive regulation of pathway-restricted SMAD protein phosphorylation|Wnt signaling pathway|positive regulation of activin receptor signaling pathway|adiponectin-activated signaling pathway|negative regulation of blood vessel endothelial cell migration|regulation of protein kinase activity|endothelial tube morphogenesis|,chromatin binding|receptor binding|protein binding|transcription factor binding|protein kinase regulator activity|protein domain specific binding|identical protein binding|metal ion binding|,5,6,5.07E+08,0.246,0.099440532,-0.141666667,18.22845118,0.305333333,0.015036781,3.120250721,-0.324,-0.399,-0.16,-0.064,0.111,-0.014,undefined,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.317,0.781,0.961,1.374,0.79,1.097,0.91,0.641,0.775,Q9EPL2,Q9EPL2,Clstn1,1,4,3,3,Q9EPL2|Q9EPL2-2,MOUSE,110152.9,4.3,1803,1803.1,51.16,51.16,NA,979,Calsyntenin-1,Golgi membrane|extracellular region|nucleus|endoplasmic reticulum membrane|cell surface|integral component of membrane|cell junction|postsynaptic membrane|extracellular exosome|neuronal postsynaptic density|,regulation of cell growth|cellular calcium ion homeostasis|homophilic cell adhesion via plasma membrane adhesion molecules|synaptic transmission|positive regulation of synaptic transmission|positive regulation of synapse assembly|,beta-amyloid binding|calcium ion binding|protein binding|kinesin binding|1-like protein binding|,3,4,95200000,0.043,0.000413028,-0.055166667,47.30399294,0.867,1.86E-05,9.361843525,-0.538,-0.406,-0.522,0.46,0.422,0.253,undefined,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.093,0.466,0.46,1.247,0.686,0.676,1.081,0.715,0.471,P63089,P63089,Ptn,1,6,3,3,P63089|Q3UZI5,MOUSE,19439.1,23.8,1815,1815.1,50.38,50.38,NA,168,Pleiotrophin,proteinaceous extracellular matrix|endoplasmic reticulum|membrane|perinuclear region of cytoplasm|,ossification|liver development|learning|positive regulation of cell-substrate adhesion|positive regulation of neuron projection development|response to activity|spinal cord development|bone mineralization|lung development|hindbrain development|cellular response to platelet-derived growth factor stimulus|response to drug|negative regulation of membrane potential|positive regulation of cell division|retinal rod cell differentiation|long-term synaptic potentiation|cellular response to vitamin D|skeletal muscle acetylcholine-gated channel clustering|cellular response to hypoxia|response to nerve growth factor|positive regulation of hepatocyte proliferation|,growth factor activity|heparin binding|chondroitin sulfate proteoglycan binding|,3,6,3.37E+08,0.238,0.016911315,-0.165,28.28600468,0.726,0.001483883,4.82745546,-0.863,-0.375,-0.346,0.139,0.332,0.123,PC,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.098,1.232,1.048,0.306,0.399,0.549,1.01,1.054,1.01,Q8BJI1,Q8BJI1,Slc6a17,1,11,5,5,Q8BJI1|A0A0R4J087,MOUSE,81868.7,7.8,1821,1821.1,50.28,50.28,NA,727,Sodium-dependent neutral amino acid transporter SLC6A17,integral component of plasma membrane|synaptic vesicle|cell junction|synaptic vesicle membrane|,neurotransmitter transport|brain development|neutral amino acid transport|glycine transport|leucine transport|proline transport|alanine transport|transmembrane transport|,neurotransmitter:sodium symporter activity|,5,11,8.57E+08,0.078,0.014665365,0.1435,28.99258896,0.863666667,0.001261076,4.993592435,-0.049,-0.452,-0.364,0.771,0.223,0.732,undefined,6,NA,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.698,0.838,0.722,1.362,1.591,1.473,0.947,0.928,0.832,O08583,O08583,Alyref,1,5,4,4,O08583|O08583-2|Q9JJW6-2|G3X9I4|Q9JJW6,MOUSE,26939.5,26.2,1826,1826.1,49.94,49.94,NA,255,THO complex subunit 4,nucleus|spliceosomal complex|cytoplasm|nuclear speck|,mRNA processing|RNA splicing|mRNA transport|,nucleotide binding|single-stranded DNA binding|RNA binding|,4,5,1.60E+08,0.262,0.01240752,-0.025,29.85369268,0.998,0.001034262,5.185237654,-0.424,-0.564,-0.584,0.211,0.949,0.262,NC,9,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.336,0.949,1.071,1.003,0.584,0.705,1.462,1.129,1.271,Q9JK53,Q9JK53,Prelp,1,10,5,5,Q9JK53,MOUSE,43634,11.9,1859,1859.1,48.79,48.79,NA,378,Prolargin,proteinaceous extracellular matrix|extracellular exosome|extracellular vesicle|extracellular matrix|,cell aging|,extracellular matrix structural constituent|heparin binding|,5,10,2.00E+09,0.119,0.001456509,0.057666667,40.42206316,1.040666667,9.07E-05,7.457791879,-0.552,-0.354,-0.482,0.635,0.29,0.809,PC,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
