id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov
Q8C8R3-4,0.060004498,-0.003,16.00987088,0.666,0.025061838,2.240694802,-0.137,-0.591,-0.28,0.697,-0.137,0.43,Q8C8R3,Ank2,Q8C8R3-4_Ank2,Q8C8R3-4,Ank2,1,5,261,2,Q8C8R3-4|Q8C8R3-3,MOUSE,435314,70.9,8,8.2,4067.93,16.22,,3898,Isoform 4 of Ankyrin-2,intracellular|cytoplasm|cytoskeleton|plasma membrane|integral component of plasma membrane|intercalated disc|basolateral plasma membrane|apical plasma membrane|Z disc|T-tubule|M band|A band|sarcolemma|costamere|postsynaptic membrane|perinuclear region of cytoplasm|neuronal postsynaptic density|,regulation of heart rate|atrial septum development|cellular calcium ion homeostasis|protein localization|positive regulation of gene expression|regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion|regulation of cardiac muscle contraction by calcium ion signaling|regulation of protein stability|T-tubule organization|protein localization to cell surface|cellular protein localization|protein localization to M-band|protein localization to T-tubule|regulation of apoptotic process|positive regulation of potassium ion transport|protein stabilization|regulation of calcium ion transport|positive regulation of calcium ion transport|regulation of cardiac muscle contraction|cardiac muscle contraction|regulation of ventricular cardiac muscle cell membrane repolarization|protein localization to endoplasmic reticulum|protein localization to plasma membrane|protein targeting to plasma membrane|regulation of cardiac muscle cell contraction|ventricular cardiac muscle cell action potential|atrial cardiac muscle cell action potential|SA node cell action potential|regulation of cardiac muscle cell membrane potential|atrial cardiac muscle cell to AV node cell communication|SA node cell to atrial cardiac muscle cell communication|regulation of heart rate by cardiac conduction|regulation of AV node cell action potential|regulation of SA node cell action potential|regulation of atrial cardiac muscle cell action potential|positive regulation of potassium ion transmembrane transporter activity|regulation of calcium ion transmembrane transporter activity|positive regulation of calcium ion transmembrane transporter activity|regulation of cation channel activity|positive regulation of cation channel activity|,"protein binding|potassium channel regulator activity|protein kinase binding|spectrin binding|protein binding, bridging|ion channel binding|ATPase binding|",2,5,299000000,0.2%
Q02357-6,0.107451069,0.019,10.89388594,0.518,0.081397564,1.742762624,-0.382,-0.343,0.005,0.508,-0.026,0.352,Q02357,Ank1,Q02357-6_Ank1,Q02357-6,Ank1,1,256,96,88,Q02357-6|A0A0R4J1N7|Q02357|E9QNT8|D3Z5M4|D3YTV8|Q02357-4|Q0VGY9|Q02357-5|Q02357-3|G8JL84|B7ZW98|Q02357-2|G5E8J2|G3UY11|D6RJ51|Q02357-7,MOUSE,210742.6,54.7,8,8.6,1442.27,1320.81,,1862,Isoform 6 of Ankyrin-1,plasma membrane|spectrin-associated cytoskeleton|membrane|sarcoplasmic reticulum|cortical cytoskeleton|,porphyrin-containing compound biosynthetic process|ER to Golgi vesicle-mediated transport|signal transduction|monovalent inorganic cation transport|erythrocyte development|iron ion homeostasis|protein targeting to plasma membrane|,cytoskeletal adaptor activity|enzyme binding|spectrin binding|ATPase binding|,88,256,83000000000,52.5%
S4R2D6,0.232946123,-0.236666667,6.669565317,0.368666667,0.215299722,1.23924933,-1.485,-0.107,0.329,0.201,-0.408,0.05,S4R2D6,NotFound,S4R2D6_NotFound,S4R2D6,Ank2,1,5,40,2,S4R2D6|Q8C8R3-6,MOUSE,53110.7,77.9,8,8.7,631.01,18.95,,489,Ankyrin-2,cytoplasm|plasma membrane|Z disc|M band|perinuclear region of cytoplasm|neuronal postsynaptic density|,protein localization|T-tubule organization|cellular protein localization|regulation of apoptotic process|cardiac muscle contraction|protein localization to plasma membrane|protein targeting to plasma membrane|regulation of cardiac muscle cell membrane potential|regulation of cation channel activity|,protein binding|potassium channel regulator activity|,2,5,330000000,4.4%
Q8C8R3-7,0.324650748,-0.06,5.076693978,0.301333333,0.31069238,1.013807858,-0.863,-0.343,0.574,0.177,0.163,-0.068,Q8C8R3,Ank2,Q8C8R3-7_Ank2,Q8C8R3-7,Ank2,1,7,40,5,Q8C8R3-7,MOUSE,49882.2,80.1,8,8.8,629,59.04,,3898,Isoform 7 of Ankyrin-2,intracellular|cytoplasm|cytoskeleton|plasma membrane|integral component of plasma membrane|intercalated disc|basolateral plasma membrane|apical plasma membrane|Z disc|T-tubule|M band|A band|sarcolemma|costamere|postsynaptic membrane|perinuclear region of cytoplasm|neuronal postsynaptic density|,regulation of heart rate|atrial septum development|cellular calcium ion homeostasis|protein localization|positive regulation of gene expression|regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion|regulation of cardiac muscle contraction by calcium ion signaling|regulation of protein stability|T-tubule organization|protein localization to cell surface|cellular protein localization|protein localization to M-band|protein localization to T-tubule|regulation of apoptotic process|positive regulation of potassium ion transport|protein stabilization|regulation of calcium ion transport|positive regulation of calcium ion transport|regulation of cardiac muscle contraction|cardiac muscle contraction|regulation of ventricular cardiac muscle cell membrane repolarization|protein localization to endoplasmic reticulum|protein localization to plasma membrane|protein targeting to plasma membrane|regulation of cardiac muscle cell contraction|ventricular cardiac muscle cell action potential|atrial cardiac muscle cell action potential|SA node cell action potential|regulation of cardiac muscle cell membrane potential|atrial cardiac muscle cell to AV node cell communication|SA node cell to atrial cardiac muscle cell communication|regulation of heart rate by cardiac conduction|regulation of AV node cell action potential|regulation of SA node cell action potential|regulation of atrial cardiac muscle cell action potential|positive regulation of potassium ion transmembrane transporter activity|regulation of calcium ion transmembrane transporter activity|positive regulation of calcium ion transmembrane transporter activity|regulation of cation channel activity|positive regulation of cation channel activity|,"protein binding|potassium channel regulator activity|protein kinase binding|spectrin binding|protein binding, bridging|ion channel binding|ATPase binding|",5,7,827000000,5.2%
D3Z4J3,0.335816945,-0.0185,4.920550773,0.294333333,0.322066032,0.990257012,-0.43,-0.192,0.125,0.381,-0.152,0.157,D3Z4J3,Myo5a,D3Z4J3_Myo5a,D3Z4J3,Myo5a,1,1575,225,215,D3Z4J3|D3YZ62|Q99104|E9Q1F5|D6RFU0|A0A1L1SUF0,MOUSE,217175.7,77,9,9.1,3411.33,3253.74,,1855,Unconventional myosin-Va,ruffle|photoreceptor outer segment|cytoplasm|Golgi apparatus|cytosol|intermediate filament|membrane|myosin complex|secretory granule|filopodium tip|melanosome|actomyosin|neuronal cell body|extracellular exosome|lysosome|early endosome|late endosome|peroxisome|endoplasmic reticulum|actin filament|vesicle|microtubule plus-end|recycling endosome|,"melanin metabolic process|exocytosis|post-Golgi vesicle-mediated transport|synaptic transmission|visual perception|actin filament-based movement|vesicle transport along actin filament|insulin secretion|melanocyte differentiation|regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity|locomotion involved in locomotory behavior|secretory granule localization|melanosome localization|melanosome transport|melanin biosynthetic process|odontogenesis|myelination|long-chain fatty acid biosynthetic process|pigmentation|developmental pigmentation|synapse organization|endoplasmic reticulum localization|",microfilament motor activity|motor activity|actin binding|calcium ion binding|protein binding|calmodulin binding|ATP binding|Rab GTPase binding|poly(A) RNA binding|,227,1575,6.16E+12,77.0%
P21271-3,0.380307218,-0.0195,4.343303372,0.267666667,0.36784907,0.900539502,-0.414,-0.056,0.01,0.32,0,0.023,P21271,NotFound,P21271-3_NotFound,P21271-3,Myo5b,1,35,36,23,P21271-3|G3X9Y9|P21271|G5E8G6,MOUSE,215088.1,18.4,9,9.2,427.57,253.71,,1818,Isoform 3 of Unconventional myosin-Vb,brush border|myosin complex|protein complex|apical cortex|extracellular exosome|,metabolic process|protein transport|vesicle-mediated transport|endosome localization|,motor activity|actin binding|calmodulin binding|ATP binding|Rab GTPase binding|,23,35,3650000000,14.0%
Q9JMH9-6,0.561988208,-0.062,2.566708867,0.176,0.553769603,0.592135563,-0.511,-0.07,0.131,0.199,-0.203,0.082,Q9JMH9,Myo18a,Q9JMH9-6_Myo18a,Q9JMH9-6,Myo18a,1,1078,231,3,Q9JMH9-6|B2RRE2|E9QAX2|Q9JMH9-2|Q9JMH9-5|E9Q405,MOUSE,235008.1,75.9,10,10.1,3322.63,56.55,,2050,Isoform 6 of Unconventional myosin-XVIIIa,Golgi membrane|endoplasmic reticulum-Golgi intermediate compartment|trans-Golgi network|cytoskeleton|brush border|membrane|myosin complex|actomyosin|,Golgi organization|cell migration|actomyosin structure organization|negative regulation of apoptotic process|Golgi vesicle budding|positive regulation of protein secretion|Golgi ribbon formation|asymmetric Golgi ribbon formation|,ATP binding|ADP binding|poly(A) RNA binding|actin filament binding|,231,1078,1.48E+12,75.9%
E9QA74,0.228596276,-0.047833333,6.770712308,0.372333333,0.210343342,1.252680728,-0.557,-0.131,-0.014,0.274,-0.028,0.169,E9QA74,NotFound,E9QA74_NotFound,E9QA74,Myo18a,1,4,175,3,E9QA74,MOUSE,187503.1,74.2,10,10.4,2511.84,28.79,,1642,Unconventional myosin-XVIIIa,Golgi membrane|trans-Golgi network|cytoskeleton|membrane|myosin complex|actomyosin|,Golgi organization|metabolic process|cell migration|actomyosin structure organization|negative regulation of apoptotic process|Golgi vesicle budding|positive regulation of protein secretion|Golgi ribbon formation|asymmetric Golgi ribbon formation|,motor activity|ATP binding|ADP binding|poly(A) RNA binding|actin filament binding|,3,4,199000000,2.1%
Q5SWZ5,0.290307017,0.053333333,5.595592785,0.324,0.275702511,1.090067741,-0.044,-0.242,-0.04,0.415,-0.099,0.33,Q5SWZ5,Mprip,Q5SWZ5_Mprip,Q5SWZ5,Mprip,1,922,202,113,Q5SWZ5|G5E8W1,MOUSE,259278.6,81.1,11,11.1,3088.63,1731.15,,2269,Myosin phosphatase Rho-interacting protein,cytoplasm|focal adhesion|actin cytoskeleton|,,,202,922,7.86E+11,81.1%
P97434-2,0.323074576,-0.0045,5.09915774,0.302333333,0.309089481,1.017172265,-0.14,-0.274,-0.053,0.328,-0.037,0.149,P97434,Mprip,P97434-2_Mprip,P97434-2,Mprip,1,20,92,3,P97434-2|P97434|P97434-5|P97434-4,MOUSE,118819,78.5,11,11.2,1405.47,47.99,,1024,Isoform 2 of Myosin phosphatase Rho-interacting protein,cytoplasm|focal adhesion|actin cytoskeleton|,,actin binding|,3,20,4050000000,2.5%
Q99KW3,0.355925251,-0.099833333,4.642896495,0.281666667,0.343328891,0.947641195,-0.739,-0.33,0.347,0.126,-0.065,0.062,Q99KW3,Triobp,Q99KW3_Triobp,Q99KW3,Triobp,1,3,4,3,Q99KW3|Q99KW3-4|E9QMQ3|Q99KW3-1|Q99KW3-2|Q99KW3-5,MOUSE,225303.5,2.6,11,11.3,25.93,14.73,,2014,TRIO and F-actin-binding protein,nucleus|cytoplasm|microtubule organizing center|focal adhesion|actin cytoskeleton|midbody|,mitotic nuclear division|regulation of actin cytoskeleton organization|cell division|positive regulation of substrate adhesion-dependent cell spreading|,ubiquitin protein ligase binding|actin filament binding|,3,3,22600000000,2.1%
Q5SWU9,0.335348144,-0.085333333,4.927942443,0.294666667,0.321518344,0.991378481,-0.693,-0.057,0.052,0.132,-0.045,0.099,Q5SWU9,Acaca,Q5SWU9_Acaca,Q5SWU9,Acaca,1,1082,193,171,Q5SWU9|Q5SWU9-2,MOUSE,266849.4,76.7,12,12.1,3063.49,2764.24,,2345,Acetyl-CoA carboxylase 1,nucleolus|cytoplasm|mitochondrion|cytosol|actin cytoskeleton|extracellular exosome|,tissue homeostasis|acetyl-CoA metabolic process|lipid metabolic process|fatty acid biosynthetic process|multicellular organismal protein metabolic process|protein homotetramerization|lipid homeostasis|cellular response to prostaglandin E stimulus|malonyl-CoA biosynthetic process|,acetyl-CoA carboxylase activity|biotin carboxylase activity|protein binding|ATP binding|metal ion binding|,193,1082,2.02E+12,76.7%
E9Q4Z2,0.256313269,0.011,6.199780337,0.349333333,0.239895425,1.175299376,-0.343,-0.137,-0.011,0.33,-0.032,0.259,E9Q4Z2,Acacb,E9Q4Z2_Acacb,E9Q4Z2,Acacb,1,126,72,50,E9Q4Z2,MOUSE,278141.4,33.5,12,12.2,974.59,675.34,,2448,Acetyl-CoA carboxylase 2,nucleus|mitochondrion|endomembrane system|membrane|,acetyl-CoA metabolic process|fatty acid biosynthetic process|positive regulation of lipid storage|negative regulation of fatty acid oxidation|protein homotetramerization|positive regulation of heart growth|malonyl-CoA biosynthetic process|,acetyl-CoA carboxylase activity|biotin carboxylase activity|ATP binding|metal ion binding|,50,126,46800000000,25.2%
Q9QYX7,0.029452539,-0.2545,22.16587244,0.815666667,0.006073132,2.744234324,-1.274,-0.757,0.044,0.099,0.02,0.341,Q9QYX7,Pclo,Q9QYX7_Pclo,Q9QYX7,Pclo,1,717,215,209,Q9QYX7|Q9QYX7-2,MOUSE,552707.3,46.1,13,13.1,2908.57,2814.81,,5068,Protein piccolo,intracellular|postsynaptic density|cell junction|synapse|presynaptic active zone|extracellular exosome|,cytoskeleton organization|synapse assembly|synaptic vesicle targeting|regulation of exocytosis|cAMP-mediated signaling|insulin secretion|,calcium ion binding|protein binding|profilin binding|calcium-dependent phospholipid binding|,215,717,3E+11,46.1%
O88737,0.030894276,-0.239,21.88501923,0.809333333,0.006478852,2.722926416,-1.183,-0.775,0.027,0.084,0.044,0.369,O88737,Bsn,O88737_Bsn,O88737,Bsn,1,738,196,190,O88737|O88737-2,MOUSE,420832.3,58.5,13,13.2,2975.26,2881.5,,3942,Protein bassoon,trans-Golgi network|cytoskeleton|cell surface|postsynaptic density|extrinsic component of membrane|cell junction|axon|dendrite|neuronal cell body|neuron projection terminus|synapse|presynaptic active zone|excitatory synapse|neuronal postsynaptic density|integral component of membrane|,synapse assembly|,protein binding|metal ion binding|,190,738,4.17E+11,57.6%
P20357,0.092032373,-0.224333333,11.98521163,0.552,0.063310951,1.857152448,-1.138,-0.616,0.253,0.088,0.005,0.062,P20357,Map2,P20357_Map2,P20357,Map2,1,779,174,126,P20357|Q80ZL4|Q80X35,MOUSE,199527.5,78.7,14,14.1,2536.24,1893.6,,1828,Microtubule-associated protein 2,intracellular|nucleolus|cytoplasm|microtubule|microtubule associated complex|postsynaptic density|dendrite|nuclear periphery|neuron projection|neuronal cell body|dendritic shaft|cell body|CA3 pyramidal cell dendrite|neuronal postsynaptic density|,microtubule bundle formation|axonogenesis|dendrite development|central nervous system neuron development|cellular response to organic substance|,dystroglycan binding|protein binding|calmodulin binding|cytoskeletal regulatory protein binding|microtubule binding|,174,779,8.96E+11,78.7%
Q3TLQ0,0.087565925,-0.113333333,12.38224864,0.564,0.05777968,1.897525328,-0.806,-0.462,0.082,0.193,-0.045,0.358,Q3TLQ0,Map2,Q3TLQ0_Map2,Q3TLQ0,Map2,1,5,49,2,Q3TLQ0,MOUSE,52788.9,71.4,14,14.2,660.13,21.86,,498,Microtubule-associated protein,intracellular|nucleolus|cytoplasm|smooth endoplasmic reticulum|rough endoplasmic reticulum|microtubule|microtubule associated complex|postsynaptic density|dendrite|nuclear periphery|neuron projection|neuronal cell body|dendritic shaft|cell body|CA3 pyramidal cell dendrite|neuronal postsynaptic density|,microtubule bundle formation|axonogenesis|dendrite development|central nervous system neuron development|response to estradiol|response to progesterone|dendrite morphogenesis|cellular response to organic substance|,dystroglycan binding|protein binding|cytoskeletal regulatory protein binding|microtubule binding|,2,5,476000000,4.2%
Q6PF93,0.048167233,-0.084666667,18.30371913,0.724666667,0.014778423,2.438073323,-0.667,-0.771,0.097,0.306,0.274,0.253,Q6PF93,Pik3c3,Q6PF93_Pik3c3,Q6PF93,Pik3c3,1,7,7,6,Q6PF93|E9QLS6|Q6PF93-2|D3YZ98|E9Q824,MOUSE,102170.2,8.1,14,14.3,78.96,74.59,,887,Phosphatidylinositol 3-kinase catalytic subunit type 3,"pre-autophagosomal structure|cytoplasm|endosome|late endosome|peroxisome|membrane|midbody|phosphatidylinositol 3-kinase complex, class III, type I|phosphatidylinositol 3-kinase complex, class III, type II|phosphatidylinositol 3-kinase complex, class III|phagocytic vesicle|",autophagosome assembly|cytokinesis|protein phosphorylation|endocytosis|endosome organization|endosomal transport|macroautophagy|protein processing|peroxisome degradation|regulation of cytokinesis|phosphatidylinositol-3-phosphate biosynthetic process|cellular response to glucose starvation|response to leucine|early endosome to late endosome transport|phosphatidylinositol phosphorylation|phosphatidylinositol-mediated signaling|regulation of protein secretion|,protein kinase activity|protein binding|ATP binding|1-phosphatidylinositol-3-kinase activity|,6,7,143000000,7.8%
Q9QYR6,0.016570514,-0.202666667,25.75782564,0.893333333,0.002655935,3.005536571,-1.089,-0.745,-0.114,0.168,0.337,0.227,Q9QYR6,Map1a,Q9QYR6_Map1a,Q9QYR6,Map1a,1,587,165,163,Q9QYR6|A2ARP8|Q9QYR6-2,MOUSE,301503.7,55.2,15,15.1,2441.69,2409.32,,2776,Microtubule-associated protein 1A,photoreceptor outer segment|cytosol|microtubule|neuronal postsynaptic density|,microtubule cytoskeleton organization|positive regulation of defense response to virus by host|sensory perception of sound|photoreceptor cell maintenance|activation of mitophagy in response to mitochondrial depolarization|,protein binding|microtubule binding|,165,587,4.86E+11,55.2%
P14873,0.031142361,-0.225333333,21.82612301,0.808,0.006567313,2.71844054,-1.148,-0.693,-0.047,0.212,0.186,0.138,P14873,Map1b,P14873_Map1b,P14873,Map1b,1,671,153,151,P14873,MOUSE,271505,65.9,15,15.2,2379.81,2347.44,,2464,Microtubule-associated protein 1B,photoreceptor outer segment|cytoplasm|cytosol|microtubule|microtubule associated complex|plasma membrane|postsynaptic density|cell junction|dendritic spine|neuronal postsynaptic density|,microtubule bundle formation|microtubule-based process|axonogenesis|cellular process|dendrite development|negative regulation of intracellular transport|positive regulation of axon extension|mitochondrion transport along microtubule|axon extension|establishment of monopolar cell polarity|,protein binding|cytoskeletal regulatory protein binding|microtubule binding|,151,671,6.51E+11,65.4%
E9Q401,1.41607E-13,-0.4295,145.0199998,2.346333333,3.14775E-15,7.894019374,-2.056,-1.689,-1.063,0.787,0.612,0.832,E9Q401,Ryr2,E9Q401_Ryr2,E9Q401,Ryr2,1,400,158,143,E9Q401|F6U7V1|Q80ZZ5,MOUSE,570001.1,38.6,16,16.1,2213.31,2028.92,,4966,Ryanodine receptor 2,smooth endoplasmic reticulum|membrane|integral component of membrane|sarcoplasmic reticulum|sarcomere|Z disc|sarcoplasmic reticulum membrane|calcium channel complex|protein complex|extracellular exosome|,response to hypoxia|regulation of heart rate|embryonic heart tube morphogenesis|left ventricular cardiac muscle tissue morphogenesis|cardiac muscle hypertrophy|detection of calcium ion|calcium ion transport|cellular calcium ion homeostasis|positive regulation of heart rate|regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion|regulation of cardiac muscle contraction by calcium ion signaling|release of sequestered calcium ion into cytosol by sarcoplasmic reticulum|response to muscle activity|calcium-mediated signaling|BMP signaling pathway|response to caffeine|calcium-mediated signaling using intracellular calcium source|response to muscle stretch|release of sequestered calcium ion into cytosol|positive regulation of sequestering of calcium ion|response to redox state|regulation of cardiac muscle contraction|cardiac muscle contraction|canonical Wnt signaling pathway|cytosolic calcium ion transport|calcium ion transport into cytosol|calcium ion transmembrane transport|cellular response to caffeine|cellular response to epinephrine stimulus|establishment of protein localization to endoplasmic reticulum|ventricular cardiac muscle cell action potential|Purkinje myocyte to ventricular cardiac muscle cell signaling|type B pancreatic cell apoptotic process|positive regulation of the force of heart contraction|regulation of AV node cell action potential|regulation of SA node cell action potential|regulation of atrial cardiac muscle cell action potential|regulation of ventricular cardiac muscle cell action potential|positive regulation of calcium-transporting ATPase activity|,intracellular ligand-gated calcium channel activity|ryanodine-sensitive calcium-release channel activity|calcium channel activity|calcium ion binding|protein binding|calmodulin binding|calcium-release channel activity|enzyme binding|protein kinase binding|protein kinase A catalytic subunit binding|protein kinase A regulatory subunit binding|identical protein binding|protein self-association|suramin binding|calcium-induced calcium release activity|organic cyclic compound binding|,158,400,90200000000,38.6%
