id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
Q61702,7.14977E-05,-1.013833333,48.45971404,4.571666667,1.4257E-05,9.225987664,-4.015,-2.489,-3.395,1.566,1.356,0.894,Q61702,Itih1,Q61702_Itih1,Q61702,Itih1,1,202,47,2,Q61702,MOUSE,101521.5,50.8,24,24.1,783.71,31.65,,907,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,47,202,2.96E+11,50.8%
F8WJ05,0.002414998,0.5205,27.00166996,3.456666667,0.001994495,5.160832491,,-2.072,,1.678,1.659,0.817,F8WJ05,Itih1,F8WJ05_Itih1,F8WJ05,Itih1,1,4,46,2,F8WJ05,MOUSE,102089.1,50.9,24,24.2,766.16,20.16,,911,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,2,4,862000000,3.4%
Q8K0E8,0.029761144,-0.157333333,15.55027099,3.2,0.027859473,2.740947545,0.311,-2.587,-2.996,0.934,3.529,-0.135,Q8K0E8,Fgb,Q8K0E8_Fgb,Q8K0E8,Fgb,1,180,49,49,Q8K0E8|F1MAV0|P02676,MOUSE,55436.4,79.6,25,25.1,763.62,763.62,,481,Fibrinogen beta chain,fibrinogen complex|extracellular space|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"cell-matrix adhesion|signal transduction|plasminogen activation|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|cellular protein complex assembly|cellular response to leptin stimulus|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-1|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|chaperone binding|receptor binding|cell adhesion molecule binding|",49,180,1.99E+11,79.6%
Q60841,7.14977E-05,-0.948,48.51683446,4.186666667,1.40707E-05,9.242260826,-3.773,-2.83,-2.521,0.936,1.313,1.187,Q60841,Reln,Q60841_Reln,Q60841,Reln,1,128,56,56,Q60841|Q60841-2|Q60841-3,MOUSE,394505.8,18.1,26,26.1,762.82,762.82,,3461,Reelin,proteinaceous extracellular matrix|extracellular space|cytoplasm|dendrite|,"cell morphogenesis involved in differentiation|neuron migration|proteolysis|cell adhesion|axon guidance|central nervous system development|brain development|learning|long-term memory|associative learning|glial cell differentiation|regulation of gene expression|positive regulation of neuron projection development|positive regulation of phosphatidylinositol 3-kinase signaling|dendrite development|cell migration|peptidyl-tyrosine phosphorylation|spinal cord patterning|ventral spinal cord development|hippocampus development|cerebral cortex tangential migration|layer formation in cerebral cortex|cerebral cortex development|forebrain development|positive regulation of TOR signaling|positive regulation of CREB transcription factor activity|protein localization to synapse|reelin-mediated signaling pathway|positive regulation of protein kinase activity|response to pain|positive regulation of peptidyl-tyrosine phosphorylation|regulation of behavior|regulation of synaptic transmission|positive regulation of small GTPase mediated signal transduction|positive regulation of synaptic transmission, glutamatergic|long-term synaptic potentiation|positive regulation of dendritic spine morphogenesis|positive regulation of protein tyrosine kinase activity|positive regulation of synapse maturation|postsynaptic density assembly|N-methyl-D-aspartate receptor clustering|postsynaptic density protein 95 clustering|receptor localization to synapse|lateral motor column neuron migration|positive regulation of long-term synaptic potentiation|positive regulation of lateral motor column neuron migration|regulation of N-methyl-D-aspartate selective glutamate receptor activity|positive regulation of excitatory postsynaptic membrane potential|positive regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity|",protein binding|serine-type peptidase activity|metal ion binding|lipoprotein particle receptor binding|very-low-density lipoprotein particle receptor binding|,56,128,12400000000,18.1%
P26262,0.000106471,-0.888,43.92098972,4.386,4.05416E-05,8.006752007,-4.183,-2.601,-2.459,1.515,1.499,0.901,P26262,Klkb1,P26262_Klkb1,P26262,Klkb1,1,236,48,48,P26262|P04187,MOUSE,73492.3,68.1,27,27.1,758.27,758.27,,638,Plasma kallikrein,extracellular space|extracellular exosome|,inflammatory response|blood coagulation|plasminogen activation|fibrinolysis|positive regulation of fibrinolysis|liver regeneration|,serine-type endopeptidase activity|,48,236,5.06E+11,68.1%
A0A0R4J0I1,7.14977E-05,-1.061666667,50.35105995,4.260666667,9.22346E-06,9.777950779,-3.812,-2.648,-3.116,1.011,1.251,0.944,A0A0R4J0I1,Serpina3k,A0A0R4J0I1_Serpina3k,A0A0R4J0I1,Serpina3k,1,879,37,25,A0A0R4J0I1|P07759,MOUSE,46900.1,68.1,28,28.1,736.58,493.38,,418,MCG1051009,,,,37,879,1.01E+13,68.1%
G3X8T9,0.000407098,-0.4382,35.66738861,3.963,0.000271182,6.659685908,-3.578,-2.054,,1.577,1,0.864,G3X8T9,Serpina3n,G3X8T9_Serpina3n,G3X8T9,Serpina3n,1,15,29,2,G3X8T9,MOUSE,46936.4,52.6,28,28.2,454.71,40.82,,418,"Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a",extracellular region|extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,2,15,18400000000,6.6%
Q91WP6,0.000922353,-0.3968,31.61431212,3.432833333,0.000689555,5.714683026,-3.3,-1.613,,1.11,1.076,0.743,Q91WP6,NotFound,Q91WP6_NotFound,Q91WP6,Serpina3n,1,1,29,1,Q91WP6|Q5I2A0|F2Z405,MOUSE,46888.3,53.1,28,28.3,442.7,13.01,,418,Serine protease inhibitor A3N,extracellular region|extracellular space|extracellular exosome|blood microparticle|,acute-phase response|negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,1,1,11300000,4.3%
Q03734,7.14977E-05,-0.573833333,49.20328149,3.733666667,1.20136E-05,9.43973331,-2.572,-2.419,-2.331,1.607,1.414,0.858,Q03734,Serpina3m,Q03734_Serpina3m,Q03734,Serpina3m,1,55,27,15,Q03734,MOUSE,47234.5,55.5,28,28.4,474.73,217.4,,418,Serine protease inhibitor A3M,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,15,55,43200000000,38.7%
P29621,0.000101757,-0.8528,44.27280742,4.606166667,3.73869E-05,9.066123997,-4.177,-3.056,,1.016,0.953,1,P29621,Serpina3c,P29621_Serpina3c,P29621,Serpina3c,1,9,13,7,P29621|Q80X76,MOUSE,46936.4,29,28,28.5,207.7,102.65,,417,Serine protease inhibitor A3C,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,7,9,367000000,17.7%
D3Z450,0.003218548,0.45425,25.67103681,2.913666667,0.002709545,4.856753241,-1.731,,,1.392,1.156,1,D3Z450,Serpina3i,D3Z450_Serpina3i,D3Z450,Serpina3i,1,3,5,2,D3Z450,MOUSE,45964.2,10.5,28,28.6,45.25,10.68,,408,"Serine (or cysteine) peptidase inhibitor, clade A, member 3I",extracellular space|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,2,3,802000000,6.6%
P42703,7.14977E-05,-0.832666667,51.70233724,4.774666667,6.75719E-06,10.18945273,-3.766,-2.803,-3.091,0.917,1.888,1.859,P42703,Lifr,P42703_Lifr,P42703,Lifr,1,224,49,3,P42703,MOUSE,123883.7,40.1,29,29.1,733.51,44.72,,1092,Leukemia inhibitory factor receptor,plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|,leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|,49,224,5.49E+11,40.1%
P42703-2,0.001808492,-0.008333333,28.37689735,2.702666667,0.001453149,4.720288611,-2.516,-0.89,-0.673,0.88,1.397,1.752,P42703,Lifr,P42703-2_Lifr,P42703-2,Lifr,1,15,47,2,P42703-2,MOUSE,82255.7,58.4,29,29.2,702.25,28,,1092,Isoform 2 of Leukemia inhibitory factor receptor,plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|,leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|,2,15,15000000000,3.7%
E9PV24,0.031504869,-0.342166667,15.28819332,3.109,0.029592433,2.699988155,0.3,-2.439,-3.551,0.701,3.041,-0.105,E9PV24,Fga,E9PV24_Fga,E9PV24,Fga,1,215,54,54,E9PV24|E9PV24-2|P02672|A5PJE3,MOUSE,88169.4,58.6,30,30.1,731.96,731.96,,789,Fibrinogen alpha chain,fibrinogen complex|extracellular space|rough endoplasmic reticulum|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"protein complex assembly|acute-phase response|cell-matrix adhesion|signal transduction|blood coagulation|plasminogen activation|response to estradiol|response to genistein|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|response to morphine|cellular protein complex assembly|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|response to cycloheximide|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-6|cellular response to organic cyclic compound|blood coagulation, common pathway|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|liver regeneration|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|cellular response to granulocyte colony-stimulating factor|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|receptor binding|cell adhesion molecule binding|",54,215,4.2E+11,58.6%
Q00623,7.35494E-05,-1.132666667,47.71641647,4.658666667,1.69184E-05,9.016418725,-4.388,-2.639,-3.359,1.44,1.217,0.933,Q00623,Apoa1,Q00623_Apoa1,Q00623,Apoa1,1,1007,43,43,Q00623,MOUSE,30615,81.4,31,31.1,699.18,699.18,,264,Apolipoprotein A-I,extracellular region|extracellular space|nucleus|cytosol|cell surface|endocytic vesicle|cytoplasmic vesicle|very-low-density lipoprotein particle|high-density lipoprotein particle|discoidal high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,regulation of protein phosphorylation|endothelial cell proliferation|negative regulation of cytokine secretion involved in immune response|phospholipid metabolic process|phosphatidylcholine biosynthetic process|cholesterol biosynthetic process|G-protein coupled receptor signaling pathway|integrin-mediated signaling pathway|response to nutrient|cholesterol metabolic process|glucocorticoid metabolic process|negative regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|negative regulation of very-low-density lipoprotein particle remodeling|protein oxidation|peptidyl-methionine modification|triglyceride catabolic process|lipid storage|regulation of intestinal cholesterol absorption|cholesterol transport|adrenal gland development|organ regeneration|regulation of Cdc42 protein signal transduction|cholesterol efflux|phospholipid efflux|negative regulation of heterotypic cell-cell adhesion|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|positive regulation of Rho protein signal transduction|lipoprotein biosynthetic process|response to drug|cholesterol homeostasis|blood vessel endothelial cell migration|response to estrogen|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|negative regulation of interleukin-1 beta secretion|negative regulation of inflammatory response|protein stabilization|negative chemotaxis|positive regulation of lipoprotein lipase activity|vitamin transport|positive regulation of hydrolase activity|negative regulation of hydrolase activity|positive regulation of stress fiber assembly|phospholipid homeostasis|negative regulation of lipase activity|negative regulation of cell adhesion molecule production|negative regulation of response to cytokine stimulus|triglyceride homeostasis|cholesterol import|positive regulation of substrate adhesion-dependent cell spreading|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|phospholipid transporter activity|high-density lipoprotein particle binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|apolipoprotein receptor binding|apolipoprotein A-I receptor binding|identical protein binding|chemorepellent activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|lipoprotein particle binding|cholesterol transporter activity|,43,1007,1.75E+14,81.4%
A0A0R4J038,7.14977E-05,-1.034833333,48.67312042,4.536333333,1.35734E-05,9.286909526,-4.013,-2.502,-3.394,1.495,1.294,0.911,A0A0R4J038,Kng1,A0A0R4J038_Kng1,A0A0R4J038,Kng1,1,281,40,7,A0A0R4J038|D3YTY9|O08677|O08677-3|B99909|P01044|P01045,MOUSE,74183.9,50.8,32,32.1,683.55,128.96,,661,Kininogen-1,,,,40,281,2.28E+12,50.8%
O08677-2,0.000424616,-0.765,35.45328354,3.325333333,0.000284886,6.070855678,-3.071,-1.292,-2.92,1.187,0.705,0.801,O08677,Kng1,O08677-2_Kng1,O08677-2,Kng1,1,20,32,3,O08677-2,MOUSE,48981.4,64.3,32,32.2,552.37,30.95,,661,Isoform LMW of Kininogen-1,extracellular space|cytosol|extracellular exosome|blood microparticle|,inflammatory response|blood coagulation|negative regulation of endopeptidase activity|vasodilation|,cysteine-type endopeptidase inhibitor activity|receptor binding|,3,20,25700000000,6.2%
Q6S9I3,0.000134366,-0.855166667,42.19314254,4.091666667,6.03512E-05,7.578404109,-3.897,-2.062,-2.744,1.576,1.119,0.877,Q6S9I3,Kng2,Q6S9I3_Kng2,Q6S9I3,Kng2,1,80,31,24,Q6S9I3|Q6S9I2|E0CYI5,MOUSE,72355.1,37.1,32,32.3,476.85,396.59,,644,HMW kininogen-II,extracellular space|cytosol|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|,cysteine-type endopeptidase inhibitor activity|receptor binding|,24,80,48500000000,35.2%
Q61129,7.14977E-05,-1.004,49.99789523,4.314,1.00048E-05,9.672795918,-3.859,-2.659,-2.965,1.247,1.275,0.937,Q61129,Cfi,Q61129_Cfi,Q61129,Cfi,1,207,41,41,Q61129,MOUSE,69541.5,59.7,33,33.1,676.69,676.69,,603,Complement factor I,extracellular space|membrane|extracellular exosome|,"proteolysis|receptor-mediated endocytosis|complement activation, classical pathway|innate immune response|",serine-type endopeptidase activity|scavenger receptor activity|metal ion binding|,41,207,4.32E+11,59.7%
P20029,7.14977E-05,-1.166833333,48.94746734,4.612333333,1.27425E-05,9.365728263,-3.924,-2.561,-3.934,1.396,1.136,0.886,P20029,Hspa5,P20029_Hspa5,P20029,Hspa5,1,160,43,40,P20029,MOUSE,72534.8,53.8,34,34.1,621.73,591.44,,655,78 kDa glucose-regulated protein,extracellular region|nucleus|mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|smooth endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|plasma membrane|focal adhesion|cell surface|membrane|integral component of endoplasmic reticulum membrane|midbody|endoplasmic reticulum chaperone complex|melanosome|myelin sheath|extracellular exosome|COP9 signalosome|,ER overload response|activation of signaling protein activity involved in unfolded protein response|cerebellum structural organization|cerebellar Purkinje cell layer development|substantia nigra development|positive regulation of cell migration|negative regulation of transforming growth factor beta receptor signaling pathway|positive regulation of protein ubiquitination|response to endoplasmic reticulum stress|maintenance of protein localization in endoplasmic reticulum|positive regulation of embryonic development|cellular response to glucose starvation|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|cellular response to antibiotic|cellular response to interleukin-4|toxin transport|,glycoprotein binding|protein binding|ATP binding|ATPase activity|enzyme binding|protein domain specific binding|ubiquitin protein ligase binding|ribosome binding|unfolded protein binding|misfolded protein binding|,43,160,1.33E+11,53.8%
