"Amanda_newDatabase, 126:127, NoBirA_6:BirA/Cre_3","Amanda_newDatabase, 126:128, NoBirA_6:NoBirA_4","Amanda_newDatabase, 126:129, NoBirA_6:NoBirA_5","Amanda_newDatabase, 126:130, NoBirA_6:BirA/Cre_2","Amanda_newDatabase, 126:131, NoBirA_6:BirA/Cre_1","Amanda_newDatabase, 127:126, BirA/Cre_3:NoBirA_6","Amanda_newDatabase, 127:128, BirA/Cre_3:NoBirA_4","Amanda_newDatabase, 127:129, BirA/Cre_3:NoBirA_5","Amanda_newDatabase, 127:130, BirA/Cre_3:BirA/Cre_2","Amanda_newDatabase, 127:131, BirA/Cre_3:BirA/Cre_1","Amanda_newDatabase, 128:126, NoBirA_4:NoBirA_6","Amanda_newDatabase, 128:127, NoBirA_4:BirA/Cre_3","Amanda_newDatabase, 128:129, NoBirA_4:NoBirA_5","Amanda_newDatabase, 128:130, NoBirA_4:BirA/Cre_2","Amanda_newDatabase, 128:131, NoBirA_4:BirA/Cre_1","Amanda_newDatabase, 129:126, NoBirA_5:NoBirA_6","Amanda_newDatabase, 129:127, NoBirA_5:BirA/Cre_3","Amanda_newDatabase, 129:128, NoBirA_5:NoBirA_4","Amanda_newDatabase, 129:130, NoBirA_5:BirA/Cre_2","Amanda_newDatabase, 129:131, NoBirA_5:BirA/Cre_1","Amanda_newDatabase, 130:126, BirA/Cre_2:NoBirA_6","Amanda_newDatabase, 130:127, BirA/Cre_2:BirA/Cre_3","Amanda_newDatabase, 130:128, BirA/Cre_2:NoBirA_4","Amanda_newDatabase, 130:129, BirA/Cre_2:NoBirA_5","Amanda_newDatabase, 130:131, BirA/Cre_2:BirA/Cre_1","Amanda_newDatabase, 131:126, BirA/Cre_1:NoBirA_6","Amanda_newDatabase, 131:127, BirA/Cre_1:BirA/Cre_3","Amanda_newDatabase, 131:128, BirA/Cre_1:NoBirA_4","Amanda_newDatabase, 131:129, BirA/Cre_1:NoBirA_5","Amanda_newDatabase, 131:130, BirA/Cre_1:BirA/Cre_2",id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase unique_peptides,Amanda_newDatabase numSpectra,Amanda_newDatabase totalIntensity,Amanda_newDatabase pct_cov
0.39,4.098,4.273,-2.392,1.167,-0.39,4.314,3.659,-2.671,0.627,-4.098,-4.314,0.448,-6.573,-3.664,-4.273,-3.659,-0.448,-6.361,-3.243,2.392,2.671,6.573,6.361,3.266,-1.167,-0.627,3.664,3.243,-3.266,Q8K0E8,Q8K0E8,Fgb,1,200,51,51,Q8K0E8|F1MAV0|P02676,MOUSE,55436.4,79.2,20,20.1,823.22,823.22,,481,Fibrinogen beta chain,fibrinogen complex|extracellular space|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"cell-matrix adhesion|signal transduction|plasminogen activation|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|cellular protein complex assembly|cellular response to leptin stimulus|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-1|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|chaperone binding|receptor binding|cell adhesion molecule binding|",51,200,1.73E+11,79.20%
-1.388,3.578,3.626,-1.401,-1.014,1.388,4.881,4.879,0.019,0.388,-3.578,-4.881,-0.325,-4.959,-4.673,-3.626,-4.879,0.325,-4.7,-4.319,1.401,-0.019,4.959,4.7,0.36,1.014,-0.388,4.673,4.319,-0.36,Q80YQ1,Q80YQ1,Thbs1,1,193,56,56,Q80YQ1|P35441,MOUSE,133681.8,49.3,21,21.1,822.52,822.52,,1171,Thrombospondin-1,fibrinogen complex|extracellular space|external side of plasma membrane|cell surface|secretory granule|extracellular matrix|platelet alpha granule|extracellular exosome|extracellular matrix|,activation of MAPK activity|negative regulation of endothelial cell proliferation|negative regulation of cell-matrix adhesion|sprouting angiogenesis|chronic inflammatory response|negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II|negative regulation of dendritic cell antigen processing and presentation|outflow tract morphogenesis|endocardial cushion development|growth plate cartilage development|inflammatory response|immune response|cell cycle arrest|cell adhesion|response to glucose|positive regulation of endothelial cell migration|negative regulation of endothelial cell migration|negative regulation of plasma membrane long-chain fatty acid transport|negative regulation of nitric oxide mediated signal transduction|negative regulation of cGMP-mediated signaling|negative regulation of plasminogen activation|positive regulation of fibroblast migration|positive regulation of cell-substrate adhesion|cell migration|negative regulation of angiogenesis|peptide cross-linking|positive regulation of blood coagulation|positive regulation of cell migration|positive regulation of transforming growth factor beta receptor signaling pathway|regulation of cGMP metabolic process|response to magnesium ion|negative regulation of interleukin-12 production|negative regulation of fibroblast growth factor receptor signaling pathway|positive regulation of phosphorylation|response to drug|positive regulation of tumor necrosis factor biosynthetic process|positive regulation of macrophage activation|negative regulation of apoptotic process|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of blood vessel endothelial cell migration|negative regulation of blood vessel endothelial cell migration|engulfment of apoptotic cell|positive regulation of translation|positive regulation of angiogenesis|blood vessel morphogenesis|positive regulation of chemotaxis|response to calcium ion|positive regulation of protein kinase B signaling|negative regulation of fibrinolysis|cellular response to nitric oxide|positive regulation of extrinsic apoptotic signaling pathway via death domain receptors|positive regulation of endothelial cell apoptotic process|positive regulation of reactive oxygen species metabolic process|negative regulation of endothelial cell chemotaxis|,phosphatidylserine binding|fibronectin binding|integrin binding|calcium ion binding|heparin binding|fibroblast growth factor binding|low-density lipoprotein particle binding|laminin binding|extracellular matrix binding|fibrinogen binding|collagen V binding|,56,193,9.17E+10,49.30%
-5.67,0.576,0.725,-5.253,-4.894,5.67,5.873,5.574,0.342,0.836,-0.576,-5.873,-0.729,-5.341,-4.886,-0.725,-5.574,0.729,-5.103,-4.835,5.253,-0.342,5.341,5.103,0.501,4.894,-0.836,4.886,4.835,-0.501,P32261,P32261,Serpinc1,1,327,54,54,P32261|A0A0A6YX49|A0A0A6YXS8,MOUSE,52516.1,67,22,22.1,814.04,814.04,,465,Antithrombin-III,extracellular space|extracellular exosome|blood microparticle|,"response to nutrient|blood coagulation|negative regulation of endopeptidase activity|negative regulation of inflammatory response|regulation of blood coagulation, intrinsic pathway|",protease binding|serine-type endopeptidase inhibitor activity|heparin binding|,54,327,1.12E+12,67.00%
-5.747,0.083,0.665,-5.044,-5.036,5.747,5.732,6.598,0.88,0.682,-0.083,-5.732,-0.199,-4.931,-5.099,-0.665,-6.598,0.199,-5.754,-5.772,5.044,-0.88,4.931,5.754,-0.173,5.036,-0.682,5.099,5.772,0.173,P19221,P19221,F2,1,283,48,48,P19221|H7BX99,MOUSE,71693.8,57.6,23,23.1,768.82,768.82,,618,Prothrombin,extracellular space|cytosol|extracellular matrix|extracellular exosome|blood microparticle|,positive regulation of protein phosphorylation|proteolysis|acute-phase response|cell surface receptor signaling pathway|positive regulation of cell proliferation|regulation of cell shape|response to wounding|regulation of gene expression|positive regulation of phosphatidylinositol 3-kinase signaling|response to inactivity|platelet activation|positive regulation of blood coagulation|positive regulation of cell growth|positive regulation of collagen biosynthetic process|fibrinolysis|negative regulation of proteolysis|negative regulation of astrocyte differentiation|positive regulation of release of sequestered calcium ion into cytosol|cytosolic calcium ion homeostasis|thrombin receptor signaling pathway|cellular response to mechanical stimulus|positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway|positive regulation of reactive oxygen species metabolic process|,serine-type endopeptidase activity|receptor binding|calcium ion binding|protein binding|peptidase activity|thrombospondin receptor activity|,48,283,7.11E+11,57.60%
-6.135,-0.034,0.917,-5.503,-5.237,6.135,5.287,6.675,0.555,0.733,0.034,-5.287,-0.014,-4.803,-4.63,-0.917,-6.675,0.014,-6.05,-5.877,5.503,-0.555,4.803,6.05,0.181,5.237,-0.733,4.63,5.877,-0.181,Q61702,Q61702,Itih1,1,218,47,2,Q61702,MOUSE,101521.5,50.8,24,24.1,763.37,29.72,,907,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,47,218,2.78E+11,50.80%
-8.002,,,-7.301,-6.547,8.002,,7.103,0.534,1.056,,,,,,,-7.103,,-6.736,-6.436,7.301,-0.534,,6.736,0.438,6.547,-1.056,,6.436,-0.438,F8WJ05,F8WJ05,Itih1,1,4,46,2,F8WJ05,MOUSE,102089.1,50.9,24,24.2,747.87,18.52,,911,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,2,4,4.97E+08,4.00%
-6.076,-0.357,1.17,-5.671,-5.347,6.076,5.171,6.05,0.369,0.703,0.357,-5.171,0.319,-4.745,-4.448,-1.17,-6.05,-0.319,-5.727,-5.511,5.671,-0.369,4.745,5.727,0.379,5.347,-0.703,4.448,5.511,-0.379,P26262,P26262,Klkb1,1,242,45,45,P26262|P04187,MOUSE,73492.3,65.8,25,25.1,751.27,751.27,,638,Plasma kallikrein,extracellular space|extracellular exosome|,inflammatory response|blood coagulation|plasminogen activation|fibrinolysis|positive regulation of fibrinolysis|liver regeneration|,serine-type endopeptidase activity|,45,242,3.83E+11,65.80%
-5.787,-0.039,0.834,-5.044,-5.221,5.787,5.364,6.222,0.383,0.605,0.039,-5.364,-0.006,-4.919,-4.845,-0.834,-6.222,0.006,-5.662,-5.54,5.044,-0.383,4.919,5.662,0.2,5.221,-0.605,4.845,5.54,-0.2,Q00623,Q00623,Apoa1,1,746,44,44,Q00623,MOUSE,30615,81.4,26,26.1,706.1,706.1,,264,Apolipoprotein A-I,extracellular region|extracellular space|nucleus|cytosol|cell surface|endocytic vesicle|cytoplasmic vesicle|very-low-density lipoprotein particle|high-density lipoprotein particle|discoidal high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,regulation of protein phosphorylation|endothelial cell proliferation|negative regulation of cytokine secretion involved in immune response|phospholipid metabolic process|phosphatidylcholine biosynthetic process|cholesterol biosynthetic process|G-protein coupled receptor signaling pathway|integrin-mediated signaling pathway|response to nutrient|cholesterol metabolic process|glucocorticoid metabolic process|negative regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|negative regulation of very-low-density lipoprotein particle remodeling|protein oxidation|peptidyl-methionine modification|triglyceride catabolic process|lipid storage|regulation of intestinal cholesterol absorption|cholesterol transport|adrenal gland development|organ regeneration|regulation of Cdc42 protein signal transduction|cholesterol efflux|phospholipid efflux|negative regulation of heterotypic cell-cell adhesion|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|positive regulation of Rho protein signal transduction|lipoprotein biosynthetic process|response to drug|cholesterol homeostasis|blood vessel endothelial cell migration|response to estrogen|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|negative regulation of interleukin-1 beta secretion|negative regulation of inflammatory response|protein stabilization|negative chemotaxis|positive regulation of lipoprotein lipase activity|vitamin transport|positive regulation of hydrolase activity|negative regulation of hydrolase activity|positive regulation of stress fiber assembly|phospholipid homeostasis|negative regulation of lipase activity|negative regulation of cell adhesion molecule production|negative regulation of response to cytokine stimulus|triglyceride homeostasis|cholesterol import|positive regulation of substrate adhesion-dependent cell spreading|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|phospholipid transporter activity|high-density lipoprotein particle binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|apolipoprotein receptor binding|apolipoprotein A-I receptor binding|identical protein binding|chemorepellent activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|lipoprotein particle binding|cholesterol transporter activity|,44,746,1.30E+14,81.40%
0.961,3.93,4.679,-1.464,1.293,-0.961,4.48,3.386,-2.363,0.435,-3.93,-4.48,-0.281,-5.828,-4.173,-4.679,-3.386,0.281,-6.058,-2.912,1.464,2.363,5.828,6.058,2.693,-1.293,-0.435,4.173,2.912,-2.693,E9PV24,E9PV24,Fga,1,214,53,53,E9PV24|E9PV24-2|P02672|A5PJE3,MOUSE,88169.4,55.5,27,27.1,705.71,705.71,,789,Fibrinogen alpha chain,fibrinogen complex|extracellular space|rough endoplasmic reticulum|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"protein complex assembly|acute-phase response|cell-matrix adhesion|signal transduction|blood coagulation|plasminogen activation|response to estradiol|response to genistein|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|response to morphine|cellular protein complex assembly|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|response to cycloheximide|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-6|cellular response to organic cyclic compound|blood coagulation, common pathway|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|liver regeneration|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|cellular response to granulocyte colony-stimulating factor|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|receptor binding|cell adhesion molecule binding|",53,214,3.65E+11,55.50%
-5.234,0.133,1.108,-5.144,-5.031,5.234,5.479,5.714,0.147,0.341,-0.133,-5.479,0.324,-5.318,-5.162,-1.108,-5.714,-0.324,-5.472,-5.536,5.144,-0.147,5.318,5.472,0.187,5.031,-0.341,5.162,5.536,-0.187,Q61129,Q61129,Cfi,1,209,41,41,Q61129,MOUSE,69541.5,59.8,28,28.1,695.91,695.91,,603,Complement factor I,extracellular space|membrane|extracellular exosome|,"proteolysis|receptor-mediated endocytosis|complement activation, classical pathway|innate immune response|",serine-type endopeptidase activity|scavenger receptor activity|metal ion binding|,41,209,3.41E+11,59.80%
-5.565,0.314,0.777,-5.116,-4.951,5.565,5.391,6.051,0.467,0.578,-0.314,-5.391,0.217,-5.009,-4.855,-0.777,-6.051,-0.217,-5.429,-5.556,5.116,-0.467,5.009,5.429,0.118,4.951,-0.578,4.855,5.556,-0.118,P20029,P20029,Hspa5,1,179,44,41,P20029,MOUSE,72534.8,54.5,29,29.1,674.84,638.53,,655,78 kDa glucose-regulated protein,extracellular region|nucleus|mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|smooth endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|plasma membrane|focal adhesion|cell surface|membrane|integral component of endoplasmic reticulum membrane|midbody|endoplasmic reticulum chaperone complex|melanosome|myelin sheath|extracellular exosome|COP9 signalosome|,ER overload response|activation of signaling protein activity involved in unfolded protein response|cerebellum structural organization|cerebellar Purkinje cell layer development|substantia nigra development|positive regulation of cell migration|negative regulation of transforming growth factor beta receptor signaling pathway|positive regulation of protein ubiquitination|response to endoplasmic reticulum stress|maintenance of protein localization in endoplasmic reticulum|positive regulation of embryonic development|cellular response to glucose starvation|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|cellular response to antibiotic|cellular response to interleukin-4|toxin transport|,glycoprotein binding|protein binding|ATP binding|ATPase activity|enzyme binding|protein domain specific binding|ubiquitin protein ligase binding|ribosome binding|unfolded protein binding|misfolded protein binding|,44,179,1.25E+11,54.50%
-4.289,-1.335,1.446,-3.914,-3.959,4.289,3.724,5.653,0.547,0.353,1.335,-3.724,2.546,-3.029,-3.251,-1.446,-5.653,-2.546,-4.866,-5.141,3.914,-0.547,3.029,4.866,-0.211,3.959,-0.353,3.251,5.141,0.211,P63017,P63017,Hspa8,1,26,19,16,P63017|Q504P4|P17156|P16627|P17879|Q61696,MOUSE,71098,27.8,29,29.2,215.7,179.39,,646,Heat shock cognate 71 kDa protein,Prp19 complex|extracellular space|intracellular|nucleus|spliceosomal complex|nucleolus|cytosol|plasma membrane|focal adhesion|membrane|ribonucleoprotein complex|melanosome|myelin sheath|extracellular exosome|blood microparticle|ubiquitin ligase complex|,"transcription, DNA-templated|mRNA processing|protein folding|RNA splicing|protein refolding|negative regulation of transcription, DNA-templated|ATP metabolic process|positive regulation of mRNA splicing, via spliceosome|chaperone mediated protein folding requiring cofactor|regulation of cell cycle|clathrin coat disassembly|negative regulation of fibril organization|","G-protein coupled receptor binding|protein binding|ATP binding|ATPase activity|enzyme binding|MHC class II protein complex binding|heat shock protein binding|ubiquitin protein ligase binding|ATPase activity, coupled|poly(A) RNA binding|unfolded protein binding|C3HC4-type RING finger domain binding|",16,26,6.35E+08,25.00%
-5.667,0.144,1.028,-5.175,-5.029,5.667,5.698,5.966,0.436,0.6,-0.144,-5.698,0.379,-5.132,-5.087,-1.028,-5.966,-0.379,-5.302,-5.19,5.175,-0.436,5.132,5.302,0.191,5.029,-0.6,5.087,5.19,-0.191,A0A0R4J038,A0A0R4J038,Kng1,1,255,37,32,A0A0R4J038|O08677|D3YTY9|O08677-3|B99909|P01044|P01045,MOUSE,74183.9,51.5,30,30.1,651.49,583.81,,661,Kininogen-1,,,,37,255,1.69E+12,51.50%
-5.521,0.742,0.573,-4.985,-4.965,5.521,5.558,5.853,0.742,0.78,-0.742,-5.558,-0.58,-4.842,-4.796,-0.573,-5.853,0.58,-5.423,-5.28,4.985,-0.742,4.842,5.423,0.019,4.965,-0.78,4.796,5.28,-0.019,Q6S9I0,Q6S9I0,Kng2,1,86,28,24,Q6S9I0|Q6S9I3|Q6S9I2|E0CYI5,MOUSE,48970.3,56.5,30,30.2,458.75,399.07,,433,Kininogen 2,extracellular space|cytosol|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|,cysteine-type endopeptidase inhibitor activity|receptor binding|,24,86,5.07E+10,51.90%
-5.625,0.477,1.26,-5.477,-5.237,5.625,4.842,5.912,0.061,0.278,-0.477,-4.842,-0.201,-4.76,-4.507,-1.26,-5.912,0.201,-5.693,-5.55,5.477,-0.061,4.76,5.693,0.267,5.237,-0.278,4.507,5.55,-0.267,P06683,P06683,C9,1,169,41,41,A0A0R4J032|P06683,MOUSE,63256.4,65.5,31,31.1,648.47,648.47,,548,Complement component C9,membrane attack complex|cytoplasm|plasma membrane|extracellular exosome|blood microparticle|,"complement activation, alternative pathway|complement activation, classical pathway|cytolysis|",,41,169,2.51E+11,65.50%
-5.036,0.173,0.473,-4.649,-4.88,5.036,5.167,5.308,0.088,0.154,-0.173,-5.167,-0.061,-5.025,-4.954,-0.473,-5.308,0.061,-4.832,-5.016,4.649,-0.088,5.025,4.832,0.097,4.88,-0.154,4.954,5.016,-0.097,A0A0R4J0I1,A0A0R4J0I1,Serpina3k,1,791,32,22,A0A0R4J0I1|P07759,MOUSE,46900.1,66.5,32,32.1,637.37,432.25,,418,MCG1051009,,,,32,791,9.45E+12,66.50%
-4.544,0.183,1.098,-3.883,-4.166,4.544,5.426,6.183,0.596,0.55,-0.183,-5.426,0.199,-5.084,-4.979,-1.098,-6.183,-0.199,-5.425,-5.532,3.883,-0.596,5.084,5.425,-0.016,4.166,-0.55,4.979,5.532,0.016,G3X8T9,G3X8T9,Serpina3n,1,14,30,2,G3X8T9|Q6P4P1|D3Z451,MOUSE,46936.4,53.8,32,32.2,473.66,43.82,,418,"Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a",extracellular region|extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,2,14,1.34E+10,6.60%
-3.704,0.216,1.585,-3.752,-3.454,3.704,3.919,5.288,-0.048,0.25,-0.216,-3.919,1.369,-3.968,-3.67,-1.585,-5.288,-1.369,-5.337,-5.039,3.752,0.048,3.968,5.337,0.298,3.454,-0.25,3.67,5.039,-0.298,Q91WP6,Q91WP6,Serpina3n,1,1,30,1,Q91WP6|Q5I2A0|F2Z405,MOUSE,46888.3,54.3,32,32.3,451.23,7.37,,418,Serine protease inhibitor A3N,extracellular region|extracellular space|extracellular exosome|blood microparticle|,acute-phase response|negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,1,1,9690000,4.30%
-4.883,0.5,0.898,-4.155,-3.917,4.883,5.792,5.863,0.585,0.889,-0.5,-5.792,-0.305,-5.266,-4.804,-0.898,-5.863,0.305,-5.4,-4.973,4.155,-0.585,5.266,5.4,0.4,3.917,-0.889,4.804,4.973,-0.4,Q03734,Q03734,Serpina3m,1,47,23,12,Q03734,MOUSE,47234.5,54,32,32.4,419.26,195.01,,418,Serine protease inhibitor A3M,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,12,47,2.84E+10,31.80%
-5.202,0.049,1.476,-4.838,-5.121,5.202,5.119,5.858,0.408,0.125,-0.049,-5.119,1.036,-4.566,-4.463,-1.476,-5.858,-1.036,-5.318,-5.373,4.838,-0.408,4.566,5.318,-0.245,5.121,-0.125,4.463,5.373,0.245,P29621,P29621,Serpina3c,1,15,15,10,P29621|Q80X76,MOUSE,46936.4,40.7,32,32.5,213.56,124.36,,417,Serine protease inhibitor A3C,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,10,15,1.46E+09,29.70%
-5.044,1.141,1.691,-4.616,-5.218,5.044,5.57,6.255,0.446,-0.113,-1.141,-5.57,-0.481,-5.053,-5.563,-1.691,-6.255,0.481,-5.875,-6.223,4.616,-0.446,5.053,5.875,-0.556,5.218,0.113,5.563,6.223,0.556,Q8K182,Q8K182,C8a,1,180,43,43,Q8K182|A2A997|A2A998,MOUSE,67733.7,65.4,33,33.1,636.16,636.16,,587,Complement component C8 alpha chain,membrane attack complex|extracellular exosome|blood microparticle|,"complement activation|complement activation, alternative pathway|complement activation, classical pathway|cytolysis|",complement binding|protein complex binding|,43,180,1.91E+11,65.40%
-5.135,1.558,1.347,-5.386,-4.844,5.135,5.488,5.761,-0.411,0.249,-1.558,-5.488,0.374,-5.904,-5.351,-1.347,-5.761,-0.374,-6.105,-5.402,5.386,0.411,5.904,6.105,0.669,4.844,-0.249,5.351,5.402,-0.669,E9Q6D8,E9Q6D8,C6,1,118,40,40,E9Q6D8|Q91X70,MOUSE,108049.4,46.8,34,34.1,631.6,631.6,,931,Complement component 6,membrane attack complex|extracellular exosome|,in utero embryonic development|immune response|,,40,118,3.06E+10,46.80%
