id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,PlexesSearchedTogether_correct..126.126.127.128.129.130.131..NoBirA_6Combo.multimedian,PlexesSearchedTogether_correct..128.126.127.128.129.130.131..NoBirA_4Combo.multimedian,PlexesSearchedTogether_correct..129.126.127.128.129.130.131..NoBirA_5Combo.multimedian,PlexesSearchedTogether_correct..127.126.127.128.129.130.131..BirA.Cre_3Combo.multimedian,PlexesSearchedTogether_correct..130.126.127.128.129.130.131..BirA.Cre_2Combo.multimedian,PlexesSearchedTogether_correct..131.126.127.128.129.130.131..BirA.Cre_1Combo.multimedian,id.query,id.mapped,id.concat,id.1,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,PlexesSearchedTogether_correct.unique_peptides,PlexesSearchedTogether_correct.numSpectra,PlexesSearchedTogether_correct.totalIntensity,PlexesSearchedTogether_correct.pct_cov
Q8K0E8,0.679504976,0.794,3.178561445,-1.006,0.480998648,-0.751457233,3.706,-0.222,0.407,-0.294,2.35,-1.183,Q8K0E8,Fgb,Q8K0E8_Fgb,Q8K0E8,Fgb,1,380,52,52,Q8K0E8|F1MAV0|P02676,MOUSE,55436.4,79.6,23,23.1,855.45,855.45,,481,Fibrinogen beta chain,fibrinogen complex|extracellular space|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"cell-matrix adhesion|signal transduction|plasminogen activation|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|cellular protein complex assembly|cellular response to leptin stimulus|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-1|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|chaperone binding|receptor binding|cell adhesion molecule binding|",52,380,3.72E+11,79.6%
P19221,0.326571299,-0.140166667,9.212538985,0.583666667,0.119879825,1.811085576,-0.756,0.036,-0.576,0.521,-0.13,0.064,P19221,F2,P19221_F2,P19221,F2,1,554,50,50,P19221|H7BX99,MOUSE,71693.8,58.5,24,24.1,841.78,841.78,,618,Prothrombin,extracellular space|cytosol|extracellular matrix|extracellular exosome|blood microparticle|,positive regulation of protein phosphorylation|proteolysis|acute-phase response|cell surface receptor signaling pathway|positive regulation of cell proliferation|regulation of cell shape|response to wounding|regulation of gene expression|positive regulation of phosphatidylinositol 3-kinase signaling|response to inactivity|platelet activation|positive regulation of blood coagulation|positive regulation of cell growth|positive regulation of collagen biosynthetic process|fibrinolysis|negative regulation of proteolysis|negative regulation of astrocyte differentiation|positive regulation of release of sequestered calcium ion into cytosol|cytosolic calcium ion homeostasis|thrombin receptor signaling pathway|cellular response to mechanical stimulus|positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway|positive regulation of reactive oxygen species metabolic process|,serine-type endopeptidase activity|receptor binding|calcium ion binding|protein binding|peptidase activity|thrombospondin receptor activity|,50,554,1.59E+12,58.5%
Q60841,0.826430946,0.020833333,1.642123236,0.155,0.685153178,0.425682972,-0.439,-0.348,0.617,-0.21,0.26,0.245,Q60841,Reln,Q60841_Reln,Q60841,Reln,1,229,61,61,Q60841|Q60841-2|Q60841-3,MOUSE,394505.8,19.3,25,25.1,835.78,835.78,,3461,Reelin,proteinaceous extracellular matrix|extracellular space|cytoplasm|dendrite|,"cell morphogenesis involved in differentiation|neuron migration|proteolysis|cell adhesion|axon guidance|central nervous system development|brain development|learning|long-term memory|associative learning|glial cell differentiation|regulation of gene expression|positive regulation of neuron projection development|positive regulation of phosphatidylinositol 3-kinase signaling|dendrite development|cell migration|peptidyl-tyrosine phosphorylation|spinal cord patterning|ventral spinal cord development|hippocampus development|cerebral cortex tangential migration|layer formation in cerebral cortex|cerebral cortex development|forebrain development|positive regulation of TOR signaling|positive regulation of CREB transcription factor activity|protein localization to synapse|reelin-mediated signaling pathway|positive regulation of protein kinase activity|response to pain|positive regulation of peptidyl-tyrosine phosphorylation|regulation of behavior|regulation of synaptic transmission|positive regulation of small GTPase mediated signal transduction|positive regulation of synaptic transmission, glutamatergic|long-term synaptic potentiation|positive regulation of dendritic spine morphogenesis|positive regulation of protein tyrosine kinase activity|positive regulation of synapse maturation|postsynaptic density assembly|N-methyl-D-aspartate receptor clustering|postsynaptic density protein 95 clustering|receptor localization to synapse|lateral motor column neuron migration|positive regulation of long-term synaptic potentiation|positive regulation of lateral motor column neuron migration|regulation of N-methyl-D-aspartate selective glutamate receptor activity|positive regulation of excitatory postsynaptic membrane potential|positive regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity|",protein binding|serine-type peptidase activity|metal ion binding|lipoprotein particle receptor binding|very-low-density lipoprotein particle receptor binding|,61,229,20200000000,19.3%
E9PV24,0.594937809,0.712166667,4.218337904,-1.245,0.378587447,-0.950973016,3.877,-0.049,0.176,-0.495,1.919,-1.155,E9PV24,Fga,E9PV24_Fga,E9PV24,Fga,1,429,61,61,E9PV24|E9PV24-2|P02672|A5PJE3,MOUSE,88169.4,60.2,26,26.1,826.72,826.72,,789,Fibrinogen alpha chain,fibrinogen complex|extracellular space|rough endoplasmic reticulum|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"protein complex assembly|acute-phase response|cell-matrix adhesion|signal transduction|blood coagulation|plasminogen activation|response to estradiol|response to genistein|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|response to morphine|cellular protein complex assembly|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|response to cycloheximide|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-6|cellular response to organic cyclic compound|blood coagulation, common pathway|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|liver regeneration|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|cellular response to granulocyte colony-stimulating factor|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|receptor binding|cell adhesion molecule binding|",61,429,7.85E+11,60.2%
P26262,0.665648011,0.066666667,3.318740529,0.381333333,0.465721135,0.778667448,-1.047,-0.114,0.789,0.41,0.373,-0.011,P26262,Klkb1,P26262_Klkb1,P26262,Klkb1,1,478,49,49,P26262|P04187,MOUSE,73492.3,68.1,27,27.1,824.46,824.46,,638,Plasma kallikrein,extracellular space|extracellular exosome|,inflammatory response|blood coagulation|plasminogen activation|fibrinolysis|positive regulation of fibrinolysis|liver regeneration|,serine-type endopeptidase activity|,49,478,8.88E+11,68.1%
Q61702,0.337209389,-0.065166667,8.889614831,0.547666667,0.129133379,1.756575401,-0.847,0.01,-0.18,0.435,0.208,-0.017,Q61702,Itih1,Q61702_Itih1,Q61702,Itih1,1,420,47,2,Q61702,MOUSE,101521.5,50.8,28,28.1,820.26,31.83,,907,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,47,420,5.74E+11,50.8%
F8WJ05,0.925271487,0.287,0.767443878,-0.098666667,0.838022371,-0.218014178,,0.361,,0.613,0.265,-0.091,F8WJ05,Itih1,F8WJ05_Itih1,F8WJ05,Itih1,1,6,46,2,F8WJ05,MOUSE,102089.1,50.9,28,28.2,802.65,20.28,,911,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,2,6,1480000000,3.4%
E9PUU8,0.421402913,-0.261333333,6.950460226,0.599333333,0.201815249,1.432697118,-0.068,-0.165,-1.45,-0.03,0.153,-0.008,E9PUU8,NotFound,E9PUU8_NotFound,E9PUU8,Pkhd1l1,1,155,59,59,E9PUU8|Q80ZA4|F8WH29|Q80ZA4-2,MOUSE,469488.1,16.6,29,29.1,763.01,763.01,,4249,Fibrocystin-L,cilium|,,protein binding|,59,155,12200000000,16.6%
P42703,0.174473057,-0.028666667,15.49249992,1.138,0.028232544,2.873350405,-0.552,-0.351,-0.89,-0.22,0.796,1.045,P42703,Lifr,P42703_Lifr,P42703,Lifr,1,431,49,3,P42703,MOUSE,123883.7,40.1,30,30.1,755.34,45.04,,1092,Leukemia inhibitory factor receptor,plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|,leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|,49,431,9.03E+11,40.1%
P42703-2,0.432253305,0.759666667,6.731868024,-0.573333333,0.212233139,-1.395458935,0.675,1.476,0.988,-0.226,0.604,1.041,P42703,Lifr,P42703-2_Lifr,P42703-2,Lifr,1,26,47,2,P42703-2,MOUSE,82255.7,58.4,30,30.2,723.76,28,,1092,Isoform 2 of Leukemia inhibitory factor receptor,plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|,leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|,2,26,25200000000,3.7%
A0A0R4J0I1,0.589033005,-0.097666667,4.314597738,0.26,0.370288501,0.96771664,-0.599,-0.188,0.104,-0.097,0.151,0.043,A0A0R4J0I1,Serpina3k,A0A0R4J0I1_Serpina3k,A0A0R4J0I1,Serpina3k,1,1670,37,25,A0A0R4J0I1|P07759,MOUSE,46900.1,68.1,31,31.1,748.6,504.18,,418,MCG1051009,,,,37,1670,1.96E+13,68.1%
G3X8T9,0.595170996,-0.114166667,4.169833463,0.374333333,0.382839424,0.941238951,-0.223,0.352,-1.033,0.318,-0.048,-0.051,G3X8T9,Serpina3n,G3X8T9_Serpina3n,G3X8T9,Serpina3n,1,29,31,2,G3X8T9|Q6P4P1|D3Z451,MOUSE,46936.4,55.5,31,31.2,508.69,43.82,,418,"Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a",extracellular region|extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,2,29,31900000000,6.6%
Q91WP6,0.326571299,0.1692,9.299753637,-0.548,0.117496421,-1.885617813,0.263,0.733,,-0.078,0.077,-0.149,Q91WP6,NotFound,Q91WP6_NotFound,Q91WP6,Serpina3n,1,2,31,1,Q91WP6|Q5I2A0|F2Z405,MOUSE,46888.3,55.9,31,31.3,493.68,13.01,,418,Serine protease inhibitor A3N,extracellular region|extracellular space|extracellular exosome|blood microparticle|,acute-phase response|negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,1,2,21000000,4.3%
Q03734,0.623538023,0.424,3.734616673,-0.306666667,0.423192861,-0.859121986,0.455,0.095,1.182,0.52,0.339,-0.047,Q03734,Serpina3m,Q03734_Serpina3m,Q03734,Serpina3m,1,102,29,16,Q03734,MOUSE,47234.5,58.8,31,31.4,507.95,239.1,,418,Serine protease inhibitor A3M,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,16,102,71600000000,39.2%
P29621,0.314778944,-0.2374,9.730394494,0.514333333,0.106404636,1.96265289,-0.619,-0.473,,-0.077,-0.127,0.109,P29621,Serpina3c,P29621_Serpina3c,P29621,Serpina3c,1,24,16,10,P29621|Q80X76,MOUSE,46936.4,41,31,31.5,237.16,131.54,,417,Serine protease inhibitor A3C,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,10,24,1830000000,29.7%
D3Z450,0.229655912,0.29,12.61103794,-0.641666667,0.054814595,-2.488614082,0.766,0.584,,-0.055,0.073,0.082,D3Z450,Serpina3i,D3Z450_Serpina3i,D3Z450,Serpina3i,1,7,6,3,D3Z450,MOUSE,45964.2,12,31,31.6,54.5,19.93,,408,"Serine (or cysteine) peptidase inhibitor, clade A, member 3I",extracellular space|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,3,7,2250000000,8.3%
A0A0R4J038,0.232324458,-0.118666667,12.17637344,0.604,0.060584657,2.302281866,-0.742,-0.125,-0.395,0.35,0.192,0.008,A0A0R4J038,Kng1,A0A0R4J038_Kng1,A0A0R4J038,Kng1,1,536,42,8,A0A0R4J038|D3YTY9|O08677|O08677-3|B99909|P01044|P01045,MOUSE,74183.9,51.5,32,32.1,742.38,151.88,,661,Kininogen-1,,,,42,536,3.97E+12,51.5%
O08677-2,0.4346842,0.1615,6.603355627,-0.465,0.218607188,-1.373488224,0.008,1.022,0.152,0.077,-0.269,-0.021,O08677,Kng1,O08677-2_Kng1,O08677-2,Kng1,1,39,33,3,O08677-2,MOUSE,48981.4,64.3,32,32.2,591.75,35.5,,661,Isoform LMW of Kininogen-1,extracellular space|cytosol|extracellular exosome|blood microparticle|,inflammatory response|blood coagulation|negative regulation of endopeptidase activity|vasodilation|,cysteine-type endopeptidase inhibitor activity|receptor binding|,3,39,50100000000,6.2%
Q6S9I3,0.702114845,0.0385,2.87354723,0.229666667,0.515994743,0.689792018,-0.645,0.21,0.206,0.465,0.015,-0.02,Q6S9I3,Kng2,Q6S9I3_Kng2,Q6S9I3,Kng2,1,163,32,25,Q6S9I3|Q6S9I2|E0CYI5,MOUSE,72355.1,37.1,32,32.3,505.69,421.91,,644,HMW kininogen-II,extracellular space|cytosol|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|,cysteine-type endopeptidase inhibitor activity|receptor binding|,25,163,98600000000,35.2%
Q61129,0.51337052,-0.060166667,5.432267242,0.327666667,0.286268311,1.169410002,-0.631,-0.215,0.174,0.102,0.187,0.022,Q61129,Cfi,Q61129_Cfi,Q61129,Cfi,1,416,42,42,Q61129,MOUSE,69541.5,59.8,33,33.1,732.18,732.18,,603,Complement factor I,extracellular space|membrane|extracellular exosome|,"proteolysis|receptor-mediated endocytosis|complement activation, classical pathway|innate immune response|",serine-type endopeptidase activity|scavenger receptor activity|metal ion binding|,42,416,7.73E+11,59.8%
Q00623,0.343967985,-0.1435,8.636023596,0.622333333,0.136898169,1.715847738,-1.171,-0.132,-0.061,0.324,0.158,0.021,Q00623,Apoa1,Q00623_Apoa1,Q00623,Apoa1,1,1753,44,44,Q00623,MOUSE,30615,81.4,34,34.1,730.74,730.74,,264,Apolipoprotein A-I,extracellular region|extracellular space|nucleus|cytosol|cell surface|endocytic vesicle|cytoplasmic vesicle|very-low-density lipoprotein particle|high-density lipoprotein particle|discoidal high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,regulation of protein phosphorylation|endothelial cell proliferation|negative regulation of cytokine secretion involved in immune response|phospholipid metabolic process|phosphatidylcholine biosynthetic process|cholesterol biosynthetic process|G-protein coupled receptor signaling pathway|integrin-mediated signaling pathway|response to nutrient|cholesterol metabolic process|glucocorticoid metabolic process|negative regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|negative regulation of very-low-density lipoprotein particle remodeling|protein oxidation|peptidyl-methionine modification|triglyceride catabolic process|lipid storage|regulation of intestinal cholesterol absorption|cholesterol transport|adrenal gland development|organ regeneration|regulation of Cdc42 protein signal transduction|cholesterol efflux|phospholipid efflux|negative regulation of heterotypic cell-cell adhesion|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|positive regulation of Rho protein signal transduction|lipoprotein biosynthetic process|response to drug|cholesterol homeostasis|blood vessel endothelial cell migration|response to estrogen|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|negative regulation of interleukin-1 beta secretion|negative regulation of inflammatory response|protein stabilization|negative chemotaxis|positive regulation of lipoprotein lipase activity|vitamin transport|positive regulation of hydrolase activity|negative regulation of hydrolase activity|positive regulation of stress fiber assembly|phospholipid homeostasis|negative regulation of lipase activity|negative regulation of cell adhesion molecule production|negative regulation of response to cytokine stimulus|triglyceride homeostasis|cholesterol import|positive regulation of substrate adhesion-dependent cell spreading|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|phospholipid transporter activity|high-density lipoprotein particle binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|apolipoprotein receptor binding|apolipoprotein A-I receptor binding|identical protein binding|chemorepellent activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|lipoprotein particle binding|cholesterol transporter activity|,44,1753,3.05E+14,81.4%
P20029,0.284070507,-0.181,10.57267561,0.560666667,0.087646068,2.035402588,-0.661,-0.042,-0.681,0.275,0.054,-0.031,P20029,Hspa5,P20029_Hspa5,P20029,Hspa5,1,339,46,43,P20029,MOUSE,72534.8,57.7,35,35.1,726.45,687.53,,655,78 kDa glucose-regulated protein,extracellular region|nucleus|mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|smooth endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|plasma membrane|focal adhesion|cell surface|membrane|integral component of endoplasmic reticulum membrane|midbody|endoplasmic reticulum chaperone complex|melanosome|myelin sheath|extracellular exosome|COP9 signalosome|,ER overload response|activation of signaling protein activity involved in unfolded protein response|cerebellum structural organization|cerebellar Purkinje cell layer development|substantia nigra development|positive regulation of cell migration|negative regulation of transforming growth factor beta receptor signaling pathway|positive regulation of protein ubiquitination|response to endoplasmic reticulum stress|maintenance of protein localization in endoplasmic reticulum|positive regulation of embryonic development|cellular response to glucose starvation|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|cellular response to antibiotic|cellular response to interleukin-4|toxin transport|,glycoprotein binding|protein binding|ATP binding|ATPase activity|enzyme binding|protein domain specific binding|ubiquitin protein ligase binding|ribosome binding|unfolded protein binding|misfolded protein binding|,46,339,2.57E+11,57.7%
