id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Amanda_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Amanda_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Amanda_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Amanda_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Amanda_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Amanda_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase.unique_peptides,Amanda_newDatabase.numSpectra,Amanda_newDatabase.totalIntensity,Amanda_newDatabase.pct_cov
Q61702,0.000165321,-0.978,43.50208158,4.383333333,4.4647E-05,8.920951074,-4.045,-2.463,-3.001,1.583,1.151,0.907,Q61702,Itih1,Q61702_Itih1,Q61702,Itih1,1,218,47,2,Q61702,MOUSE,101521.5,50.8,24,24.1,763.37,29.72,,907,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,47,218,2.78E+11,50.8%
F8WJ05,0.000644681,-0.505,33.85253581,4.879166667,0.000411857,7.023012111,-4.435,-2.43,,1.897,1.502,0.941,F8WJ05,Itih1,F8WJ05_Itih1,F8WJ05,Itih1,1,4,46,2,F8WJ05,MOUSE,102089.1,50.9,24,24.2,747.87,18.52,,911,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,2,4,497000000,4.0%
P26262,0.000498005,-0.838166667,35.17285784,4.243,0.000303888,6.59244929,-4.353,-2.58,-1.946,1.574,1.369,0.907,P26262,Klkb1,P26262_Klkb1,P26262,Klkb1,1,242,45,45,P26262|P04187,MOUSE,73492.3,65.8,25,25.1,751.27,751.27,,638,Plasma kallikrein,extracellular space|extracellular exosome|,inflammatory response|blood coagulation|plasminogen activation|fibrinolysis|positive regulation of fibrinolysis|liver regeneration|,serine-type endopeptidase activity|,45,242,3.83E+11,65.8%
Q00623,0.00017017,-1.026,43.09286048,4.468666667,4.90585E-05,8.792581365,-4.256,-2.585,-2.94,1.498,1.186,0.941,Q00623,Apoa1,Q00623_Apoa1,Q00623,Apoa1,1,746,44,44,Q00623,MOUSE,30615,81.4,26,26.1,706.1,706.1,,264,Apolipoprotein A-I,extracellular region|extracellular space|nucleus|cytosol|cell surface|endocytic vesicle|cytoplasmic vesicle|very-low-density lipoprotein particle|high-density lipoprotein particle|discoidal high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,regulation of protein phosphorylation|endothelial cell proliferation|negative regulation of cytokine secretion involved in immune response|phospholipid metabolic process|phosphatidylcholine biosynthetic process|cholesterol biosynthetic process|G-protein coupled receptor signaling pathway|integrin-mediated signaling pathway|response to nutrient|cholesterol metabolic process|glucocorticoid metabolic process|negative regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|negative regulation of very-low-density lipoprotein particle remodeling|protein oxidation|peptidyl-methionine modification|triglyceride catabolic process|lipid storage|regulation of intestinal cholesterol absorption|cholesterol transport|adrenal gland development|organ regeneration|regulation of Cdc42 protein signal transduction|cholesterol efflux|phospholipid efflux|negative regulation of heterotypic cell-cell adhesion|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|positive regulation of Rho protein signal transduction|lipoprotein biosynthetic process|response to drug|cholesterol homeostasis|blood vessel endothelial cell migration|response to estrogen|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|negative regulation of interleukin-1 beta secretion|negative regulation of inflammatory response|protein stabilization|negative chemotaxis|positive regulation of lipoprotein lipase activity|vitamin transport|positive regulation of hydrolase activity|negative regulation of hydrolase activity|positive regulation of stress fiber assembly|phospholipid homeostasis|negative regulation of lipase activity|negative regulation of cell adhesion molecule production|negative regulation of response to cytokine stimulus|triglyceride homeostasis|cholesterol import|positive regulation of substrate adhesion-dependent cell spreading|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|phospholipid transporter activity|high-density lipoprotein particle binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|apolipoprotein receptor binding|apolipoprotein A-I receptor binding|identical protein binding|chemorepellent activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|lipoprotein particle binding|cholesterol transporter activity|,44,746,1.3E+14,81.4%
E9PV24,0.092823099,-0.266666667,10.63157886,2.572,0.086465352,2.002109799,1.142,-2.806,-2.994,0.544,2.786,-0.272,E9PV24,Fga,E9PV24_Fga,E9PV24,Fga,1,214,53,53,E9PV24|E9PV24-2|P02672|A5PJE3,MOUSE,88169.4,55.5,27,27.1,705.71,705.71,,789,Fibrinogen alpha chain,fibrinogen complex|extracellular space|rough endoplasmic reticulum|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"protein complex assembly|acute-phase response|cell-matrix adhesion|signal transduction|blood coagulation|plasminogen activation|response to estradiol|response to genistein|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|response to morphine|cellular protein complex assembly|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|response to cycloheximide|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-6|cellular response to organic cyclic compound|blood coagulation, common pathway|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|liver regeneration|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|cellular response to granulocyte colony-stimulating factor|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|receptor binding|cell adhesion molecule binding|",53,214,3.65E+11,55.5%
Q61129,0.000145021,-1.026,48.83044196,4.285333333,1.30905E-05,10.74768744,-3.778,-2.701,-3.027,1.242,1.171,0.937,Q61129,Cfi,Q61129_Cfi,Q61129,Cfi,1,209,41,41,Q61129,MOUSE,69541.5,59.8,28,28.1,695.91,695.91,,603,Complement factor I,extracellular space|membrane|extracellular exosome|,"proteolysis|receptor-mediated endocytosis|complement activation, classical pathway|innate immune response|",serine-type endopeptidase activity|scavenger receptor activity|metal ion binding|,41,209,3.41E+11,59.8%
P20029,0.000148189,-1.0485,46.13216611,4.351666667,2.4366E-05,9.785277429,-3.739,-2.458,-3.476,1.428,1.072,0.882,P20029,Hspa5,P20029_Hspa5,P20029,Hspa5,1,179,44,41,P20029,MOUSE,72534.8,54.5,29,29.1,674.84,638.53,,655,78 kDa glucose-regulated protein,extracellular region|nucleus|mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|smooth endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|plasma membrane|focal adhesion|cell surface|membrane|integral component of endoplasmic reticulum membrane|midbody|endoplasmic reticulum chaperone complex|melanosome|myelin sheath|extracellular exosome|COP9 signalosome|,ER overload response|activation of signaling protein activity involved in unfolded protein response|cerebellum structural organization|cerebellar Purkinje cell layer development|substantia nigra development|positive regulation of cell migration|negative regulation of transforming growth factor beta receptor signaling pathway|positive regulation of protein ubiquitination|response to endoplasmic reticulum stress|maintenance of protein localization in endoplasmic reticulum|positive regulation of embryonic development|cellular response to glucose starvation|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|cellular response to antibiotic|cellular response to interleukin-4|toxin transport|,glycoprotein binding|protein binding|ATP binding|ATPase activity|enzyme binding|protein domain specific binding|ubiquitin protein ligase binding|ribosome binding|unfolded protein binding|misfolded protein binding|,44,179,1.25E+11,54.5%
P63017,0.000357489,-0.6535,37.03307364,3.193,0.000198013,7.064406981,-3.065,-1.668,-2.017,1.167,0.78,0.882,P63017,Hspa8,P63017_Hspa8,P63017,Hspa8,1,26,19,16,P63017|Q504P4|P17156|P16627|P17879|Q61696,MOUSE,71098,27.8,29,29.2,215.7,179.39,,646,Heat shock cognate 71 kDa protein,Prp19 complex|extracellular space|intracellular|nucleus|spliceosomal complex|nucleolus|cytosol|plasma membrane|focal adhesion|membrane|ribonucleoprotein complex|melanosome|myelin sheath|extracellular exosome|blood microparticle|ubiquitin ligase complex|,"transcription, DNA-templated|mRNA processing|protein folding|RNA splicing|protein refolding|negative regulation of transcription, DNA-templated|ATP metabolic process|positive regulation of mRNA splicing, via spliceosome|chaperone mediated protein folding requiring cofactor|regulation of cell cycle|clathrin coat disassembly|negative regulation of fibril organization|","G-protein coupled receptor binding|protein binding|ATP binding|ATPase activity|enzyme binding|MHC class II protein complex binding|heat shock protein binding|ubiquitin protein ligase binding|ATPase activity, coupled|poly(A) RNA binding|unfolded protein binding|C3HC4-type RING finger domain binding|",16,26,635000000,25.0%
A0A0R4J038,0.000145021,-1.091,48.72816442,4.584,1.34024E-05,10.70972217,-3.849,-2.681,-3.619,1.478,1.195,0.93,A0A0R4J038,Kng1,A0A0R4J038_Kng1,A0A0R4J038,Kng1,1,255,37,32,A0A0R4J038|O08677|D3YTY9|O08677-3|B99909|P01044|P01045,MOUSE,74183.9,51.5,30,30.1,651.49,583.81,,661,Kininogen-1,,,,37,255,1.69E+12,51.5%
Q6S9I0,0.000153199,-1.077833333,45.47026648,4.519666667,2.83774E-05,9.561170594,-3.705,-2.518,-3.79,1.646,1,0.9,Q6S9I0,Kng2,Q6S9I0_Kng2,Q6S9I0,Kng2,1,86,28,24,Q6S9I0|Q6S9I3|Q6S9I2|E0CYI5,MOUSE,48970.3,56.5,30,30.2,458.75,399.07,,433,Kininogen 2,extracellular space|cytosol|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|,cysteine-type endopeptidase inhibitor activity|receptor binding|,24,86,50700000000,51.9%
P06683,0.000145021,-1.177333333,50.67179116,4.605333333,8.56684E-06,11.45229959,-4.001,-2.884,-3.555,1.181,1.26,0.935,P06683,C9,P06683_C9,P06683,C9,1,169,41,41,A0A0R4J032|P06683,MOUSE,63256.4,65.5,31,31.1,648.47,648.47,,548,Complement component C9,membrane attack complex|cytoplasm|plasma membrane|extracellular exosome|blood microparticle|,"complement activation, alternative pathway|complement activation, classical pathway|cytolysis|",,41,169,2.51E+11,65.5%
A0A0R4J0I1,0.000145021,-1.052833333,49.30654731,4.239,1.17313E-05,10.92601531,-3.753,-2.719,-3.045,1.082,1.139,0.979,A0A0R4J0I1,Serpina3k,A0A0R4J0I1_Serpina3k,A0A0R4J0I1,Serpina3k,1,791,32,22,A0A0R4J0I1|P07759,MOUSE,46900.1,66.5,32,32.1,637.37,432.25,,418,MCG1051009,,,,32,791,9.45E+12,66.5%
G3X8T9,0.000254442,-1.043833333,39.67848803,4.249,0.000107684,7.780889651,-3.078,-2.224,-4.203,1.398,0.968,0.876,G3X8T9,Serpina3n,G3X8T9_Serpina3n,G3X8T9,Serpina3n,1,14,30,2,G3X8T9|Q6P4P1|D3Z451,MOUSE,46936.4,53.8,32,32.2,473.66,43.82,,418,"Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a",extracellular region|extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,2,14,13400000000,6.6%
Q91WP6,0.00046422,-0.2916,35.53250333,3.213166667,0.000279737,7.537164493,-2.555,-1.884,,1.016,1.175,0.79,Q91WP6,NotFound,Q91WP6_NotFound,Q91WP6,Serpina3n,1,1,30,1,Q91WP6|Q5I2A0|F2Z405,MOUSE,46888.3,54.3,32,32.3,451.23,7.37,,418,Serine protease inhibitor A3N,extracellular region|extracellular space|extracellular exosome|blood microparticle|,acute-phase response|negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,1,1,9690000,4.3%
Q03734,0.000213663,-0.474333333,40.93265907,3.572,8.06741E-05,8.140565891,-2.785,-2.352,-1.644,1.724,1.324,0.887,Q03734,Serpina3m,Q03734_Serpina3m,Q03734,Serpina3m,1,47,23,12,Q03734,MOUSE,47234.5,54,32,32.4,419.26,195.01,,418,Serine protease inhibitor A3M,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,12,47,28400000000,31.8%
P29621,0.000233281,-0.6604,40.28980975,4.242666667,9.35447E-05,9.168991867,-3.706,-2.706,,1.164,0.905,1.041,P29621,Serpina3c,P29621_Serpina3c,P29621,Serpina3c,1,15,15,10,P29621|Q80X76,MOUSE,46936.4,40.7,32,32.5,213.56,124.36,,417,Serine protease inhibitor A3C,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,10,15,1460000000,29.7%
Q8K182,0.000145021,-1.000333333,52.28239889,4.36,5.91235E-06,12.10278611,-3.577,-3.012,-2.952,1.229,0.918,1.392,Q8K182,C8a,Q8K182_C8a,Q8K182,C8a,1,180,43,43,Q8K182|A2A997|A2A998,MOUSE,67733.7,65.4,33,33.1,636.16,636.16,,587,Complement component C8 alpha chain,membrane attack complex|extracellular exosome|blood microparticle|,"complement activation|complement activation, alternative pathway|complement activation, classical pathway|cytolysis|",complement binding|protein complex binding|,43,180,1.91E+11,65.4%
E9Q6D8,0.00014804,-0.887833333,46.97890242,4.299666667,2.00498E-05,10.07869551,-3.634,-2.882,-2.597,1.163,1.708,0.915,E9Q6D8,NotFound,E9Q6D8_NotFound,E9Q6D8,C6,1,118,40,40,E9Q6D8|Q91X70,MOUSE,108049.4,46.8,34,34.1,631.6,631.6,,931,Complement component 6,membrane attack complex|extracellular exosome|,in utero embryonic development|immune response|,,40,118,30600000000,46.8%
P42703,0.000165321,-1.095,43.90008226,5.392666667,4.07373E-05,9.047338037,-3.607,-2.894,-4.873,0.929,1.798,2.077,P42703,Lifr,P42703_Lifr,P42703,Lifr,1,207,42,3,P42703,MOUSE,123883.7,36.5,35,35.1,627.03,35.48,,1092,Leukemia inhibitory factor receptor,plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|,leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|,42,207,3.54E+11,36.5%
P42703-2,0.000673015,-0.2905,33.60687335,3.690333333,0.000435826,6.213984009,-2.223,-1.077,-3.107,0.915,1.793,1.956,P42703,Lifr,P42703-2_Lifr,P42703-2,Lifr,1,11,40,2,P42703-2,MOUSE,82255.7,52.9,35,35.2,604.54,35.46,,1092,Isoform 2 of Leukemia inhibitory factor receptor,plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|,leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|,2,11,10200000000,3.7%
E9PUU8,0.000265003,-1.2815,39.15627513,4.743666667,0.000121443,7.635021006,-3.239,-2.689,-5.032,1.161,1.196,0.914,E9PUU8,NotFound,E9PUU8_NotFound,E9PUU8,Pkhd1l1,1,80,49,49,E9PUU8|Q80ZA4|F8WH29|Q80ZA4-2,MOUSE,469488.1,13.3,36,36.1,620.9,620.9,,4249,Fibrocystin-L,cilium|,,protein binding|,49,80,6570000000,13.3%
Q07968,0.000148189,-0.923333333,46.65337012,4.065333333,2.16104E-05,9.964983085,-3.6,-2.801,-2.467,1.157,1.256,0.915,Q07968,F13b,Q07968_F13b,Q07968,F13b,1,179,39,39,Q07968,MOUSE,78476.1,54.4,37,37.1,599.4,599.4,,669,Coagulation factor XIII B chain,extracellular region|,blood coagulation|,,39,179,1.51E+11,54.4%
P01872,0.000145021,-0.837666667,48.69852881,4.333333333,1.34942E-05,10.698744,-3.234,-2.882,-2.897,1.081,1.974,0.932,P01872,NotFound,P01872_NotFound,P01872,Ighm,1,221,36,35,P01872|P01872-2|P04221,MOUSE,50655.7,61.8,38,38.1,592.48,572.81,,454,Ig mu chain C region,"extracellular space|plasma membrane|external side of plasma membrane|integral component of membrane|B cell receptor complex|immunoglobulin complex, circulating|perinuclear region of cytoplasm|",activation of MAPK activity|humoral immune response mediated by circulating immunoglobulin|immunoglobulin mediated immune response|antigen processing and presentation|positive regulation of B cell proliferation|positive regulation of MAPK cascade|early endosome to late endosome transport|positive regulation of endocytosis|positive regulation of peptidyl-tyrosine phosphorylation|defense response to Gram-negative bacterium|B cell receptor signaling pathway|positive regulation of B cell activation|,antigen binding|transmembrane signaling receptor activity|protein binding|immunoglobulin receptor binding|identical protein binding|,36,221,7.84E+11,61.8%
