id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Amanda_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Amanda_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Amanda_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Amanda_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Amanda_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Amanda_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase.unique_peptides,Amanda_newDatabase.numSpectra,Amanda_newDatabase.totalIntensity,Amanda_newDatabase.pct_cov
Q61702,0.51497654,-0.020416667,5.339632573,0.3935,0.292439978,1.154776396,-0.8435,0.062,0.13,0.404,0.138,-0.013,Q61702,Itih1,Q61702_Itih1,Q61702,Itih1,1,218,47,2,Q61702,MOUSE,101521.5,50.8,24,24.1,763.37,29.72,,907,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,47,218,2.78E+11,50.8%
F8WJ05,0.32515976,0.0179,9.584747581,0.978583333,0.11003358,1.948882458,-1.2335,0.095,,0.718,0.489,0.021,F8WJ05,Itih1,F8WJ05_Itih1,F8WJ05,Itih1,1,4,46,2,F8WJ05,MOUSE,102089.1,50.9,24,24.2,747.87,18.52,,911,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,2,4,497000000,4.0%
P26262,0.817095546,0.119416667,1.624960063,0.253166667,0.687866238,0.42215907,-1.1515,-0.055,1.185,0.395,0.356,-0.013,P26262,Klkb1,P26262_Klkb1,P26262,Klkb1,1,242,45,45,P26262|P04187,MOUSE,73492.3,65.8,25,25.1,751.27,751.27,,638,Plasma kallikrein,extracellular space|extracellular exosome|,inflammatory response|blood coagulation|plasminogen activation|fibrinolysis|positive regulation of fibrinolysis|liver regeneration|,serine-type endopeptidase activity|,45,242,3.83E+11,65.8%
Q00623,0.477427431,-0.068416667,5.983538842,0.478833333,0.252142536,1.269248579,-1.0545,-0.06,0.191,0.319,0.173,0.021,Q00623,Apoa1,Q00623_Apoa1,Q00623,Apoa1,1,746,44,44,Q00623,MOUSE,30615,81.4,26,26.1,706.1,706.1,,264,Apolipoprotein A-I,extracellular region|extracellular space|nucleus|cytosol|cell surface|endocytic vesicle|cytoplasmic vesicle|very-low-density lipoprotein particle|high-density lipoprotein particle|discoidal high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,regulation of protein phosphorylation|endothelial cell proliferation|negative regulation of cytokine secretion involved in immune response|phospholipid metabolic process|phosphatidylcholine biosynthetic process|cholesterol biosynthetic process|G-protein coupled receptor signaling pathway|integrin-mediated signaling pathway|response to nutrient|cholesterol metabolic process|glucocorticoid metabolic process|negative regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|negative regulation of very-low-density lipoprotein particle remodeling|protein oxidation|peptidyl-methionine modification|triglyceride catabolic process|lipid storage|regulation of intestinal cholesterol absorption|cholesterol transport|adrenal gland development|organ regeneration|regulation of Cdc42 protein signal transduction|cholesterol efflux|phospholipid efflux|negative regulation of heterotypic cell-cell adhesion|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|positive regulation of Rho protein signal transduction|lipoprotein biosynthetic process|response to drug|cholesterol homeostasis|blood vessel endothelial cell migration|response to estrogen|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|negative regulation of interleukin-1 beta secretion|negative regulation of inflammatory response|protein stabilization|negative chemotaxis|positive regulation of lipoprotein lipase activity|vitamin transport|positive regulation of hydrolase activity|negative regulation of hydrolase activity|positive regulation of stress fiber assembly|phospholipid homeostasis|negative regulation of lipase activity|negative regulation of cell adhesion molecule production|negative regulation of response to cytokine stimulus|triglyceride homeostasis|cholesterol import|positive regulation of substrate adhesion-dependent cell spreading|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|phospholipid transporter activity|high-density lipoprotein particle binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|apolipoprotein receptor binding|apolipoprotein A-I receptor binding|identical protein binding|chemorepellent activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|lipoprotein particle binding|cholesterol transporter activity|,44,746,1.3E+14,81.4%
E9PV24,0.586005351,0.690916667,4.387134178,-1.417833333,0.364155256,-0.983101339,4.3435,-0.281,0.137,-0.635,1.773,-1.192,E9PV24,Fga,E9PV24_Fga,E9PV24,Fga,1,214,53,53,E9PV24|E9PV24-2|P02672|A5PJE3,MOUSE,88169.4,55.5,27,27.1,705.71,705.71,,789,Fibrinogen alpha chain,fibrinogen complex|extracellular space|rough endoplasmic reticulum|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"protein complex assembly|acute-phase response|cell-matrix adhesion|signal transduction|blood coagulation|plasminogen activation|response to estradiol|response to genistein|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|response to morphine|cellular protein complex assembly|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|response to cycloheximide|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-6|cellular response to organic cyclic compound|blood coagulation, common pathway|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|liver regeneration|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|cellular response to granulocyte colony-stimulating factor|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|receptor binding|cell adhesion molecule binding|",53,214,3.65E+11,55.5%
Q61129,0.520433101,-0.068416667,5.237086584,0.2955,0.299427264,1.135779462,-0.5765,-0.176,0.104,0.063,0.158,0.017,Q61129,Cfi,Q61129_Cfi,Q61129,Cfi,1,209,41,41,Q61129,MOUSE,69541.5,59.8,28,28.1,695.91,695.91,,603,Complement factor I,extracellular space|membrane|extracellular exosome|,"proteolysis|receptor-mediated endocytosis|complement activation, classical pathway|innate immune response|",serine-type endopeptidase activity|scavenger receptor activity|metal ion binding|,41,209,3.41E+11,59.8%
P20029,0.434899442,-0.090916667,6.774949696,0.361833333,0.210138211,1.403406326,-0.5375,0.067,-0.345,0.249,0.059,-0.038,P20029,Hspa5,P20029_Hspa5,P20029,Hspa5,1,179,44,41,P20029,MOUSE,72534.8,54.5,29,29.1,674.84,638.53,,655,78 kDa glucose-regulated protein,extracellular region|nucleus|mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|smooth endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|plasma membrane|focal adhesion|cell surface|membrane|integral component of endoplasmic reticulum membrane|midbody|endoplasmic reticulum chaperone complex|melanosome|myelin sheath|extracellular exosome|COP9 signalosome|,ER overload response|activation of signaling protein activity involved in unfolded protein response|cerebellum structural organization|cerebellar Purkinje cell layer development|substantia nigra development|positive regulation of cell migration|negative regulation of transforming growth factor beta receptor signaling pathway|positive regulation of protein ubiquitination|response to endoplasmic reticulum stress|maintenance of protein localization in endoplasmic reticulum|positive regulation of embryonic development|cellular response to glucose starvation|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|cellular response to antibiotic|cellular response to interleukin-4|toxin transport|,glycoprotein binding|protein binding|ATP binding|ATPase activity|enzyme binding|protein domain specific binding|ubiquitin protein ligase binding|ribosome binding|unfolded protein binding|misfolded protein binding|,44,179,1.25E+11,54.5%
P63017,0.221392282,0.304083333,13.36836597,-0.796833333,0.046042978,-2.508604424,0.1365,0.857,1.114,-0.012,-0.233,-0.038,P63017,Hspa8,P63017_Hspa8,P63017,Hspa8,1,26,19,16,P63017|Q504P4|P17156|P16627|P17879|Q61696,MOUSE,71098,27.8,29,29.2,215.7,179.39,,646,Heat shock cognate 71 kDa protein,Prp19 complex|extracellular space|intracellular|nucleus|spliceosomal complex|nucleolus|cytosol|plasma membrane|focal adhesion|membrane|ribonucleoprotein complex|melanosome|myelin sheath|extracellular exosome|blood microparticle|ubiquitin ligase complex|,"transcription, DNA-templated|mRNA processing|protein folding|RNA splicing|protein refolding|negative regulation of transcription, DNA-templated|ATP metabolic process|positive regulation of mRNA splicing, via spliceosome|chaperone mediated protein folding requiring cofactor|regulation of cell cycle|clathrin coat disassembly|negative regulation of fibril organization|","G-protein coupled receptor binding|protein binding|ATP binding|ATPase activity|enzyme binding|MHC class II protein complex binding|heat shock protein binding|ubiquitin protein ligase binding|ATPase activity, coupled|poly(A) RNA binding|unfolded protein binding|C3HC4-type RING finger domain binding|",16,26,635000000,25.0%
A0A0R4J038,0.232788104,-0.133416667,12.97639425,0.594166667,0.050391882,2.441966091,-0.6475,-0.156,-0.488,0.299,0.182,0.01,A0A0R4J038,Kng1,A0A0R4J038_Kng1,A0A0R4J038,Kng1,1,255,37,32,A0A0R4J038|O08677|D3YTY9|O08677-3|B99909|P01044|P01045,MOUSE,74183.9,51.5,30,30.1,651.49,583.81,,661,Kininogen-1,,,,37,255,1.69E+12,51.5%
Q6S9I0,0.331936472,-0.12025,9.248553061,0.529833333,0.118889827,1.818767709,-0.5035,0.007,-0.659,0.467,-0.013,-0.02,Q6S9I0,Kng2,Q6S9I0_Kng2,Q6S9I0,Kng2,1,86,28,24,Q6S9I0|Q6S9I3|Q6S9I2|E0CYI5,MOUSE,48970.3,56.5,30,30.2,458.75,399.07,,433,Kininogen 2,extracellular space|cytosol|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|,cysteine-type endopeptidase inhibitor activity|receptor binding|,24,86,50700000000,51.9%
P06683,0.214239872,-0.21975,13.73262897,0.6155,0.042338659,2.570838259,-0.7995,-0.359,-0.424,0.002,0.247,0.015,P06683,C9,P06683_C9,P06683,C9,1,169,41,41,A0A0R4J032|P06683,MOUSE,63256.4,65.5,31,31.1,648.47,648.47,,548,Complement component C9,membrane attack complex|cytoplasm|plasma membrane|extracellular exosome|blood microparticle|,"complement activation, alternative pathway|complement activation, classical pathway|cytolysis|",,41,169,2.51E+11,65.5%
A0A0R4J0I1,0.592000093,-0.09525,4.316900533,0.249166667,0.370092212,0.96883458,-0.5515,-0.194,0.086,-0.097,0.126,0.059,A0A0R4J0I1,Serpina3k,A0A0R4J0I1_Serpina3k,A0A0R4J0I1,Serpina3k,1,791,32,22,A0A0R4J0I1|P07759,MOUSE,46900.1,66.5,32,32.1,637.37,432.25,,418,MCG1051009,,,,32,791,9.45E+12,66.5%
G3X8T9,0.742574146,-0.08625,2.566754009,0.259166667,0.553763847,0.627616735,0.1235,0.301,-1.072,0.219,-0.045,-0.044,G3X8T9,Serpina3n,G3X8T9_Serpina3n,G3X8T9,Serpina3n,1,14,30,2,G3X8T9|Q6P4P1|D3Z451,MOUSE,46936.4,53.8,32,32.2,473.66,43.82,,418,"Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a",extracellular region|extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,2,14,13400000000,6.6%
Q91WP6,0.232788104,0.2313,13.00805394,-0.687416667,0.050025865,-2.571416049,0.6465,0.641,,-0.163,0.162,-0.13,Q91WP6,NotFound,Q91WP6_NotFound,Q91WP6,Serpina3n,1,1,30,1,Q91WP6|Q5I2A0|F2Z405,MOUSE,46888.3,54.3,32,32.3,451.23,7.37,,418,Serine protease inhibitor A3N,extracellular region|extracellular space|extracellular exosome|blood microparticle|,acute-phase response|negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,1,1,9690000,4.3%
Q03734,0.573179417,0.48325,4.571160997,-0.417833333,0.349046992,-1.017002536,0.4165,0.173,1.487,0.545,0.311,-0.033,Q03734,Serpina3m,Q03734_Serpina3m,Q03734,Serpina3m,1,47,23,12,Q03734,MOUSE,47234.5,54,32,32.4,419.26,195.01,,418,Serine protease inhibitor A3M,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,12,47,28400000000,31.8%
P29621,0.48709819,-0.1375,5.78351239,0.342083333,0.264027255,1.258000577,-0.5045,-0.181,,-0.015,-0.108,0.121,P29621,Serpina3c,P29621_Serpina3c,P29621,Serpina3c,1,15,15,10,P29621|Q80X76,MOUSE,46936.4,40.7,32,32.5,213.56,124.36,,417,Serine protease inhibitor A3C,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,10,15,1460000000,29.7%
Q8K182,0.480243199,-0.04275,5.867664255,0.370166667,0.25896053,1.24690233,-0.3755,-0.487,0.179,0.05,-0.095,0.472,Q8K182,C8a,Q8K182_C8a,Q8K182,C8a,1,180,43,43,Q8K182|A2A997|A2A998,MOUSE,67733.7,65.4,33,33.1,636.16,636.16,,587,Complement component C8 alpha chain,membrane attack complex|extracellular exosome|blood microparticle|,"complement activation|complement activation, alternative pathway|complement activation, classical pathway|cytolysis|",complement binding|protein complex binding|,43,180,1.91E+11,65.4%
E9Q6D8,0.651504812,0.06975,3.53593362,0.309833333,0.44300297,0.822060262,-0.4325,-0.357,0.534,-0.016,0.695,-0.005,E9Q6D8,NotFound,E9Q6D8_NotFound,E9Q6D8,C6,1,118,40,40,E9Q6D8|Q91X70,MOUSE,108049.4,46.8,34,34.1,631.6,631.6,,931,Complement component 6,membrane attack complex|extracellular exosome|,in utero embryonic development|immune response|,,40,118,30600000000,46.8%
P42703,0.214239872,-0.137416667,13.66989369,1.402833333,0.042954694,2.570728362,-0.4055,-0.369,-1.742,-0.25,0.785,1.157,P42703,Lifr,P42703_Lifr,P42703,Lifr,1,207,42,3,P42703,MOUSE,123883.7,36.5,35,35.1,627.03,35.48,,1092,Leukemia inhibitory factor receptor,plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|,leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|,42,207,3.54E+11,36.5%
P42703-2,0.745307288,0.667083333,2.346485095,-0.2995,0.582574526,-0.581273327,0.9785,1.448,0.024,-0.264,0.78,1.036,P42703,Lifr,P42703-2_Lifr,P42703-2,Lifr,1,11,40,2,P42703-2,MOUSE,82255.7,52.9,35,35.2,604.54,35.46,,1092,Isoform 2 of Leukemia inhibitory factor receptor,plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|,leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|,2,11,10200000000,3.7%
E9PUU8,0.434899442,-0.323916667,6.777599624,0.753833333,0.21001003,1.406552291,-0.0375,-0.164,-1.901,-0.018,0.183,-0.006,E9PUU8,NotFound,E9PUU8_NotFound,E9PUU8,Pkhd1l1,1,80,49,49,E9PUU8|Q80ZA4|F8WH29|Q80ZA4-2,MOUSE,469488.1,13.3,36,36.1,620.9,620.9,,4249,Fibrocystin-L,cilium|,,protein binding|,49,80,6570000000,13.3%
Q07968,0.899330297,0.03425,0.782316198,0.0755,0.83515749,0.217416271,-0.3985,-0.276,0.664,-0.022,0.243,-0.005,Q07968,F13b,Q07968_F13b,Q07968,F13b,1,179,39,39,Q07968,MOUSE,78476.1,54.4,37,37.1,599.4,599.4,,669,Coagulation factor XIII B chain,extracellular region|,blood coagulation|,,39,179,1.51E+11,54.4%
P01872,0.604460486,0.119916667,4.115982828,0.3435,0.387616019,0.932601535,-0.0325,-0.357,0.234,-0.098,0.961,0.012,P01872,NotFound,P01872_NotFound,P01872,Ighm,1,221,36,35,P01872|P01872-2|P04221,MOUSE,50655.7,61.8,38,38.1,592.48,572.81,,454,Ig mu chain C region,"extracellular space|plasma membrane|external side of plasma membrane|integral component of membrane|B cell receptor complex|immunoglobulin complex, circulating|perinuclear region of cytoplasm|",activation of MAPK activity|humoral immune response mediated by circulating immunoglobulin|immunoglobulin mediated immune response|antigen processing and presentation|positive regulation of B cell proliferation|positive regulation of MAPK cascade|early endosome to late endosome transport|positive regulation of endocytosis|positive regulation of peptidyl-tyrosine phosphorylation|defense response to Gram-negative bacterium|B cell receptor signaling pathway|positive regulation of B cell activation|,antigen binding|transmembrane signaling receptor activity|protein binding|immunoglobulin receptor binding|identical protein binding|,36,221,7.84E+11,61.8%
