id,adj.P.Val.xBirACre.over.NoBirA,AveExpr.xBirACre.over.NoBirA,Log.P.Value.xBirACre.over.NoBirA,logFC.xBirACre.over.NoBirA,P.Value.xBirACre.over.NoBirA,t.xBirACre.over.NoBirA,PlexesSearchedTogether_correct..126.126.127.128.129.130.131..NoBirA_6Combo.multimedian,PlexesSearchedTogether_correct..128.126.127.128.129.130.131..NoBirA_4Combo.multimedian,PlexesSearchedTogether_correct..129.126.127.128.129.130.131..NoBirA_5Combo.multimedian,PlexesSearchedTogether_correct..127.126.127.128.129.130.131..BirA.Cre_3Combo.multimedian,PlexesSearchedTogether_correct..130.126.127.128.129.130.131..BirA.Cre_2Combo.multimedian,PlexesSearchedTogether_correct..131.126.127.128.129.130.131..BirA.Cre_1Combo.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,PlexesSearchedTogether_correct.unique_peptides,PlexesSearchedTogether_correct.numSpectra,PlexesSearchedTogether_correct.totalIntensity,PlexesSearchedTogether_correct.pct_cov
E9PV24,0.059478079,-0.244333333,12.64213683,2.737333333,0.054423481,2.311515024,0.686,-2.531,-2.994,0.646,2.967,-0.24,E9PV24,Fga,E9PV24_Fga,E9PV24,Fga,1,429,61,61,E9PV24|E9PV24-2|P02672|A5PJE3,MOUSE,88169.4,60.2,26,26.1,826.72,826.72,,789,Fibrinogen alpha chain,fibrinogen complex|extracellular space|rough endoplasmic reticulum|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"protein complex assembly|acute-phase response|cell-matrix adhesion|signal transduction|blood coagulation|plasminogen activation|response to estradiol|response to genistein|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|response to morphine|cellular protein complex assembly|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|response to cycloheximide|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-6|cellular response to organic cyclic compound|blood coagulation, common pathway|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|liver regeneration|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|cellular response to granulocyte colony-stimulating factor|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|receptor binding|cell adhesion molecule binding|",61,429,785000000000,60.2%
P26262,1.84037e-4,-0.889833333,40.97928518,4.363666667,7.98126e-5,7.748801621,-4.238,-2.596,-2.381,1.551,1.421,0.904,P26262,Klkb1,P26262_Klkb1,P26262,Klkb1,1,478,49,49,P26262|P04187,MOUSE,73492.3,68.1,27,27.1,824.46,824.46,,638,Plasma kallikrein,extracellular space|extracellular exosome|,inflammatory response|blood coagulation|plasminogen activation|fibrinolysis|positive regulation of fibrinolysis|liver regeneration|,serine-type endopeptidase activity|,49,478,888000000000,68.1%
Q61702,1.05478e-4,-1.021666667,46.06691652,4.53,2.47348e-5,9.199439657,-4.038,-2.472,-3.35,1.576,1.256,0.898,Q61702,Itih1,Q61702_Itih1,Q61702,Itih1,1,420,47,2,Q61702,MOUSE,101521.5,50.8,28,28.1,820.26,31.83,,907,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,47,420,574000000000,50.8%
E9PUU8,1.34728e-4,-1.217833333,43.32185892,4.581666667,4.65387e-5,8.391102942,-3.259,-2.647,-4.62,1.111,1.201,0.907,E9PUU8,NotFound,E9PUU8_NotFound,E9PUU8,Pkhd1l1,1,155,59,59,E9PUU8|Q80ZA4|F8WH29|Q80ZA4-2,MOUSE,469488.1,16.6,29,29.1,763.01,763.01,,4249,Fibrocystin-L,cilium|,,protein binding|,59,155,12200000000,16.6%
P42703,1.0426e-4,-0.985166667,49.79380817,5.120333333,1.04862e-5,10.40326659,-3.743,-2.833,-4.06,0.921,1.844,1.96,P42703,Lifr,P42703_Lifr,P42703,Lifr,1,431,49,3,P42703,MOUSE,123883.7,40.1,30,30.1,755.34,45.04,,1092,Leukemia inhibitory factor receptor,plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|,leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|,49,431,903000000000,40.1%
P42703-2,4.11068e-4,-0.196833333,35.92538365,3.409,2.55542e-4,6.495448714,-2.516,-1.006,-2.182,0.915,1.652,1.956,P42703,Lifr,P42703-2_Lifr,P42703-2,Lifr,1,26,47,2,P42703-2,MOUSE,82255.7,58.4,30,30.2,723.76,28,,1092,Isoform 2 of Leukemia inhibitory factor receptor,plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|,leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|,2,26,25200000000,3.7%
A0A0R4J0I1,1.0426e-4,-1.054166667,49.26623384,4.242333333,1.18407e-5,10.22490209,-3.79,-2.67,-3.066,1.044,1.199,0.958,A0A0R4J0I1,Serpina3k,A0A0R4J0I1_Serpina3k,A0A0R4J0I1,Serpina3k,1,1670,37,25,A0A0R4J0I1|P07759,MOUSE,46900.1,68.1,31,31.1,748.6,504.18,,418,MCG1051009,,,,37,1670,19600000000000,68.1%
G3X8T9,1.95315e-4,-1.070666667,40.58337812,4.356666667,8.74303e-5,7.644303036,-3.414,-2.13,-4.203,1.459,1,0.864,G3X8T9,Serpina3n,G3X8T9_Serpina3n,G3X8T9,Serpina3n,1,29,31,2,G3X8T9|Q6P4P1|D3Z451,MOUSE,46936.4,55.5,31,31.2,508.69,43.82,,418,"Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a",extracellular region|extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,2,29,31900000000,6.6%
Q03734,1.10858e-4,-0.5325,45.49378624,3.675666667,2.82242e-5,9.025445101,-2.736,-2.387,-1.988,1.661,1.387,0.868,Q03734,Serpina3m,Q03734_Serpina3m,Q03734,Serpina3m,1,102,29,16,Q03734,MOUSE,47234.5,58.8,31,31.4,507.95,239.1,,418,Serine protease inhibitor A3M,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,16,102,71600000000,39.2%
A0A0R4J038,1.0426e-4,-1.075166667,48.61117396,4.586333333,1.37684e-5,10.00719017,-3.933,-2.607,-3.565,1.491,1.24,0.923,A0A0R4J038,Kng1,A0A0R4J038_Kng1,A0A0R4J038,Kng1,1,536,42,8,A0A0R4J038|D3YTY9|O08677|O08677-3|B99909|P01044|P01045,MOUSE,74183.9,51.5,32,32.1,742.38,151.88,,661,Kininogen-1,,,,42,536,3970000000000,51.5%
O08677-2,3.75323e-4,-0.795,36.44420842,3.517333333,2.26767e-4,6.616457182,-3.183,-1.46,-3.018,1.218,0.779,0.894,O08677,Kng1,O08677-2_Kng1,O08677-2,Kng1,1,39,33,3,O08677-2,MOUSE,48981.4,64.3,32,32.2,591.75,35.5,,661,Isoform LMW of Kininogen-1,extracellular space|cytosol|extracellular exosome|blood microparticle|,inflammatory response|blood coagulation|negative regulation of endopeptidase activity|vasodilation|,cysteine-type endopeptidase inhibitor activity|receptor binding|,3,39,50100000000,6.2%
Q6S9I3,1.31635e-4,-0.918,43.66116372,4.212,4.30411e-5,8.487662652,-3.836,-2.272,-2.964,1.606,1.063,0.895,Q6S9I3,Kng2,Q6S9I3_Kng2,Q6S9I3,Kng2,1,163,32,25,Q6S9I3|Q6S9I2|E0CYI5,MOUSE,72355.1,37.1,32,32.3,505.69,421.91,,644,HMW kininogen-II,extracellular space|cytosol|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|,cysteine-type endopeptidase inhibitor activity|receptor binding|,25,163,98600000000,35.2%
Q61129,1.0426e-4,-1.016666667,49.24319221,4.31,1.19037e-5,10.21717399,-3.822,-2.697,-2.996,1.243,1.235,0.937,Q61129,Cfi,Q61129_Cfi,Q61129,Cfi,1,416,42,42,Q61129,MOUSE,69541.5,59.8,33,33.1,732.18,732.18,,603,Complement factor I,extracellular space|membrane|extracellular exosome|,"proteolysis|receptor-mediated endocytosis|complement activation, classical pathway|innate immune response|",serine-type endopeptidase activity|scavenger receptor activity|metal ion binding|,42,416,773000000000,59.8%
Q00623,1.11935e-4,-1.1,45.23864052,4.604666667,2.9932e-5,8.948892801,-4.362,-2.614,-3.231,1.465,1.206,0.936,Q00623,Apoa1,Q00623_Apoa1,Q00623,Apoa1,1,1753,44,44,Q00623,MOUSE,30615,81.4,34,34.1,730.74,730.74,,264,Apolipoprotein A-I,extracellular region|extracellular space|nucleus|cytosol|cell surface|endocytic vesicle|cytoplasmic vesicle|very-low-density lipoprotein particle|high-density lipoprotein particle|discoidal high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,regulation of protein phosphorylation|endothelial cell proliferation|negative regulation of cytokine secretion involved in immune response|phospholipid metabolic process|phosphatidylcholine biosynthetic process|cholesterol biosynthetic process|G-protein coupled receptor signaling pathway|integrin-mediated signaling pathway|response to nutrient|cholesterol metabolic process|glucocorticoid metabolic process|negative regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|negative regulation of very-low-density lipoprotein particle remodeling|protein oxidation|peptidyl-methionine modification|triglyceride catabolic process|lipid storage|regulation of intestinal cholesterol absorption|cholesterol transport|adrenal gland development|organ regeneration|regulation of Cdc42 protein signal transduction|cholesterol efflux|phospholipid efflux|negative regulation of heterotypic cell-cell adhesion|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|positive regulation of Rho protein signal transduction|lipoprotein biosynthetic process|response to drug|cholesterol homeostasis|blood vessel endothelial cell migration|response to estrogen|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|negative regulation of interleukin-1 beta secretion|negative regulation of inflammatory response|protein stabilization|negative chemotaxis|positive regulation of lipoprotein lipase activity|vitamin transport|positive regulation of hydrolase activity|negative regulation of hydrolase activity|positive regulation of stress fiber assembly|phospholipid homeostasis|negative regulation of lipase activity|negative regulation of cell adhesion molecule production|negative regulation of response to cytokine stimulus|triglyceride homeostasis|cholesterol import|positive regulation of substrate adhesion-dependent cell spreading|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|phospholipid transporter activity|high-density lipoprotein particle binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|apolipoprotein receptor binding|apolipoprotein A-I receptor binding|identical protein binding|chemorepellent activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|lipoprotein particle binding|cholesterol transporter activity|,44,1753,305000000000000,81.4%
P20029,1.0426e-4,-1.1375,46.97651665,4.543,2.00608e-5,9.481481954,-3.852,-2.524,-3.851,1.416,1.102,0.884,P20029,Hspa5,P20029_Hspa5,P20029,Hspa5,1,339,46,43,P20029,MOUSE,72534.8,57.7,35,35.1,726.45,687.53,,655,78 kDa glucose-regulated protein,extracellular region|nucleus|mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|smooth endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|plasma membrane|focal adhesion|cell surface|membrane|integral component of endoplasmic reticulum membrane|midbody|endoplasmic reticulum chaperone complex|melanosome|myelin sheath|extracellular exosome|COP9 signalosome|,ER overload response|activation of signaling protein activity involved in unfolded protein response|cerebellum structural organization|cerebellar Purkinje cell layer development|substantia nigra development|positive regulation of cell migration|negative regulation of transforming growth factor beta receptor signaling pathway|positive regulation of protein ubiquitination|response to endoplasmic reticulum stress|maintenance of protein localization in endoplasmic reticulum|positive regulation of embryonic development|cellular response to glucose starvation|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|cellular response to antibiotic|cellular response to interleukin-4|toxin transport|,glycoprotein binding|protein binding|ATP binding|ATPase activity|enzyme binding|protein domain specific binding|ubiquitin protein ligase binding|ribosome binding|unfolded protein binding|misfolded protein binding|,46,339,257000000000,57.7%
P63017,1.44347e-4,-0.747166667,42.73524098,3.515,5.32692e-5,8.226310927,-3.155,-2.342,-2.017,1.271,0.844,0.916,P63017,Hspa8,P63017_Hspa8,P63017,Hspa8,1,53,24,21,P63017|Q504P4|P17156|P16627|P17879|Q61696,MOUSE,71098,34,35,35.2,291.49,252.57,,646,Heat shock cognate 71 kDa protein,Prp19 complex|extracellular space|intracellular|nucleus|spliceosomal complex|nucleolus|cytosol|plasma membrane|focal adhesion|membrane|ribonucleoprotein complex|melanosome|myelin sheath|extracellular exosome|blood microparticle|ubiquitin ligase complex|,"transcription, DNA-templated|mRNA processing|protein folding|RNA splicing|protein refolding|negative regulation of transcription, DNA-templated|ATP metabolic process|positive regulation of mRNA splicing, via spliceosome|chaperone mediated protein folding requiring cofactor|regulation of cell cycle|clathrin coat disassembly|negative regulation of fibril organization|","G-protein coupled receptor binding|protein binding|ATP binding|ATPase activity|enzyme binding|MHC class II protein complex binding|heat shock protein binding|ubiquitin protein ligase binding|ATPase activity, coupled|poly(A) RNA binding|unfolded protein binding|C3HC4-type RING finger domain binding|",21,53,1300000000,31.2%
Q8K182,1.54772e-4,-0.869333333,42.14023295,4.032666667,6.10909e-5,8.061894183,-3.697,-2.968,-1.992,1.183,0.925,1.333,Q8K182,C8a,Q8K182_C8a,Q8K182,C8a,1,371,45,45,Q8K182|A2A997|A2A998,MOUSE,67733.7,65.4,36,36.1,697.14,697.14,,587,Complement component C8 alpha chain,membrane attack complex|extracellular exosome|blood microparticle|,"complement activation|complement activation, alternative pathway|complement activation, classical pathway|cytolysis|",complement binding|protein complex binding|,45,371,477000000000,65.4%
P06683,1.0426e-4,-1.079333333,49.50655197,4.394,1.12033e-5,10.30581205,-3.964,-2.856,-3.009,1.147,1.277,0.929,P06683,C9,P06683_C9,P06683,C9,1,338,43,43,A0A0R4J032|P06683,MOUSE,63256.4,66.2,37,37.1,696.87,696.87,,548,Complement component C9,membrane attack complex|cytoplasm|plasma membrane|extracellular exosome|blood microparticle|,"complement activation, alternative pathway|complement activation, classical pathway|cytolysis|",,43,338,609000000000,66.2%
E9Q6D8,1.0426e-4,-0.919833333,47.34751396,4.373,1.84183e-5,9.598640394,-3.784,-2.938,-2.597,1.16,1.712,0.928,E9Q6D8,NotFound,E9Q6D8_NotFound,E9Q6D8,C6,1,226,41,41,E9Q6D8|Q91X70,MOUSE,108049.4,49.5,38,38.1,682.27,682.27,,931,Complement component 6,membrane attack complex|extracellular exosome|,in utero embryonic development|immune response|,,41,226,66600000000,49.5%
P01872,1.0426e-4,-0.882,48.06459932,4.529333333,1.56149e-5,9.828655429,-3.394,-2.715,-3.331,1.09,2.127,0.931,P01872,NotFound,P01872_NotFound,P01872,Ighm,1,455,38,37,P01872|P01872-2|P04221,MOUSE,50655.7,62.7,39,39.1,655.86,636.11,,454,Ig mu chain C region,"extracellular space|plasma membrane|external side of plasma membrane|integral component of membrane|B cell receptor complex|immunoglobulin complex, circulating|perinuclear region of cytoplasm|",activation of MAPK activity|humoral immune response mediated by circulating immunoglobulin|immunoglobulin mediated immune response|antigen processing and presentation|positive regulation of B cell proliferation|positive regulation of MAPK cascade|early endosome to late endosome transport|positive regulation of endocytosis|positive regulation of peptidyl-tyrosine phosphorylation|defense response to Gram-negative bacterium|B cell receptor signaling pathway|positive regulation of B cell activation|,antigen binding|transmembrane signaling receptor activity|protein binding|immunoglobulin receptor binding|identical protein binding|,38,455,1790000000000,62.7%
