PlexesSearchedTogether_correct, 126:127, NoBirA_6Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 126:128, NoBirA_6Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 126:129, NoBirA_6Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 126:130, NoBirA_6Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 126:131, NoBirA_6Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 127:126, BirA/Cre_3Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 127:128, BirA/Cre_3Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 127:129, BirA/Cre_3Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 127:130, BirA/Cre_3Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 127:131, BirA/Cre_3Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 128:126, NoBirA_4Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 128:127, NoBirA_4Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 128:129, NoBirA_4Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 128:130, NoBirA_4Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 128:131, NoBirA_4Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 129:126, NoBirA_5Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 129:127, NoBirA_5Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 129:128, NoBirA_5Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 129:130, NoBirA_5Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 129:131, NoBirA_5Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 130:126, BirA/Cre_2Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 130:127, BirA/Cre_2Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 130:128, BirA/Cre_2Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 130:129, BirA/Cre_2Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 130:131, BirA/Cre_2Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 131:126, BirA/Cre_1Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 131:127, BirA/Cre_1Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 131:128, BirA/Cre_1Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 131:129, BirA/Cre_1Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 131:130, BirA/Cre_1Combo:BirA/Cre_2Combo	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	PlexesSearchedTogether_correct unique_peptides	PlexesSearchedTogether_correct numSpectra	PlexesSearchedTogether_correct totalIntensity	PlexesSearchedTogether_correct pct_cov
-5.217	0.349	1.323	-4.491	-4.628	5.217	5.188	6.447	0.621	0.575	-0.349	-5.188	0.33	-4.595	-4.779	-1.323	-6.447	-0.33	-5.432	-5.624	4.491	-0.621	4.595	5.432	-0.049	4.628	-0.575	4.779	5.624	0.049	A6X935	A6X935	Itih4	1	539	63	1	A6X935|A6X935-2|E9Q5L2	MOUSE	104828.7	70.5	17	17.1	1027.99	24.1		942	Inter alpha-trypsin inhibitor, heavy chain 4	cytoplasm|plasma membrane|extracellular exosome|blood microparticle|	acute-phase response|negative regulation of endopeptidase activity|hyaluronan metabolic process|response to cytokine|	serine-type endopeptidase inhibitor activity|protein binding|calcium ion binding|hyaluronic acid binding|	63	539	1.05e+12	70.5%
-4.624	0.73	0.7	-4.451	-4.066	4.624	4.866	5.82	0.289	0.464	-0.73	-4.866		-5.195	-4.434	-0.7	-5.82		-5.364	-5.067	4.451	-0.289	5.195	5.364	0.259	4.066	-0.464	4.434	5.067	-0.259	E9PVD2	E9PVD2	Itih4	1	19	63	1	E9PVD2|A0A0R4J1N1	MOUSE	104757.7	70.5	17	17.2	1027.99	24.1		941	Inter alpha-trypsin inhibitor, heavy chain 4	cytoplasm|plasma membrane|extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|hyaluronan metabolic process|	serine-type endopeptidase inhibitor activity|calcium ion binding|hyaluronic acid binding|	1	19	1.19e+10	2.2%
-5.553	-0.03	0.642	-5.228	-4.913	5.553	5.096	5.702	0.403	0.661	0.03	-5.096	0.414	-4.743	-4.458	-0.642	-5.702	-0.414	-5.299	-5.015	5.228	-0.403	4.743	5.299	0.287	4.913	-0.661	4.458	5.015	-0.287	Q9DBD0	Q9DBD0	Ica	1	602	60	60	Q9DBD0|D3YY36	MOUSE	78761.2	67.5	18	18.1	982.11	982.11		700	Inhibitor of carbonic anhydrase	extracellular space|	negative regulation of catalytic activity|	enzyme inhibitor activity|iron ion binding|	60	602	1.38e+12	67.5%
-5.469	0.069	0.869	-5.277	-5.113	5.469	5.341	6.252	-0.041	0.256	-0.069	-5.341	0.53	-5.217	-5.069	-0.869	-6.252	-0.53	-6.012	-5.984	5.277	0.041	5.217	6.012	0.283	5.113	-0.256	5.069	5.984	-0.283	P06728	P06728	Apoa4	1	1119	51	51	P06728	MOUSE	45028.2	85.8	19	19.1	900.53	900.53		395	Apolipoprotein A-IV	extracellular region|extracellular space|cytosol|very-low-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|cell surface|	innate immune response in mucosa|cholesterol biosynthetic process|lipid transport|response to lipid hydroperoxide|leukocyte cell-cell adhesion|cholesterol metabolic process|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|removal of superoxide radicals|triglyceride catabolic process|regulation of intestinal cholesterol absorption|neuron projection regeneration|regulation of cholesterol transport|cholesterol efflux|phospholipid efflux|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|negative regulation of plasma lipoprotein particle oxidation|response to stilbenoid|lipoprotein metabolic process|cholesterol homeostasis|hydrogen peroxide catabolic process|reverse cholesterol transport|multicellular organismal lipid catabolic process|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|positive regulation of lipoprotein lipase activity|lipid homeostasis|protein-lipid complex assembly|triglyceride homeostasis|	copper ion binding|lipid binding|cholesterol binding|antioxidant activity|cholesterol transporter activity|phosphatidylcholine binding|protein homodimerization activity|phosphatidylcholine-sterol O-acyltransferase activator activity|	51	1119	2.24e+13	85.8%
-4.565	0.343	0.62	-4.382	-4.357	4.565	4.486	4.753	0.123	0.17	-0.343	-4.486	0.25	-4.29	-4.388	-0.62	-4.753	-0.25	-4.436	-4.398	4.382	-0.123	4.29	4.436	0.006	4.357	-0.17	4.388	4.398	-0.006	Q91ZX7	Q91ZX7	Lrp1	1	191	73	73	A0A0R4J0I9|Q91ZX7|Q3U5J2|Q9JI18|A2API5|E9Q202|D3Z5M3|Q3TES0|A0A0N4SWH8|D6RHQ8	MOUSE	523675.1	18.1	20	20.1	891.37	891.37		4545	Prolow-density lipoprotein receptor-related protein 1	nucleolus|cytoplasm|lysosomal membrane|integral component of plasma membrane|coated pit|focal adhesion|membrane|receptor complex|perinuclear region of cytoplasm|	receptor-mediated endocytosis|cholesterol metabolic process|positive regulation of cholesterol efflux|negative regulation of smooth muscle cell migration|negative regulation of Wnt signaling pathway|positive regulation of lipid transport|regulation of cholesterol transport|regulation of phospholipase A2 activity|regulation of actin cytoskeleton organization|aorta morphogenesis|apoptotic cell clearance|beta-amyloid clearance|negative regulation of platelet-derived growth factor receptor-beta signaling pathway|	calcium ion binding|protein binding|protein complex binding|apolipoprotein binding|poly(A) RNA binding|	73	191	2.01e+10	18.1%
-6.204	0.06	0.981	-5.755	-5.493	6.204	5.767	6.692	0.474	0.724	-0.06	-5.767	0.029	-5.237	-5.038	-0.981	-6.692	-0.029	-6.14	-5.946	5.755	-0.474	5.237	6.14	0.258	5.493	-0.724	5.038	5.946	-0.258	P21614	P21614	Gc	1	442	49	49	P21614	MOUSE	55196.9	89.2	21	21.1	887	887		476	Vitamin D-binding protein	extracellular space|cytosol|axon|perinuclear region of cytoplasm|extracellular exosome|blood microparticle|	female pregnancy|lactation|response to nutrient levels|response to estradiol|vitamin D metabolic process|vitamin transport|	actin binding|vitamin transporter activity|calcidiol binding|	49	442	6.54e+11	89.2%
-5.673	0.13	0.795	-5.439	-4.938	5.673	5.484	5.661	0.185	0.765	-0.13	-5.484	0.044	-5.241	-4.719	-0.795	-5.661	-0.044	-5.421	-5	5.439	-0.185	5.241	5.421	0.601	4.938	-0.765	4.719	5	-0.601	P32261	P32261	Serpinc1	1	682	57	57	P32261|A0A0A6YX49|A0A0A6YXS8	MOUSE	52516.1	72.4	22	22.1	885.21	885.21		465	Antithrombin-III	extracellular space|extracellular exosome|blood microparticle|	response to nutrient|blood coagulation|negative regulation of endopeptidase activity|negative regulation of inflammatory response|regulation of blood coagulation, intrinsic pathway|	protease binding|serine-type endopeptidase inhibitor activity|heparin binding|	57	682	2.57e+12	72.4%
-0.175	3.898	4.014	-2.795	0.687	0.175	4.188	3.828	-2.624	0.707	-3.898	-4.188	0.54	-6.593	-3.494	-4.014	-3.828	-0.54	-6.57	-3.204	2.795	2.624	6.593	6.57	3.304	-0.687	-0.707	3.494	3.204	-3.304	Q8K0E8	Q8K0E8	Fgb	1	380	52	52	Q8K0E8|F1MAV0|P02676	MOUSE	55436.4	79.6	23	23.1	855.45	855.45		481	Fibrinogen beta chain	fibrinogen complex|extracellular space|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|	cell-matrix adhesion|signal transduction|plasminogen activation|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|cellular protein complex assembly|cellular response to leptin stimulus|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-1|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|negative regulation of endothelial cell apoptotic process|	structural molecule activity|protein binding, bridging|chaperone binding|receptor binding|cell adhesion molecule binding|	52	380	3.72e+11	79.6%
-5.934	0.015	0.725	-5.334	-5.309	5.934	5.724	6.584	0.78	0.655	-0.015	-5.724	0.168	-5.039	-5.049	-0.725	-6.584	-0.168	-5.843	-5.808	5.334	-0.78	5.039	5.843	-0.127	5.309	-0.655	5.049	5.808	0.127	P19221	P19221	F2	1	554	50	50	P19221|H7BX99	MOUSE	71693.8	58.5	24	24.1	841.78	841.78		618	Prothrombin	extracellular space|cytosol|extracellular matrix|extracellular exosome|blood microparticle|	positive regulation of protein phosphorylation|proteolysis|acute-phase response|cell surface receptor signaling pathway|positive regulation of cell proliferation|regulation of cell shape|response to wounding|regulation of gene expression|positive regulation of phosphatidylinositol 3-kinase signaling|response to inactivity|platelet activation|positive regulation of blood coagulation|positive regulation of cell growth|positive regulation of collagen biosynthetic process|fibrinolysis|negative regulation of proteolysis|negative regulation of astrocyte differentiation|positive regulation of release of sequestered calcium ion into cytosol|cytosolic calcium ion homeostasis|thrombin receptor signaling pathway|cellular response to mechanical stimulus|positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway|positive regulation of reactive oxygen species metabolic process|	serine-type endopeptidase activity|receptor binding|calcium ion binding|protein binding|peptidase activity|thrombospondin receptor activity|	50	554	1.59e+12	58.5%
-4.812	0.323	1.008	-5.013	-4.953	4.812	4.576	5.593	-0.289	-0.209	-0.323	-4.576	0.414	-4.729	-4.665	-1.008	-5.593	-0.414	-5.51	-5.553	5.013	0.289	4.729	5.51	0.077	4.953	0.209	4.665	5.553	-0.077	Q60841	Q60841	Reln	1	229	61	61	Q60841|Q60841-2|Q60841-3	MOUSE	394505.8	19.3	25	25.1	835.78	835.78		3461	Reelin	proteinaceous extracellular matrix|extracellular space|cytoplasm|dendrite|	cell morphogenesis involved in differentiation|neuron migration|proteolysis|cell adhesion|axon guidance|central nervous system development|brain development|learning|long-term memory|associative learning|glial cell differentiation|regulation of gene expression|positive regulation of neuron projection development|positive regulation of phosphatidylinositol 3-kinase signaling|dendrite development|cell migration|peptidyl-tyrosine phosphorylation|spinal cord patterning|ventral spinal cord development|hippocampus development|cerebral cortex tangential migration|layer formation in cerebral cortex|cerebral cortex development|forebrain development|positive regulation of TOR signaling|positive regulation of CREB transcription factor activity|protein localization to synapse|reelin-mediated signaling pathway|positive regulation of protein kinase activity|response to pain|positive regulation of peptidyl-tyrosine phosphorylation|regulation of behavior|regulation of synaptic transmission|positive regulation of small GTPase mediated signal transduction|positive regulation of synaptic transmission, glutamatergic|long-term synaptic potentiation|positive regulation of dendritic spine morphogenesis|positive regulation of protein tyrosine kinase activity|positive regulation of synapse maturation|postsynaptic density assembly|N-methyl-D-aspartate receptor clustering|postsynaptic density protein 95 clustering|receptor localization to synapse|lateral motor column neuron migration|positive regulation of long-term synaptic potentiation|positive regulation of lateral motor column neuron migration|regulation of N-methyl-D-aspartate selective glutamate receptor activity|positive regulation of excitatory postsynaptic membrane potential|positive regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity|	protein binding|serine-type peptidase activity|metal ion binding|lipoprotein particle receptor binding|very-low-density lipoprotein particle receptor binding|	61	229	2.02e+10	19.3%
0.279	3.332	4.143	-2.12	0.803	-0.279	3.988	3.75	-2.308	0.497	-3.332	-3.988	0.066	-5.813	-3.604	-4.143	-3.75	-0.066	-6.071	-3.336	2.12	2.308	5.813	6.071	2.804	-0.803	-0.497	3.604	3.336	-2.804	E9PV24	E9PV24	Fga	1	429	61	61	E9PV24|E9PV24-2|P02672|A5PJE3	MOUSE	88169.4	60.2	26	26.1	826.72	826.72		789	Fibrinogen alpha chain	fibrinogen complex|extracellular space|rough endoplasmic reticulum|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|	protein complex assembly|acute-phase response|cell-matrix adhesion|signal transduction|blood coagulation|plasminogen activation|response to estradiol|response to genistein|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|response to morphine|cellular protein complex assembly|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|response to cycloheximide|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-6|cellular response to organic cyclic compound|blood coagulation, common pathway|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|liver regeneration|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|cellular response to granulocyte colony-stimulating factor|negative regulation of endothelial cell apoptotic process|	structural molecule activity|protein binding, bridging|receptor binding|cell adhesion molecule binding|	61	429	7.85e+11	60.2%
-6.036	-0.396	0.743	-5.812	-5.368	6.036	5.171	6.024	0.226	0.677	0.396	-5.171	0.522	-4.9	-4.526	-0.743	-6.024	-0.522	-5.84	-5.403	5.812	-0.226	4.9	5.84	0.439	5.368	-0.677	4.526	5.403	-0.439	P26262	P26262	Klkb1	1	478	49	49	P26262|P04187	MOUSE	73492.3	68.1	27	27.1	824.46	824.46		638	Plasma kallikrein	extracellular space|extracellular exosome|	inflammatory response|blood coagulation|plasminogen activation|fibrinolysis|positive regulation of fibrinolysis|liver regeneration|	serine-type endopeptidase activity|	49	478	8.88e+11	68.1%
-6.018	-0.235	0.86	-5.506	-5.241	6.018	5.33	6.384	0.446	0.721	0.235	-5.33	0.454	-5.053	-4.694	-0.86	-6.384	-0.454	-5.96	-5.547	5.506	-0.446	5.053	5.96	0.276	5.241	-0.721	4.694	5.547	-0.276	Q61702	Q61702	Itih1	1	420	47	2	Q61702	MOUSE	101521.5	50.8	28	28.1	820.26	31.83		907	Inter-alpha-trypsin inhibitor heavy chain H1	extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|hyaluronan metabolic process|	serine-type endopeptidase inhibitor activity|	47	420	5.74e+11	50.8%
						4.877	9.847	0.255	0.929		-4.877		-4.768	-4.504		-9.847		-9.221	-8.918		-0.255	4.768	9.221	0.394		-0.929	4.504	8.918	-0.394	F8WJ05	F8WJ05	Itih1	1	6	46	2	F8WJ05	MOUSE	102089.1	50.9	28	28.2	802.65	20.28		911	Inter-alpha-trypsin inhibitor heavy chain H1	extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|hyaluronan metabolic process|	serine-type endopeptidase inhibitor activity|	2	6	1.48e+09	3.4%
-4.667	0.783	1.052	-4.59	-4.357	4.667	5.193	5.134	0.022	0.269	-0.783	-5.193	0.166	-4.989	-4.79	-1.052	-5.134	-0.166	-5.084	-5.261	4.59	-0.022	4.989	5.084	0.207	4.357	-0.269	4.79	5.261	-0.207	E9PUU8	E9PUU8	Pkhd1l1	1	155	59	59	E9PUU8|Q80ZA4|F8WH29|Q80ZA4-2	MOUSE	469488.1	16.6	29	29.1	763.01	763.01		4249	Fibrocystin-L	cilium|		protein binding|	59	155	1.22e+10	16.6%
-4.755	0.356	0.95	-5.29	-5.434	4.755	4.815	5.065	-0.865	-1.053	-0.356	-4.815	0.448	-5.438	-5.633	-0.95	-5.065	-0.448	-5.7	-5.9	5.29	0.865	5.438	5.7	-0.145	5.434	1.053	5.633	5.9	0.145	P42703	P42703	Lifr	1	431	49	3	P42703	MOUSE	123883.7	40.1	30	30.1	755.34	45.04		1092	Leukemia inhibitory factor receptor	plasma membrane|integral component of membrane|receptor complex|extracellular exosome|	positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|	leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|	49	431	9.03e+11	40.1%
-3.067	-1.053	-0.071	-4.045	-4.202	3.067	2.018	3.129	-0.765	-1.046	1.053	-2.018	0.727	-2.389	-2.885	0.071	-3.129	-0.727	-4.011	-4.345	4.045	0.765	2.389	4.011	-0.296	4.202	1.046	2.885	4.345	0.296	P42703-2	P42703-2	Lifr	1	26	47	2	P42703-2	MOUSE	82255.7	58.4	30	30.2	723.76	28		1092	Isoform 2 of Leukemia inhibitory factor receptor	plasma membrane|integral component of membrane|receptor complex|extracellular exosome|	positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|	leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|	2	26	2.52e+10	3.7%
-5.069	0.128	0.481	-4.894	-4.884	5.069	5.002	5.26	-0.005	0.136	-0.128	-5.002	0.125	-4.925	-4.827	-0.481	-5.26	-0.125	-4.926	-4.967	4.894	0.005	4.925	4.926	0.162	4.884	-0.136	4.827	4.967	-0.162	A0A0R4J0I1	A0A0R4J0I1	Serpina3k	1	1670	37	25	A0A0R4J0I1|P07759	MOUSE	46900.1	68.1	31	31.1	748.6	504.18		418	MCG1051009				37	1670	1.96e+13	68.1%
-5.136	-0.266	1.098	-4.458	-4.661	5.136	5.211	6.225	0.52	0.578	0.266	-5.211	0.991	-4.826	-4.691	-1.098	-6.225	-0.991	-5.871	-5.799	4.458	-0.52	4.826	5.871	0.017	4.661	-0.578	4.691	5.799	-0.017	G3X8T9	G3X8T9	Serpina3n	1	29	31	2	G3X8T9|Q6P4P1|D3Z451	MOUSE	46936.4	55.5	31	31.2	508.69	43.82		418	Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a	extracellular region|extracellular space|extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|	serine-type endopeptidase inhibitor activity|	2	29	3.19e+10	6.6%
-4.166	-0.417	1.585	-4.116	-3.843	4.166	3.749	5.288	0.05	0.322	0.417	-3.749	1.369	-3.699	-3.427	-1.585	-5.288	-1.369	-5.337	-5.039	4.116	-0.05	3.699	5.337	0.273	3.843	-0.322	3.427	5.039	-0.273	Q91WP6	Q91WP6	Serpina3n	1	2	31	1	Q91WP6|Q5I2A0|F2Z405	MOUSE	46888.3	55.9	31	31.3	493.68	13.01		418	Serine protease inhibitor A3N	extracellular region|extracellular space|extracellular exosome|blood microparticle|	acute-phase response|negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|	serine-type endopeptidase inhibitor activity|	1	2	2.1e+07	4.3%
-4.616	0.753	1.575	-4.173	-3.789	4.616	5.409	5.91	0.402	0.809	-0.753	-5.409	-0.107	-5.054	-4.519	-1.575	-5.91	0.107	-5.555	-5.212	4.173	-0.402	5.054	5.555	0.443	3.789	-0.809	4.519	5.212	-0.443	Q03734	Q03734	Serpina3m	1	102	29	16	Q03734	MOUSE	47234.5	58.8	31	31.4	507.95	239.1		418	Serine protease inhibitor A3M	extracellular space|extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|	serine-type endopeptidase inhibitor activity|	16	102	7.16e+10	39.2%
-5.214	-0.204	1.476	-4.988	-5.165	5.214	5.002	5.929	0.27	0.107	0.204	-5.002	0.669	-4.643	-4.617	-1.476	-5.929	-0.669	-5.401	-5.615	4.988	-0.27	4.643	5.401	-0.194	5.165	-0.107	4.617	5.615	0.194	P29621	P29621	Serpina3c	1	24	16	10	P29621|Q80X76	MOUSE	46936.4	41	31	31.5	237.16	131.54		417	Serine protease inhibitor A3C	extracellular space|extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|	serine-type endopeptidase inhibitor activity|	10	24	1.83e+09	29.7%
-3.601	0.714	1.195	-3.156	-3.347	3.601	3.839	5.32	0.13	0.253	-0.714	-3.839	0.481	-3.891	-3.648	-1.195	-5.32	-0.481	-5.109	-5.229	3.156	-0.13	3.891	5.109	0.073	3.347	-0.253	3.648	5.229	-0.073	D3Z450	D3Z450	Serpina3i	1	7	6	3	D3Z450	MOUSE	45964.2	12	31	31.6	54.5	19.93		408	Serine (or cysteine) peptidase inhibitor, clade A, member 3I	extracellular space|	negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|	serine-type endopeptidase inhibitor activity|	3	7	2.25e+09	8.3%
-5.766	-0.198	0.86	-5.411	-5.165	5.766	5.343	6.139	0.352	0.603	0.198	-5.343	0.456	-4.981	-4.678	-0.86	-6.139	-0.456	-5.792	-5.396	5.411	-0.352	4.981	5.792	0.25	5.165	-0.603	4.678	5.396	-0.25	A0A0R4J038	A0A0R4J038	Kng1	1	536	42	8	A0A0R4J038|D3YTY9|O08677|O08677-3|B99909|P01044|P01045	MOUSE	74183.9	51.5	32	32.1	742.38	151.88		661	Kininogen-1				42	536	3.97e+12	51.5%
-4.453	-1.492	-0.155	-3.845	-4.047	4.453	3.12	3.393	0.599	0.406	1.492	-3.12	1.117	-2.57	-2.881	0.155	-3.393	-1.117	-2.824	-3.276	3.845	-0.599	2.57	2.824	-0.162	4.047	-0.406	2.881	3.276	0.162	O08677-2	O08677-2	Kng1	1	39	33	3	O08677-2	MOUSE	48981.4	64.3	32	32.2	591.75	35.5		661	Isoform LMW of Kininogen-1	extracellular space|cytosol|extracellular exosome|blood microparticle|	inflammatory response|blood coagulation|negative regulation of endopeptidase activity|vasodilation|	cysteine-type endopeptidase inhibitor activity|receptor binding|	3	39	5.01e+10	6.2%
-5.622	0.007	0.443	-5.183	-5.092	5.622	5.516	5.918	0.672	0.748	-0.007	-5.516	0.012	-4.841	-4.792	-0.443	-5.918	-0.012	-5.69	-5.418	5.183	-0.672	4.841	5.69	0.113	5.092	-0.748	4.792	5.418	-0.113	Q6S9I3	Q6S9I3	Kng2	1	163	32	25	Q6S9I3|Q6S9I2|E0CYI5	MOUSE	72355.1	37.1	32	32.3	505.69	421.91		644	HMW kininogen-II	extracellular space|cytosol|extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|	cysteine-type endopeptidase inhibitor activity|receptor binding|	25	163	9.86e+10	35.2%
-5.302	-0.042	0.827	-5.183	-5.012	5.302	5.289	5.843	0.099	0.341	0.042	-5.289	0.361	-5.177	-4.987	-0.827	-5.843	-0.361	-5.702	-5.557	5.183	-0.099	5.177	5.702	0.226	5.012	-0.341	4.987	5.557	-0.226	Q61129	Q61129	Cfi	1	416	42	42	Q61129	MOUSE	69541.5	59.8	33	33.1	732.18	732.18		603	Complement factor I	extracellular space|membrane|extracellular exosome|	proteolysis|receptor-mediated endocytosis|complement activation, classical pathway|innate immune response|	serine-type endopeptidase activity|scavenger receptor activity|metal ion binding|	42	416	7.73e+11	59.8%
