"Ilia_newDatabase, 126:127, NoBirA_6:BirA/Cre_3"	"Ilia_newDatabase, 126:128, NoBirA_6:NoBirA_4"	"Ilia_newDatabase, 126:129, NoBirA_6:NoBirA_5"	"Ilia_newDatabase, 126:130, NoBirA_6:BirA/Cre_2"	"Ilia_newDatabase, 126:131, NoBirA_6:BirA/Cre_1"	"Ilia_newDatabase, 127:126, BirA/Cre_3:NoBirA_6"	"Ilia_newDatabase, 127:128, BirA/Cre_3:NoBirA_4"	"Ilia_newDatabase, 127:129, BirA/Cre_3:NoBirA_5"	"Ilia_newDatabase, 127:130, BirA/Cre_3:BirA/Cre_2"	"Ilia_newDatabase, 127:131, BirA/Cre_3:BirA/Cre_1"	"Ilia_newDatabase, 128:126, NoBirA_4:NoBirA_6"	"Ilia_newDatabase, 128:127, NoBirA_4:BirA/Cre_3"	"Ilia_newDatabase, 128:129, NoBirA_4:NoBirA_5"	"Ilia_newDatabase, 128:130, NoBirA_4:BirA/Cre_2"	"Ilia_newDatabase, 128:131, NoBirA_4:BirA/Cre_1"	"Ilia_newDatabase, 129:126, NoBirA_5:NoBirA_6"	"Ilia_newDatabase, 129:127, NoBirA_5:BirA/Cre_3"	"Ilia_newDatabase, 129:128, NoBirA_5:NoBirA_4"	"Ilia_newDatabase, 129:130, NoBirA_5:BirA/Cre_2"	"Ilia_newDatabase, 129:131, NoBirA_5:BirA/Cre_1"	"Ilia_newDatabase, 130:126, BirA/Cre_2:NoBirA_6"	"Ilia_newDatabase, 130:127, BirA/Cre_2:BirA/Cre_3"	"Ilia_newDatabase, 130:128, BirA/Cre_2:NoBirA_4"	"Ilia_newDatabase, 130:129, BirA/Cre_2:NoBirA_5"	"Ilia_newDatabase, 130:131, BirA/Cre_2:BirA/Cre_1"	"Ilia_newDatabase, 131:126, BirA/Cre_1:NoBirA_6"	"Ilia_newDatabase, 131:127, BirA/Cre_1:BirA/Cre_3"	"Ilia_newDatabase, 131:128, BirA/Cre_1:NoBirA_4"	"Ilia_newDatabase, 131:129, BirA/Cre_1:NoBirA_5"	"Ilia_newDatabase, 131:130, BirA/Cre_1:BirA/Cre_2"	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Ilia_newDatabase unique_peptides	Ilia_newDatabase numSpectra	Ilia_newDatabase totalIntensity	Ilia_newDatabase pct_cov
-4.321	1.612	1.256	-4.441	-4.029	4.321	5.723	6.561	0.141	0.409	-1.612	-5.723		-6.06	-5.497	-1.256	-6.561		-6.437	-6.151	4.441	-0.141	6.06	6.437	0.241	4.029	-0.409	5.497	6.151	-0.241	E9PVD2	E9PVD2	Itih4	1	9	55	1	E9PVD2|A0A0R4J1N1	MOUSE	104757.7	63.7	18	18.2	891.16	24.1		941	"Inter alpha-trypsin inhibitor, heavy chain 4"	cytoplasm|plasma membrane|extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|hyaluronan metabolic process|	serine-type endopeptidase inhibitor activity|calcium ion binding|hyaluronic acid binding|	1	9	5.17E+09	2.20%
-6.304	-0.421	1.006	-5.977	-5.548	6.304	5.595	6.751	0.431	0.772	0.421	-5.595	0.495	-5.142	-4.664	-1.006	-6.751	-0.495	-6.306	-6.036	5.977	-0.431	5.142	6.306	0.36	5.548	-0.772	4.664	6.036	-0.36	P21614	P21614	Gc	1	214	49	49	P21614	MOUSE	55196.9	89.2	19	19.1	856.16	856.16		476	Vitamin D-binding protein	extracellular space|cytosol|axon|perinuclear region of cytoplasm|extracellular exosome|blood microparticle|	female pregnancy|lactation|response to nutrient levels|response to estradiol|vitamin D metabolic process|vitamin transport|	actin binding|vitamin transporter activity|calcidiol binding|	49	214	2.73E+11	89.20%
-5.64	-0.008	0.78	-5.497	-5.199	5.64	5.15	6.251	-0.113	0.25	0.008	-5.15	0.263	-5.089	-4.846	-0.78	-6.251	-0.263	-6.144	-5.98	5.497	0.113	5.089	6.144	0.329	5.199	-0.25	4.846	5.98	-0.329	P06728	P06728	Apoa4	1	584	50	50	P06728	MOUSE	45028.2	85.8	20	20.1	852.77	852.77		395	Apolipoprotein A-IV	extracellular region|extracellular space|cytosol|very-low-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|cell surface|	innate immune response in mucosa|cholesterol biosynthetic process|lipid transport|response to lipid hydroperoxide|leukocyte cell-cell adhesion|cholesterol metabolic process|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|removal of superoxide radicals|triglyceride catabolic process|regulation of intestinal cholesterol absorption|neuron projection regeneration|regulation of cholesterol transport|cholesterol efflux|phospholipid efflux|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|negative regulation of plasma lipoprotein particle oxidation|response to stilbenoid|lipoprotein metabolic process|cholesterol homeostasis|hydrogen peroxide catabolic process|reverse cholesterol transport|multicellular organismal lipid catabolic process|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|positive regulation of lipoprotein lipase activity|lipid homeostasis|protein-lipid complex assembly|triglyceride homeostasis|	copper ion binding|lipid binding|cholesterol binding|antioxidant activity|cholesterol transporter activity|phosphatidylcholine binding|protein homodimerization activity|phosphatidylcholine-sterol O-acyltransferase activator activity|	50	584	1.30E+13	85.80%
-4.787	0.343	0.518	-4.526	-4.638	4.787	4.719	5.069	0.072	0.095	-0.343	-4.719	0.484	-4.492	-4.574	-0.518	-5.069	-0.484	-4.908	-4.998	4.526	-0.072	4.492	4.908	0.017	4.638	-0.095	4.574	4.998	-0.017	Q91ZX7	Q91ZX7	Lrp1	1	119	70	70	A0A0R4J0I9|Q91ZX7|Q3U5J2|Q9JI18|A2API5|E9Q202|D3Z5M3	MOUSE	523675.1	17.3	21	21.1	824.21	824.21		4545	Prolow-density lipoprotein receptor-related protein 1	nucleolus|cytoplasm|lysosomal membrane|integral component of plasma membrane|coated pit|focal adhesion|membrane|receptor complex|perinuclear region of cytoplasm|	receptor-mediated endocytosis|cholesterol metabolic process|positive regulation of cholesterol efflux|negative regulation of smooth muscle cell migration|negative regulation of Wnt signaling pathway|positive regulation of lipid transport|regulation of cholesterol transport|regulation of phospholipase A2 activity|regulation of actin cytoskeleton organization|aorta morphogenesis|apoptotic cell clearance|beta-amyloid clearance|negative regulation of platelet-derived growth factor receptor-beta signaling pathway|	calcium ion binding|protein binding|protein complex binding|apolipoprotein binding|poly(A) RNA binding|	70	119	1.26E+10	17.30%
-5.718	-0.148	0.841	-5.628	-4.987	5.718	5.251	5.877	0.063	0.736	0.148	-5.251	0.227	-5.134	-4.519	-0.841	-5.877	-0.227	-5.686	-5.082	5.628	-0.063	5.134	5.686	0.676	4.987	-0.736	4.519	5.082	-0.676	P32261	P32261	Serpinc1	1	355	56	56	P32261|A0A0A6YX49|A0A0A6YXS8	MOUSE	52516.1	68.3	22	22.1	820.13	820.13		465	Antithrombin-III	extracellular space|extracellular exosome|blood microparticle|	"response to nutrient|blood coagulation|negative regulation of endopeptidase activity|negative regulation of inflammatory response|regulation of blood coagulation, intrinsic pathway|"	protease binding|serine-type endopeptidase inhibitor activity|heparin binding|	56	355	1.45E+12	68.30%
-6.039	-0.126	0.728	-5.576	-5.482	6.039	5.563	6.548	0.73	0.622	0.126	-5.563	0.396	-5.06	-4.887	-0.728	-6.548	-0.396	-5.959	-5.916	5.576	-0.73	5.06	5.959	-0.086	5.482	-0.622	4.887	5.916	0.086	P19221	P19221	F2	1	271	48	48	P19221|H7BX99	MOUSE	71693.8	58.5	23	23.1	791.39	791.39		618	Prothrombin	extracellular space|cytosol|extracellular matrix|extracellular exosome|blood microparticle|	positive regulation of protein phosphorylation|proteolysis|acute-phase response|cell surface receptor signaling pathway|positive regulation of cell proliferation|regulation of cell shape|response to wounding|regulation of gene expression|positive regulation of phosphatidylinositol 3-kinase signaling|response to inactivity|platelet activation|positive regulation of blood coagulation|positive regulation of cell growth|positive regulation of collagen biosynthetic process|fibrinolysis|negative regulation of proteolysis|negative regulation of astrocyte differentiation|positive regulation of release of sequestered calcium ion into cytosol|cytosolic calcium ion homeostasis|thrombin receptor signaling pathway|cellular response to mechanical stimulus|positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway|positive regulation of reactive oxygen species metabolic process|	serine-type endopeptidase activity|receptor binding|calcium ion binding|protein binding|peptidase activity|thrombospondin receptor activity|	48	271	8.78E+11	58.50%
-5.863	-0.306	0.841	-5.526	-5.242	5.863	5.356	6.047	0.308	0.699	0.306	-5.356	0.73	-5.367	-4.822	-0.841	-6.047	-0.73	-5.96	-5.35	5.526	-0.308	5.367	5.96	0.39	5.242	-0.699	4.822	5.35	-0.39	Q61702	Q61702	Itih1	1	202	47	2	Q61702	MOUSE	101521.5	50.8	24	24.1	783.71	31.65		907	Inter-alpha-trypsin inhibitor heavy chain H1	extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|hyaluronan metabolic process|	serine-type endopeptidase inhibitor activity|	47	202	2.96E+11	50.80%
						4.877		0.14	0.889		-4.877		-4.768	-4.504							-0.14	4.768		0.756		-0.889	4.504		-0.756	F8WJ05	F8WJ05	Itih1	1	4	46	2	F8WJ05	MOUSE	102089.1	50.9	24	24.2	766.16	20.16		911	Inter-alpha-trypsin inhibitor heavy chain H1	extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|hyaluronan metabolic process|	serine-type endopeptidase inhibitor activity|	2	4	8.62E+08	3.40%
-0.762	3.436	3.601	-3.305	0.17	0.762	3.981	4.031	-2.607	0.868	-3.436	-3.981	0.864	-6.689	-3.261	-3.601	-4.031	-0.864	-6.777	-3.186	3.305	2.607	6.689	6.777	3.352	-0.17	-0.868	3.261	3.186	-3.352	Q8K0E8	Q8K0E8	Fgb	1	180	49	49	Q8K0E8|F1MAV0|P02676	MOUSE	55436.4	79.6	25	25.1	763.62	763.62		481	Fibrinogen beta chain	fibrinogen complex|extracellular space|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|	"cell-matrix adhesion|signal transduction|plasminogen activation|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|cellular protein complex assembly|cellular response to leptin stimulus|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-1|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|negative regulation of endothelial cell apoptotic process|"	"structural molecule activity|protein binding, bridging|chaperone binding|receptor binding|cell adhesion molecule binding|"	49	180	1.99E+11	79.60%
-4.986	0.186	0.468	-5.183	-5.11	4.986	4.67	5.529	-0.282	-0.229	-0.186	-4.67	0.371	-4.779	-4.828	-0.468	-5.529	-0.371	-5.53	-5.545	5.183	0.282	4.779	5.53	0.062	5.11	0.229	4.828	5.545	-0.062	Q60841	Q60841	Reln	1	128	56	56	Q60841|Q60841-2|Q60841-3	MOUSE	394505.8	18.1	26	26.1	762.82	762.82		3461	Reelin	proteinaceous extracellular matrix|extracellular space|cytoplasm|dendrite|	"cell morphogenesis involved in differentiation|neuron migration|proteolysis|cell adhesion|axon guidance|central nervous system development|brain development|learning|long-term memory|associative learning|glial cell differentiation|regulation of gene expression|positive regulation of neuron projection development|positive regulation of phosphatidylinositol 3-kinase signaling|dendrite development|cell migration|peptidyl-tyrosine phosphorylation|spinal cord patterning|ventral spinal cord development|hippocampus development|cerebral cortex tangential migration|layer formation in cerebral cortex|cerebral cortex development|forebrain development|positive regulation of TOR signaling|positive regulation of CREB transcription factor activity|protein localization to synapse|reelin-mediated signaling pathway|positive regulation of protein kinase activity|response to pain|positive regulation of peptidyl-tyrosine phosphorylation|regulation of behavior|regulation of synaptic transmission|positive regulation of small GTPase mediated signal transduction|positive regulation of synaptic transmission, glutamatergic|long-term synaptic potentiation|positive regulation of dendritic spine morphogenesis|positive regulation of protein tyrosine kinase activity|positive regulation of synapse maturation|postsynaptic density assembly|N-methyl-D-aspartate receptor clustering|postsynaptic density protein 95 clustering|receptor localization to synapse|lateral motor column neuron migration|positive regulation of long-term synaptic potentiation|positive regulation of lateral motor column neuron migration|regulation of N-methyl-D-aspartate selective glutamate receptor activity|positive regulation of excitatory postsynaptic membrane potential|positive regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity|"	protein binding|serine-type peptidase activity|metal ion binding|lipoprotein particle receptor binding|very-low-density lipoprotein particle receptor binding|	56	128	1.24E+10	18.10%
-6.01	-0.472	0.489	-5.855	-5.368	6.01	5.219	5.966	0.128	0.654	0.472	-5.219	0.794	-5.132	-4.607	-0.489	-5.966	-0.794	-5.913	-5.346	5.855	-0.128	5.132	5.913	0.511	5.368	-0.654	4.607	5.346	-0.511	P26262	P26262	Klkb1	1	236	48	48	P26262|P04187	MOUSE	73492.3	68.1	27	27.1	758.27	758.27		638	Plasma kallikrein	extracellular space|extracellular exosome|	inflammatory response|blood coagulation|plasminogen activation|fibrinolysis|positive regulation of fibrinolysis|liver regeneration|	serine-type endopeptidase activity|	48	236	5.06E+11	68.10%
-5.084	0.046	0.488	-5.021	-4.888	5.084	4.855	5.208	-0.065	0.123	-0.046	-4.855	0.352	-4.867	-4.679	-0.488	-5.208	-0.352	-5.032	-4.96	5.021	0.065	4.867	5.032	0.209	4.888	-0.123	4.679	4.96	-0.209	A0A0R4J0I1	A0A0R4J0I1	Serpina3k	1	879	37	25	A0A0R4J0I1|P07759	MOUSE	46900.1	68.1	28	28.1	736.58	493.38		418	MCG1051009				37	879	1.01E+13	68.10%
-5.222	-0.266	1.322	-4.929	-4.971	5.222	4.995	6.284	0.52	0.623	0.266	-4.995	1.26	-4.698	-4.403	-1.322	-6.284	-1.26	-5.904	-5.834	4.929	-0.52	4.698	5.904	0.017	4.971	-0.623	4.403	5.834	-0.017	G3X8T9	G3X8T9	Serpina3n	1	15	29	2	G3X8T9	MOUSE	46936.4	52.6	28	28.2	454.71	40.82		418	"Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a"	extracellular region|extracellular space|extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|	serine-type endopeptidase inhibitor activity|	2	15	1.84E+10	6.60%
-4.628	-1.049		-4.48	-4.233	4.628	3.579		0.148	0.395	1.049	-3.579		-3.431	-3.184						4.48	-0.148	3.431		0.247	4.233	-0.395	3.184		-0.247	Q91WP6	Q91WP6	Serpina3n	1	1	29	1	Q91WP6|Q5I2A0|F2Z405	MOUSE	46888.3	53.1	28	28.3	442.7	13.01		418	Serine protease inhibitor A3N	extracellular region|extracellular space|extracellular exosome|blood microparticle|	acute-phase response|negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|	serine-type endopeptidase inhibitor activity|	1	1	11300000	4.30%
-4.476	0.956	1.824	-4.191	-3.569	4.476	5.098	6.255	0.223	0.765	-0.956	-5.098	0.608	-4.664	-4.19	-1.824	-6.255	-0.608	-5.995	-5.493	4.191	-0.223	4.664	5.995	0.461	3.569	-0.765	4.19	5.493	-0.461	Q03734	Q03734	Serpina3m	1	55	27	15	Q03734	MOUSE	47234.5	55.5	28	28.4	474.73	217.4		418	Serine protease inhibitor A3M	extracellular space|extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|	serine-type endopeptidase inhibitor activity|	15	55	4.32E+10	38.70%
-5.57	-0.457	1.389	-5.652	-5.421	5.57	4.884	6.315	0.166	0.081	0.457	-4.884	0.531	-4.721	-4.77	-1.389	-6.315	-0.531	-6.165	-6.234	5.652	-0.166	4.721	6.165	-0.049	5.421	-0.081	4.77	6.234	0.049	P29621	P29621	Serpina3c	1	9	13	7	P29621|Q80X76	MOUSE	46936.4	29	28	28.5	207.7	102.65		417	Serine protease inhibitor A3C	extracellular space|extracellular exosome|blood microparticle|	negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|	serine-type endopeptidase inhibitor activity|	7	9	3.67E+08	17.70%
-3.406			-2.878	-2.587	3.406			0.186	0.421											2.878	-0.186			0.291	2.587	-0.421			-0.291	D3Z450	D3Z450	Serpina3i	1	3	5	2	D3Z450	MOUSE	45964.2	10.5	28	28.6	45.25	10.68		408	"Serine (or cysteine) peptidase inhibitor, clade A, member 3I"	extracellular space|	negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|	serine-type endopeptidase inhibitor activity|	2	3	8.02E+08	6.60%
-4.863	0.258	0.998	-5.346	-5.446	4.863	4.873	5.264	-0.913	-0.927	-0.258	-4.873	0.822	-5.595	-5.634	-0.998	-5.264	-0.822	-5.733	-6.001	5.346	0.913	5.595	5.733	-0.1	5.446	0.927	5.634	6.001	0.1	P42703	P42703	Lifr	1	224	49	3	P42703	MOUSE	123883.7	40.1	29	29.1	733.51	44.72		1092	Leukemia inhibitory factor receptor	plasma membrane|integral component of membrane|receptor complex|extracellular exosome|	positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|	leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|	49	224	5.49E+11	40.10%
-3.067	-1.053	-0.034	-4.045	-4.202	3.067	2.14	3.539	-0.567	-0.87	1.053	-2.14	0.727	-2.544	-3.021	0.034	-3.539	-0.727	-4.623	-5.025	4.045	0.567	2.544	4.623	-0.245	4.202	0.87	3.021	5.025	0.245	P42703-2	P42703-2	Lifr	1	15	47	2	P42703-2	MOUSE	82255.7	58.4	29	29.2	702.25	28		1092	Isoform 2 of Leukemia inhibitory factor receptor	plasma membrane|integral component of membrane|receptor complex|extracellular exosome|	positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|	leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|	2	15	1.50E+10	3.70%
-0.35	2.946	3.462	-2.547	0.341	0.35	3.695	4.314	-2.304	0.568	-2.946	-3.695	1.255	-5.77	-3.339	-3.462	-4.314	-1.255	-6.103	-3.749	2.547	2.304	5.77	6.103	2.924	-0.341	-0.568	3.339	3.749	-2.924	E9PV24	E9PV24	Fga	1	215	54	54	E9PV24|E9PV24-2|P02672|A5PJE3	MOUSE	88169.4	58.6	30	30.1	731.96	731.96		789	Fibrinogen alpha chain	fibrinogen complex|extracellular space|rough endoplasmic reticulum|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|	"protein complex assembly|acute-phase response|cell-matrix adhesion|signal transduction|blood coagulation|plasminogen activation|response to estradiol|response to genistein|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|response to morphine|cellular protein complex assembly|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|response to cycloheximide|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-6|cellular response to organic cyclic compound|blood coagulation, common pathway|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|liver regeneration|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|cellular response to granulocyte colony-stimulating factor|negative regulation of endothelial cell apoptotic process|"	"structural molecule activity|protein binding, bridging|receptor binding|cell adhesion molecule binding|"	54	215	4.20E+11	58.60%
-5.865	0.033	0.613	-5.423	-5.331	5.865	5.301	6.169	0.302	0.552	-0.033	-5.301	0.52	-4.845	-4.792	-0.613	-6.169	-0.52	-5.723	-5.563	5.423	-0.302	4.845	5.723	0.228	5.331	-0.552	4.792	5.563	-0.228	Q00623	Q00623	Apoa1	1	1007	43	43	Q00623	MOUSE	30615	81.4	31	31.1	699.18	699.18		264	Apolipoprotein A-I	extracellular region|extracellular space|nucleus|cytosol|cell surface|endocytic vesicle|cytoplasmic vesicle|very-low-density lipoprotein particle|high-density lipoprotein particle|discoidal high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|	regulation of protein phosphorylation|endothelial cell proliferation|negative regulation of cytokine secretion involved in immune response|phospholipid metabolic process|phosphatidylcholine biosynthetic process|cholesterol biosynthetic process|G-protein coupled receptor signaling pathway|integrin-mediated signaling pathway|response to nutrient|cholesterol metabolic process|glucocorticoid metabolic process|negative regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|negative regulation of very-low-density lipoprotein particle remodeling|protein oxidation|peptidyl-methionine modification|triglyceride catabolic process|lipid storage|regulation of intestinal cholesterol absorption|cholesterol transport|adrenal gland development|organ regeneration|regulation of Cdc42 protein signal transduction|cholesterol efflux|phospholipid efflux|negative regulation of heterotypic cell-cell adhesion|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|positive regulation of Rho protein signal transduction|lipoprotein biosynthetic process|response to drug|cholesterol homeostasis|blood vessel endothelial cell migration|response to estrogen|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|negative regulation of interleukin-1 beta secretion|negative regulation of inflammatory response|protein stabilization|negative chemotaxis|positive regulation of lipoprotein lipase activity|vitamin transport|positive regulation of hydrolase activity|negative regulation of hydrolase activity|positive regulation of stress fiber assembly|phospholipid homeostasis|negative regulation of lipase activity|negative regulation of cell adhesion molecule production|negative regulation of response to cytokine stimulus|triglyceride homeostasis|cholesterol import|positive regulation of substrate adhesion-dependent cell spreading|protein localization|axon regeneration|	beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|phospholipid transporter activity|high-density lipoprotein particle binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|apolipoprotein receptor binding|apolipoprotein A-I receptor binding|identical protein binding|chemorepellent activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|lipoprotein particle binding|cholesterol transporter activity|	43	1007	1.75E+14	81.40%
