id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
Q61702,0.348496369,-0.04175,9.46880038,0.5145,0.113010803,1.845136647,-0.672,-0.0075,-0.2175,0.446,0.218,-0.0175,Q61702,Itih1,Q61702_Itih1,Q61702,Itih1,1,202,47,2,Q61702,MOUSE,101521.5,50.8,24,24.1,783.71,31.65,,907,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,47,202,2.96E+11,50.8%
F8WJ05,0.921035669,0.3485,0.621825888,-0.081333333,0.866597459,-0.17853159,,0.4095,,0.558,0.521,-0.0945,F8WJ05,Itih1,F8WJ05_Itih1,F8WJ05,Itih1,1,4,46,2,F8WJ05,MOUSE,102089.1,50.9,24,24.2,766.16,20.16,,911,Inter-alpha-trypsin inhibitor heavy chain H1,extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,2,4,862000000,3.4%
Q8K0E8,0.729414454,0.81475,2.704127967,-0.857166667,0.53652159,-0.655118842,3.654,-0.1055,0.1815,-0.186,2.391,-1.0465,Q8K0E8,Fgb,Q8K0E8_Fgb,Q8K0E8,Fgb,1,180,49,49,Q8K0E8|F1MAV0|P02676,MOUSE,55436.4,79.6,25,25.1,763.62,763.62,,481,Fibrinogen beta chain,fibrinogen complex|extracellular space|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"cell-matrix adhesion|signal transduction|plasminogen activation|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|cellular protein complex assembly|cellular response to leptin stimulus|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-1|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|chaperone binding|receptor binding|cell adhesion molecule binding|",49,180,1.99E+11,79.6%
Q60841,0.843133985,0.024083333,1.342812356,0.1295,0.734038374,0.35545544,-0.43,-0.3485,0.6565,-0.184,0.175,0.2755,Q60841,Reln,Q60841_Reln,Q60841,Reln,1,128,56,56,Q60841|Q60841-2|Q60841-3,MOUSE,394505.8,18.1,26,26.1,762.82,762.82,,3461,Reelin,proteinaceous extracellular matrix|extracellular space|cytoplasm|dendrite|,"cell morphogenesis involved in differentiation|neuron migration|proteolysis|cell adhesion|axon guidance|central nervous system development|brain development|learning|long-term memory|associative learning|glial cell differentiation|regulation of gene expression|positive regulation of neuron projection development|positive regulation of phosphatidylinositol 3-kinase signaling|dendrite development|cell migration|peptidyl-tyrosine phosphorylation|spinal cord patterning|ventral spinal cord development|hippocampus development|cerebral cortex tangential migration|layer formation in cerebral cortex|cerebral cortex development|forebrain development|positive regulation of TOR signaling|positive regulation of CREB transcription factor activity|protein localization to synapse|reelin-mediated signaling pathway|positive regulation of protein kinase activity|response to pain|positive regulation of peptidyl-tyrosine phosphorylation|regulation of behavior|regulation of synaptic transmission|positive regulation of small GTPase mediated signal transduction|positive regulation of synaptic transmission, glutamatergic|long-term synaptic potentiation|positive regulation of dendritic spine morphogenesis|positive regulation of protein tyrosine kinase activity|positive regulation of synapse maturation|postsynaptic density assembly|N-methyl-D-aspartate receptor clustering|postsynaptic density protein 95 clustering|receptor localization to synapse|lateral motor column neuron migration|positive regulation of long-term synaptic potentiation|positive regulation of lateral motor column neuron migration|regulation of N-methyl-D-aspartate selective glutamate receptor activity|positive regulation of excitatory postsynaptic membrane potential|positive regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity|",protein binding|serine-type peptidase activity|metal ion binding|lipoprotein particle receptor binding|very-low-density lipoprotein particle receptor binding|,56,128,12400000000,18.1%
P26262,0.675762207,0.084083333,3.266850911,0.328833333,0.471318958,0.767301406,-0.84,-0.1195,0.7185,0.395,0.361,-0.0105,P26262,Klkb1,P26262_Klkb1,P26262,Klkb1,1,236,48,48,P26262|P04187,MOUSE,73492.3,68.1,27,27.1,758.27,758.27,,638,Plasma kallikrein,extracellular space|extracellular exosome|,inflammatory response|blood coagulation|plasminogen activation|fibrinolysis|positive regulation of fibrinolysis|liver regeneration|,serine-type endopeptidase activity|,48,236,5.06E+11,68.1%
A0A0R4J0I1,0.644486691,-0.089583333,3.620479291,0.2035,0.434462274,0.835510623,-0.469,-0.1665,0.0615,-0.109,0.113,0.0325,A0A0R4J0I1,Serpina3k,A0A0R4J0I1_Serpina3k,A0A0R4J0I1,Serpina3k,1,879,37,25,A0A0R4J0I1|P07759,MOUSE,46900.1,68.1,28,28.1,736.58,493.38,,418,MCG1051009,,,,37,879,1.01E+13,68.1%
G3X8T9,0.994215419,0.0928,0.053034545,-0.00575,0.987862604,-0.015958101,-0.235,0.4275,,0.457,-0.138,-0.0475,G3X8T9,Serpina3n,G3X8T9_Serpina3n,G3X8T9,Serpina3n,1,15,29,2,G3X8T9,MOUSE,46936.4,52.6,28,28.2,454.71,40.82,,418,"Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a",extracellular region|extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,2,15,18400000000,6.6%
Q91WP6,0.441723111,0.1342,7.497938779,-0.535916667,0.177912361,-1.557467867,0.043,0.8685,,-0.01,-0.062,-0.1685,Q91WP6,NotFound,Q91WP6_NotFound,Q91WP6,Serpina3n,1,1,29,1,Q91WP6|Q5I2A0|F2Z405,MOUSE,46888.3,53.1,28,28.3,442.7,13.01,,418,Serine protease inhibitor A3N,extracellular region|extracellular space|extracellular exosome|blood microparticle|,acute-phase response|negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,1,1,11300000,4.3%
Q03734,0.569153145,0.39825,4.696363615,-0.3235,0.339127992,-1.035554205,0.771,0.0625,0.8465,0.487,0.276,-0.0535,Q03734,Serpina3m,Q03734_Serpina3m,Q03734,Serpina3m,1,55,27,15,Q03734,MOUSE,47234.5,55.5,28,28.4,474.73,217.4,,418,Serine protease inhibitor A3M,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,15,55,43200000000,38.7%
P29621,0.277507267,-0.3218,11.97963935,0.637416667,0.063392235,2.35293543,-0.834,-0.5745,,-0.104,-0.185,0.0885,P29621,Serpina3c,P29621_Serpina3c,P29621,Serpina3c,1,9,13,7,P29621|Q80X76,MOUSE,46936.4,29,28,28.5,207.7,102.65,,417,Serine protease inhibitor A3C,extracellular space|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,7,9,367000000,17.7%
D3Z450,0.149102391,0.497625,18.60508468,-1.485833333,0.013787691,-4.072815063,1.612,,,0.272,0.018,0.0885,D3Z450,Serpina3i,D3Z450_Serpina3i,D3Z450,Serpina3i,1,3,5,2,D3Z450,MOUSE,45964.2,10.5,28,28.6,45.25,10.68,,408,"Serine (or cysteine) peptidase inhibitor, clade A, member 3I",extracellular space|,negative regulation of endopeptidase activity|response to cytokine|response to peptide hormone|,serine-type endopeptidase inhibitor activity|,2,3,802000000,6.6%
P42703,0.334785174,0.139416667,9.97517336,0.7175,0.100573292,1.928183849,-0.423,-0.3215,0.0865,-0.203,0.75,0.9475,P42703,Lifr,P42703_Lifr,P42703,Lifr,1,224,49,3,P42703,MOUSE,123883.7,40.1,29,29.1,733.51,44.72,,1092,Leukemia inhibitory factor receptor,plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|,leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|,49,224,5.49E+11,40.1%
P42703-2,0.23713653,0.96375,14.33442891,-1.3545,0.036860151,-2.66334239,0.827,1.5915,2.5045,-0.24,0.259,0.8405,P42703,Lifr,P42703-2_Lifr,P42703-2,Lifr,1,15,47,2,P42703-2,MOUSE,82255.7,58.4,29,29.2,702.25,28,,1092,Isoform 2 of Leukemia inhibitory factor receptor,plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,positive regulation of cell proliferation|negative regulation of muscle cell apoptotic process|response to organic cyclic compound|cytokine-mediated signaling pathway|organ regeneration|response to cytokine|oncostatin-M-mediated signaling pathway|neuron projection morphogenesis|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway|,leukemia inhibitory factor receptor activity|ciliary neurotrophic factor receptor binding|protein binding|growth factor binding|cytokine binding|protein heterodimerization activity|ciliary neurotrophic factor receptor activity|oncostatin-M receptor activity|,2,15,15000000000,3.7%
E9PV24,0.688095193,0.629916667,3.125220828,-0.948166667,0.486942765,-0.740186696,3.643,0.0425,-0.3735,-0.419,1.903,-1.0165,E9PV24,Fga,E9PV24_Fga,E9PV24,Fga,1,215,54,54,E9PV24|E9PV24-2|P02672|A5PJE3,MOUSE,88169.4,58.6,30,30.1,731.96,731.96,,789,Fibrinogen alpha chain,fibrinogen complex|extracellular space|rough endoplasmic reticulum|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"protein complex assembly|acute-phase response|cell-matrix adhesion|signal transduction|blood coagulation|plasminogen activation|response to estradiol|response to genistein|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|response to morphine|cellular protein complex assembly|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|response to cycloheximide|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-6|cellular response to organic cyclic compound|blood coagulation, common pathway|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|liver regeneration|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|cellular response to granulocyte colony-stimulating factor|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|receptor binding|cell adhesion molecule binding|",54,215,4.2E+11,58.6%
Q00623,0.339465731,-0.160583333,9.714336589,0.6015,0.106798792,1.885416349,-1.045,-0.1575,-0.1815,0.32,0.079,0.0215,Q00623,Apoa1,Q00623_Apoa1,Q00623,Apoa1,1,1007,43,43,Q00623,MOUSE,30615,81.4,31,31.1,699.18,699.18,,264,Apolipoprotein A-I,extracellular region|extracellular space|nucleus|cytosol|cell surface|endocytic vesicle|cytoplasmic vesicle|very-low-density lipoprotein particle|high-density lipoprotein particle|discoidal high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,regulation of protein phosphorylation|endothelial cell proliferation|negative regulation of cytokine secretion involved in immune response|phospholipid metabolic process|phosphatidylcholine biosynthetic process|cholesterol biosynthetic process|G-protein coupled receptor signaling pathway|integrin-mediated signaling pathway|response to nutrient|cholesterol metabolic process|glucocorticoid metabolic process|negative regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|negative regulation of very-low-density lipoprotein particle remodeling|protein oxidation|peptidyl-methionine modification|triglyceride catabolic process|lipid storage|regulation of intestinal cholesterol absorption|cholesterol transport|adrenal gland development|organ regeneration|regulation of Cdc42 protein signal transduction|cholesterol efflux|phospholipid efflux|negative regulation of heterotypic cell-cell adhesion|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|positive regulation of Rho protein signal transduction|lipoprotein biosynthetic process|response to drug|cholesterol homeostasis|blood vessel endothelial cell migration|response to estrogen|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|negative regulation of interleukin-1 beta secretion|negative regulation of inflammatory response|protein stabilization|negative chemotaxis|positive regulation of lipoprotein lipase activity|vitamin transport|positive regulation of hydrolase activity|negative regulation of hydrolase activity|positive regulation of stress fiber assembly|phospholipid homeostasis|negative regulation of lipase activity|negative regulation of cell adhesion molecule production|negative regulation of response to cytokine stimulus|triglyceride homeostasis|cholesterol import|positive regulation of substrate adhesion-dependent cell spreading|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|phospholipid transporter activity|high-density lipoprotein particle binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|apolipoprotein receptor binding|apolipoprotein A-I receptor binding|identical protein binding|chemorepellent activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|lipoprotein particle binding|cholesterol transporter activity|,43,1007,1.75E+14,81.4%
A0A0R4J038,0.366645294,-0.06275,9.039486152,0.479166667,0.124753111,1.774622296,-0.67,-0.0205,-0.2165,0.375,0.156,-0.0005,A0A0R4J038,Kng1,A0A0R4J038_Kng1,A0A0R4J038,Kng1,1,281,40,7,A0A0R4J038|D3YTY9|O08677|O08677-3|B99909|P01044|P01045,MOUSE,74183.9,50.8,32,32.1,683.55,128.96,,661,Kininogen-1,,,,40,281,2.28E+12,50.8%
O08677-2,0.282360967,0.207083333,11.28864438,-0.731833333,0.07432511,-2.143668124,0.272,1.1895,0.2575,0.067,-0.433,-0.1105,O08677,Kng1,O08677-2_Kng1,O08677-2,Kng1,1,20,32,3,O08677-2,MOUSE,48981.4,64.3,32,32.2,552.37,30.95,,661,Isoform LMW of Kininogen-1,extracellular space|cytosol|extracellular exosome|blood microparticle|,inflammatory response|blood coagulation|negative regulation of endopeptidase activity|vasodilation|,cysteine-type endopeptidase inhibitor activity|receptor binding|,3,20,25700000000,6.2%
Q6S9I3,0.958652624,0.116916667,0.334103017,0.0345,0.92595461,0.096782127,-0.554,0.4195,0.4335,0.456,-0.019,-0.0345,Q6S9I3,Kng2,Q6S9I3_Kng2,Q6S9I3,Kng2,1,80,31,24,Q6S9I3|Q6S9I2|E0CYI5,MOUSE,72355.1,37.1,32,32.3,476.85,396.59,,644,HMW kininogen-II,extracellular space|cytosol|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|,cysteine-type endopeptidase inhibitor activity|receptor binding|,24,80,48500000000,35.2%
Q61129,0.594740834,-0.031916667,4.311819688,0.256833333,0.37052544,0.96534816,-0.516,-0.1775,0.2125,0.127,0.137,0.0255,Q61129,Cfi,Q61129_Cfi,Q61129,Cfi,1,207,41,41,Q61129,MOUSE,69541.5,59.7,33,33.1,676.69,676.69,,603,Complement factor I,extracellular space|membrane|extracellular exosome|,"proteolysis|receptor-mediated endocytosis|complement activation, classical pathway|innate immune response|",serine-type endopeptidase activity|scavenger receptor activity|metal ion binding|,41,207,4.32E+11,59.7%
P20029,0.301834969,-0.19475,10.66384778,0.555166667,0.085825279,2.041091263,-0.581,-0.0795,-0.7565,0.276,-0.002,-0.0255,P20029,Hspa5,P20029_Hspa5,P20029,Hspa5,1,160,43,40,P20029,MOUSE,72534.8,53.8,34,34.1,621.73,591.44,,655,78 kDa glucose-regulated protein,extracellular region|nucleus|mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|smooth endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|plasma membrane|focal adhesion|cell surface|membrane|integral component of endoplasmic reticulum membrane|midbody|endoplasmic reticulum chaperone complex|melanosome|myelin sheath|extracellular exosome|COP9 signalosome|,ER overload response|activation of signaling protein activity involved in unfolded protein response|cerebellum structural organization|cerebellar Purkinje cell layer development|substantia nigra development|positive regulation of cell migration|negative regulation of transforming growth factor beta receptor signaling pathway|positive regulation of protein ubiquitination|response to endoplasmic reticulum stress|maintenance of protein localization in endoplasmic reticulum|positive regulation of embryonic development|cellular response to glucose starvation|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|cellular response to antibiotic|cellular response to interleukin-4|toxin transport|,glycoprotein binding|protein binding|ATP binding|ATPase activity|enzyme binding|protein domain specific binding|ubiquitin protein ligase binding|ribosome binding|unfolded protein binding|misfolded protein binding|,43,160,1.33E+11,53.8%
