id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Liver_Searched..126.126.127.128.129.130.131..No_BirA_4.multimedian,Liver_Searched..127.126.127.128.129.130.131..No_BirA_5.multimedian,Liver_Searched..129.126.127.128.129.130.131..No_BirA_6.multimedian,Liver_Searched..128.126.127.128.129.130.131..XBirA_2.multimedian,Liver_Searched..130.126.127.128.129.130.131..XBirA_3.multimedian,Liver_Searched..131.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Liver_Searched.unique_peptides,Liver_Searched.numSpectra,Liver_Searched.totalIntensity,Liver_Searched.pct_cov
Q8CGC7,0.461918472,0.001333333,9.057014003,-0.156,0.12425063,-1.757105239,0.13,0.114,-0.006,0.003,-0.122,-0.111,Q8CGC7,Eprs,Q8CGC7_Eprs,Q8CGC7,Eprs,1,423,101,101,Q8CGC7|A0A0A6YWA4,MOUSE,171844.7,62.8,16,16.1,1427.45,1427.45,,1512,Bifunctional glutamate/proline--tRNA ligase,cytoplasm|membrane|aminoacyl-tRNA synthetase multienzyme complex|ribonucleoprotein complex|GAIT complex|,glutamyl-tRNA aminoacylation|prolyl-tRNA aminoacylation|negative regulation of translation|cellular response to interferon-gamma|,glutamate-tRNA ligase activity|proline-tRNA ligase activity|ATP binding|RNA stem-loop binding|GTPase binding|,101,423,2.56E+11,62.8%
Q5SXR6,0.551084904,0.077333333,7.242374775,-0.356666667,0.188695925,-1.465165241,-0.208,0.21,0.765,-0.291,-0.027,0.015,Q5SXR6,NotFound,Q5SXR6_NotFound,Q5SXR6,Cltc,1,380,93,93,Q5SXR6|Q68FD5,MOUSE,193751.2,62.2,17,17.1,1416.61,1416.61,,1679,Clathrin heavy chain,cytoplasm|mitochondrion|spindle|focal adhesion|membrane|membrane coat|clathrin coat of trans-Golgi network vesicle|clathrin coat of coated pit|clathrin-coated vesicle|Myb complex|intracellular membrane-bounded organelle|protein complex|extracellular exosome|clathrin complex|extracellular vesicle|,osteoblast differentiation|intracellular protein transport|receptor-mediated endocytosis|mitotic nuclear division|receptor internalization|transferrin transport|mitotic spindle assembly|negative regulation of hyaluronan biosynthetic process|negative regulation of protein localization to plasma membrane|,double-stranded RNA binding|structural molecule activity|protein binding|clathrin light chain binding|poly(A) RNA binding|,93,380,2.75E+11,62.2%
Q9JKR6,0.000368062,-0.2285,52.60537405,1.879666667,5.48861E-06,13.14039737,-1.091,-1.011,-1.403,0.618,0.604,0.912,Q9JKR6,Hyou1,Q9JKR6_Hyou1,Q9JKR6,Hyou1,1,525,91,91,Q9JKR6|E0CYZ2,MOUSE,111407.3,67.3,18,18.1,1403.79,1403.79,,999,Hypoxia up-regulated protein 1,extracellular region|endoplasmic reticulum lumen|focal adhesion|membrane|endoplasmic reticulum chaperone complex|extracellular exosome|,response to ischemia|response to endoplasmic reticulum stress|negative regulation of apoptotic process|cellular response to hypoxia|negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway|negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway|,ATP binding|,91,525,9.72E+11,67.3%
Q8VDJ3,0.576085848,0.002166667,6.843298901,-0.121,0.206856947,-1.397350558,0.011,0.133,0.044,0.001,-0.13,-0.046,Q8VDJ3,Hdlbp,Q8VDJ3_Hdlbp,Q8VDJ3,Hdlbp,1,447,97,97,Q8VDJ3|A0A087WP83,MOUSE,142310.9,66.7,19,19.1,1378.25,1378.25,,1268,Vigilin,nucleus|cytoplasm|high-density lipoprotein particle|,lipid transport|cholesterol metabolic process|,poly(A) RNA binding|,97,447,5.2E+11,66.7%
P08113,0.000498463,-0.308666667,49.86527973,1.986,1.03151E-05,11.90335676,-1.164,-1.064,-1.677,0.646,0.681,0.726,P08113,Hsp90b1,P08113_Hsp90b1,P08113,Hsp90b1,1,635,87,85,P08113,MOUSE,92759.4,70.6,20,20.1,1370.58,1332.82,,802,Endoplasmin,extracellular region|nucleus|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|cytosol|plasma membrane|focal adhesion|membrane|midbody|extracellular matrix|endoplasmic reticulum chaperone complex|melanosome|perinuclear region of cytoplasm|extracellular exosome|,"response to hypoxia|protein folding|ER-associated ubiquitin-dependent protein catabolic process|retrograde protein transport, ER to cytosol|actin rod assembly|negative regulation of apoptotic process|regulation of phosphoprotein phosphatase activity|cellular response to ATP|",RNA binding|protein binding|ATP binding|protein phosphatase binding|virion binding|low-density lipoprotein particle receptor binding|unfolded protein binding|,87,635,1.97E+12,70.6%
P11499,0.720877135,-0.022833333,4.21648727,0.105666667,0.378748806,0.942746561,-0.039,0.074,-0.262,0.103,-0.032,0.019,P11499,Hsp90ab1,P11499_Hsp90ab1,P11499,Hsp90ab1,1,309,81,53,P11499|E9PX27,MOUSE,83622,77.6,20,20.2,1189.09,779.84,,724,Heat shock protein HSP 90-beta,intracellular|cytoplasm|mitochondrion|cytosol|cell surface|membrane|inclusion body|basolateral plasma membrane|apical plasma membrane|brush border membrane|melanosome|extracellular exosome|COP9 signalosome|,"placenta development|protein folding|response to salt stress|virion attachment to host cell|positive regulation of protein binding|negative regulation of proteasomal ubiquitin-dependent protein catabolic process|positive regulation of protein import into nucleus, translocation|negative regulation of neuron apoptotic process|positive regulation of nitric oxide biosynthetic process|positive regulation of cell size|regulation of interferon-gamma-mediated signaling pathway|regulation of type I interferon-mediated signaling pathway|cellular response to interleukin-4|cellular response to organic cyclic compound|positive regulation of protein serine/threonine kinase activity|fibril organization|",UTP binding|CTP binding|double-stranded RNA binding|protein binding|ATP binding|GTP binding|sulfonylurea receptor binding|kinase binding|protein kinase binding|MHC class II protein complex binding|nitric-oxide synthase regulator activity|TPR domain binding|dATP binding|ion channel binding|poly(A) RNA binding|unfolded protein binding|,53,309,7.14E+11,60.0%
P07901,0.946747465,-0.013833333,0.793441262,-0.037,0.833020854,-0.219304321,-0.286,0.325,-0.025,-0.184,0.003,0.084,P07901,Hsp90aa1,P07901_Hsp90aa1,P07901,Hsp90aa1,1,141,58,32,P07901,MOUSE,85185.7,64.2,20,20.3,867.71,496.22,,733,Heat shock protein HSP 90-alpha,intracellular|nucleus|nucleoplasm|cytoplasm|mitochondrion|cytosol|membrane|ruffle membrane|melanosome|myelin sheath|extracellular exosome|,nitric oxide biosynthetic process|response to unfolded protein|response to cold|protein refolding|protein import into mitochondrial outer membrane|positive regulation of nitric oxide biosynthetic process|positive regulation of cytotoxic T cell differentiation|regulation of catalytic activity|chaperone-mediated protein complex assembly|,protein binding|ATP binding|ATPase activity|MHC class II protein complex binding|nitric-oxide synthase regulator activity|TPR domain binding|identical protein binding|protein homodimerization activity|poly(A) RNA binding|GTPase binding|unfolded protein binding|,32,141,87100000000,45.8%
Q9CQN1,0.951421295,-0.071166667,0.736275019,0.041666667,0.844058404,0.204565352,0.165,0.112,-0.553,0.084,-0.055,-0.18,Q9CQN1,Trap1,Q9CQN1_Trap1,Q9CQN1,Trap1,1,236,50,49,Q9CQN1,MOUSE,80549.8,66.2,20,20.4,765.6,748,,706,"Heat shock protein 75 kDa, mitochondrial",nucleoplasm|mitochondrion|mitochondrial inner membrane|mitochondrial intermembrane space|mitochondrial matrix|lipid particle|membrane|extracellular exosome|,protein folding|response to stress|translational attenuation|negative regulation of cellular respiration|negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway|,ATP binding|protein kinase binding|poly(A) RNA binding|unfolded protein binding|,49,236,2.36E+11,64.3%
P26039,0.856747233,-0.013333333,2.284830097,0.047333333,0.590904082,0.56435315,-0.03,0.037,-0.118,0.013,0.012,0.006,P26039,Tln1,P26039_Tln1,P26039,Tln1,1,277,89,81,P26039,MOUSE,271984.6,50.8,21,21.1,1356.34,1233.14,,2541,Talin-1,ruffle|cytoplasm|microtubule organizing center|plasma membrane|focal adhesion|cell surface|ruffle membrane|extracellular exosome|,cytoskeletal anchoring at plasma membrane|cell-substrate junction assembly|cortical actin cytoskeleton organization|platelet aggregation|,insulin receptor binding|integrin binding|structural constituent of cytoskeleton|protein binding|vinculin binding|LIM domain binding|actin filament binding|,89,277,79200000000,50.8%
E9PUM4,0.495960654,-0.005666667,8.290189905,0.14,0.148245326,1.633842849,-0.118,-0.093,-0.016,0.069,-0.007,0.131,E9PUM4,Tln2,E9PUM4_Tln2,E9PUM4,Tln2,1,23,25,17,A0A1L1SQ51|E9PUM4|Q71LX4|Q8CDM9,MOUSE,273944.6,13.8,21,21.2,321.83,198.63,,2542,Talin-2,ruffle|cytoskeleton|fascia adherens|focal adhesion|synapse|,cytoskeletal anchoring at plasma membrane|cell adhesion|,insulin receptor binding|structural constituent of cytoskeleton|actin filament binding|,17,23,524000000,10.0%
Q91ZA3,0.92551138,-0.025666667,1.100490729,-0.044666667,0.77615941,-0.296191131,0.116,0.198,-0.324,-0.134,0.006,-0.016,Q91ZA3,Pcca,Q91ZA3_Pcca,Q91ZA3,Pcca,1,1161,78,78,Q91ZA3,MOUSE,80547.9,81,22,22.1,1325.81,1325.81,,724,"Propionyl-CoA carboxylase alpha chain, mitochondrial",mitochondrion|mitochondrial matrix|,metabolic process|,biotin carboxylase activity|propionyl-CoA carboxylase activity|ATP binding|enzyme binding|metal ion binding|,78,1161,1.36E+13,81.0%
Q922D8,0.801983355,-0.0705,3.045429937,0.142333333,0.495971825,0.720314468,0.179,-0.033,-0.571,0.104,0.038,-0.14,Q922D8,Mthfd1,Q922D8_Mthfd1,Q922D8,Mthfd1,1,548,81,81,Q922D8|A0A1W2P733,MOUSE,101882.4,86,23,23.1,1314.62,1314.62,,935,"C-1-tetrahydrofolate synthase, cytoplasmic",mitochondrion|cytosol|membrane|extracellular exosome|,histidine biosynthetic process|neutrophil homeostasis|neural tube closure|purine nucleotide biosynthetic process|methionine metabolic process|one-carbon metabolic process|heart development|serine family amino acid metabolic process|serine family amino acid biosynthetic process|methionine biosynthetic process|10-formyltetrahydrofolate biosynthetic process|transsulfuration|tetrahydrofolate interconversion|oxidation-reduction process|somite development|,formate-tetrahydrofolate ligase activity|methenyltetrahydrofolate cyclohydrolase activity|methylenetetrahydrofolate dehydrogenase (NAD+) activity|methylenetetrahydrofolate dehydrogenase (NADP+) activity|ATP binding|,81,548,1.53E+12,86.0%
Q8R0Y6,0.5499389,0.051666667,7.304500915,0.212666667,0.186015832,1.475401015,-0.026,-0.056,-0.082,-0.059,0.463,0.07,Q8R0Y6,Aldh1l1,Q8R0Y6_Aldh1l1,Q8R0Y6,Aldh1l1,1,373,76,76,Q8R0Y6|A0A0N4SW56|Q8K009|D3Z6B9,MOUSE,99563.2,82.4,24,24.1,1217.26,1217.26,,902,Cytosolic 10-formyltetrahydrofolate dehydrogenase,mitochondrion|extracellular exosome|,one-carbon metabolic process|biosynthetic process|10-formyltetrahydrofolate catabolic process|methylation|oxidation-reduction process|,"aldehyde dehydrogenase (NAD) activity|protein binding|methyltransferase activity|formyltetrahydrofolate dehydrogenase activity|hydroxymethyl-, formyl- and related transferase activity|",77,373,3.94E+11,82.4%
Q91ZV0,0.00070612,-0.208,46.89050234,2.415333333,2.04621E-05,10.68238417,-1.235,-1.24,-1.772,0.584,1.231,1.184,Q91ZV0,Mia2,Q91ZV0_Mia2,Q91ZV0,Mia2,1,325,80,80,A0A1W2P711|Q91ZV0|H3BJS0|E9Q3S2|Q8R311|H3BKH2|H3BK48|E9PY90|H3BK44|H3BJI6|H3BL19|H3BKL6|Q91ZV0-2,MOUSE,157029.1,57.3,25,25.1,1195.21,1195.21,,1396,Melanoma inhibitory activity protein 2,extracellular region|endoplasmic reticulum exit site|,cholesterol homeostasis|triglyceride homeostasis|,,80,325,2.61E+11,57.3%
Q9DBM2,0.91325,-0.082,1.376829047,0.139333333,0.728311379,0.362447741,0.609,-0.023,-1.041,0.038,0.064,-0.139,Q9DBM2,Ehhadh,Q9DBM2_Ehhadh,Q9DBM2,Ehhadh,1,514,71,71,Q9DBM2,MOUSE,78870.6,84.4,26,26.1,1190.9,1190.9,,718,Peroxisomal bifunctional enzyme,mitochondrion|peroxisome|cytosol|,internal protein amino acid acetylation|fatty acid beta-oxidation|acyl-CoA metabolic process|,3-hydroxyacyl-CoA dehydrogenase activity|dodecenoyl-CoA delta-isomerase activity|enoyl-CoA hydratase activity|receptor binding|enzyme binding|,71,514,1.54E+12,84.4%
P63038,0.949381271,-0.082333333,0.774455144,0.049333333,0.836670556,0.214424849,0.255,0.033,-0.609,0.086,0.003,-0.262,P63038,Hspd1,P63038_Hspd1,P63038,Hspd1,1,601,68,68,P63038|P63038-2,MOUSE,61125.6,89.3,27,27.1,1178.39,1178.39,,573,"60 kDa heat shock protein, mitochondrial",extracellular space|cytoplasm|mitochondrion|mitochondrial inner membrane|mitochondrial matrix|early endosome|rough endoplasmic reticulum|Golgi apparatus|cytosol|plasma membrane|coated pit|cell surface|membrane|mitochondrial crista|coated vesicle|secretory granule|zymogen granule|myelin sheath|intracellular membrane-bounded organelle|protein complex|membrane raft|lipopolysaccharide receptor complex|extracellular exosome|cyclin-dependent protein kinase activating kinase holoenzyme complex|,response to hypoxia|detection of misfolded protein|B cell cytokine production|MyD88-dependent toll-like receptor signaling pathway|positive regulation of T cell mediated immune response to tumor cell|activation of cysteine-type endopeptidase activity involved in apoptotic process|response to unfolded protein|response to heat|response to cold|response to lipopolysaccharide|positive regulation of interferon-alpha production|positive regulation of interferon-gamma production|positive regulation of interleukin-10 production|positive regulation of interleukin-12 production|positive regulation of interleukin-6 production|response to ATP|protein refolding|B cell proliferation|T cell activation|B cell activation|response to cocaine|response to drug|response to hydrogen peroxide|positive regulation of macrophage activation|positive regulation of apoptotic process|negative regulation of apoptotic process|negative regulation of neuron apoptotic process|response to estrogen|isotype switching to IgG isotypes|positive regulation of inflammatory response|protein stabilization|positive regulation of T cell activation|chaperone mediated protein folding requiring cofactor|,lipopolysaccharide binding|protease binding|p53 binding|double-stranded RNA binding|ATP binding|ubiquitin protein ligase binding|protein complex binding|insulin binding|poly(A) RNA binding|protein heterodimerization activity|chaperone binding|misfolded protein binding|,68,601,1.82E+12,89.3%
P09103,4.90594E-05,-0.683166667,78.61093289,3.219,1.37691E-08,32.12936514,-2.221,-2.207,-2.45,0.909,0.887,0.983,P09103,P4hb,P09103_P4hb,P09103,P4hb,1,503,74,72,P09103|P05307|A6H7J6|E9Q8G8,MOUSE,57456.8,85.8,28,28.1,1178.33,1157.15,,509,Protein disulfide-isomerase,endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum-Golgi intermediate compartment|focal adhesion|external side of plasma membrane|procollagen-proline 4-dioxygenase complex|endoplasmic reticulum chaperone complex|melanosome|extracellular exosome|,protein folding|peptidyl-proline hydroxylation to 4-hydroxy-L-proline|response to endoplasmic reticulum stress|cell redox homeostasis|cellular response to hypoxia|regulation of oxidative stress-induced intrinsic apoptotic signaling pathway|,protein disulfide isomerase activity|integrin binding|protein binding|enzyme binding|poly(A) RNA binding|protein heterodimerization activity|procollagen-proline 4-dioxygenase activity|peptidyl-proline 4-dioxygenase activity|,74,503,1.86E+12,85.8%
Q91W90,0.003267009,-0.201166667,37.84812411,1.857,0.00016413,7.623738239,-0.941,-0.794,-1.654,0.48,0.758,0.944,Q91W90,Txndc5,Q91W90_Txndc5,Q91W90,Txndc5,1,50,16,14,Q91W90|E9PXX7|A0A0R4J1Y7,MOUSE,47099.3,40.5,28,28.2,225.45,204.27,,417,Thioredoxin domain-containing protein 5,endoplasmic reticulum lumen|extracellular exosome|,protein folding|response to endoplasmic reticulum stress|apoptotic cell clearance|cell redox homeostasis|,protein disulfide isomerase activity|,14,50,16400000000,39.0%
Q99K67,0.34703809,0.014833333,11.51700111,-0.336333333,0.070517984,-2.153240822,0.357,0.297,-0.105,-0.286,0.041,-0.215,Q99K67,Aass,Q99K67_Aass,Q99K67,Aass,1,514,73,73,Q99K67,MOUSE,103714.6,76.3,29,29.1,1177.12,1177.12,,926,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",mitochondrion|intracellular membrane-bounded organelle|,generation of precursor metabolites and energy|L-lysine catabolic process|L-lysine catabolic process to acetyl-CoA via saccharopine|oxidation-reduction process|,"saccharopine dehydrogenase (NADP+, L-lysine-forming) activity|saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity|",73,514,1.47E+12,76.3%
O08601-2,0.000399949,-0.391166667,51.5741942,2.572333333,6.95954E-06,12.66148442,-1.509,-1.411,-2.112,1.014,0.983,0.688,O08601,Mttp,O08601-2_Mttp,O08601-2,Mttp,1,435,75,75,O08601-2|O08601,MOUSE,101433.7,73,30,30.1,1161.02,1161.02,,894,Isoform 2 of Microsomal triglyceride transfer protein large subunit,endoplasmic reticulum|rough endoplasmic reticulum|Golgi apparatus|basolateral plasma membrane|brush border membrane|microvillus membrane|membrane-bounded vesicle|receptor complex|,protein lipidation|lipid metabolic process|triglyceride metabolic process|lipid transport|circadian rhythm|cholesterol metabolic process|lipoprotein metabolic process|cholesterol homeostasis|lipoprotein transport|response to calcium ion|,lipid transporter activity|protein binding|lipid binding|apolipoprotein binding|protein heterodimerization activity|,75,435,6E+11,73.0%
P20029,0.000552294,-0.114166667,48.88160772,1.506333333,1.29372E-05,11.48618986,-0.851,-0.855,-0.896,0.532,0.474,0.911,P20029,Hspa5,P20029_Hspa5,P20029,Hspa5,1,632,73,70,P20029,MOUSE,72534.8,82.5,31,31.1,1141.03,1098.77,,655,78 kDa glucose-regulated protein,extracellular region|nucleus|mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|smooth endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|plasma membrane|focal adhesion|cell surface|membrane|integral component of endoplasmic reticulum membrane|midbody|endoplasmic reticulum chaperone complex|melanosome|myelin sheath|extracellular exosome|COP9 signalosome|,ER overload response|activation of signaling protein activity involved in unfolded protein response|cerebellum structural organization|cerebellar Purkinje cell layer development|substantia nigra development|positive regulation of cell migration|negative regulation of transforming growth factor beta receptor signaling pathway|positive regulation of protein ubiquitination|response to endoplasmic reticulum stress|maintenance of protein localization in endoplasmic reticulum|positive regulation of embryonic development|cellular response to glucose starvation|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|cellular response to antibiotic|cellular response to interleukin-4|toxin transport|,glycoprotein binding|protein binding|ATP binding|ATPase activity|enzyme binding|protein domain specific binding|ubiquitin protein ligase binding|ribosome binding|unfolded protein binding|misfolded protein binding|,73,632,2.17E+12,82.5%
P63017,0.497381785,-0.0375,8.234760416,0.181,0.150149524,1.625960199,-0.028,-0.022,-0.334,0.062,0.015,0.082,P63017,Hspa8,P63017_Hspa8,P63017,Hspa8,1,283,65,46,P63017|Q504P4,MOUSE,71098,79.7,31,31.2,1000.1,728.33,,646,Heat shock cognate 71 kDa protein,Prp19 complex|extracellular space|intracellular|nucleus|spliceosomal complex|nucleolus|cytosol|plasma membrane|focal adhesion|membrane|ribonucleoprotein complex|melanosome|myelin sheath|extracellular exosome|blood microparticle|ubiquitin ligase complex|,"transcription, DNA-templated|mRNA processing|protein folding|RNA splicing|protein refolding|negative regulation of transcription, DNA-templated|ATP metabolic process|positive regulation of mRNA splicing, via spliceosome|chaperone mediated protein folding requiring cofactor|regulation of cell cycle|clathrin coat disassembly|negative regulation of fibril organization|","G-protein coupled receptor binding|protein binding|ATP binding|ATPase activity|enzyme binding|MHC class II protein complex binding|heat shock protein binding|ubiquitin protein ligase binding|ATPase activity, coupled|poly(A) RNA binding|unfolded protein binding|C3HC4-type RING finger domain binding|",46,283,4.33E+11,62.5%
