"","id","adj.P.Val.xBirA.over.NoBirA","AveExpr.xBirA.over.NoBirA","Log.P.Value.xBirA.over.NoBirA","logFC.xBirA.over.NoBirA","P.Value.xBirA.over.NoBirA","t.xBirA.over.NoBirA","Liver_Searched..126.126.127.128.129.130.131..No_BirA_4.multimedian","Liver_Searched..127.126.127.128.129.130.131..No_BirA_5.multimedian","Liver_Searched..129.126.127.128.129.130.131..No_BirA_6.multimedian","Liver_Searched..128.126.127.128.129.130.131..XBirA_2.multimedian","Liver_Searched..130.126.127.128.129.130.131..XBirA_3.multimedian","Liver_Searched..131.126.127.128.129.130.131..XBirA_1.multimedian","id.query","id.mapped","id.concat","accession_number","geneSymbol","numColumnsProteinObserved","numSpectraProteinObserved","numPepsUnique","numPepsUniqueSubgroupSpecificCI","accession_numbers","species","protein_mw","percentCoverage","groupNum","subgroupNum","scoreUnique","scoreUniqueSubgroupSpecificCI","orfCategory","sequenceLength","entry_name","cellular_component","biological_process","molecular_function","Liver_Searched.unique_peptides","Liver_Searched.numSpectra","Liver_Searched.totalIntensity","Liver_Searched.pct_cov"
"1674","Q922Q9",0.001458916,-0.1205,42.05941858,1.225,6.22384e-05,9.115157026,-0.758,-0.539,-0.902,0.396,0.386,0.694,"Q922Q9","Chid1","Q922Q9_Chid1","Q922Q9","Chid1",1,11,7,7,"A0A0R4J242|Q922Q9|A0A0R4J058|Q922Q9-2|A0A1B0GSH5","MOUSE",45075.9,16.5,1398,1398.1,89.38,89.38,NA,393,"Chitinase domain-containing protein 1","extracellular region|extracellular space|nucleus|lysosome|late endosome|trans-Golgi network|membrane|extracellular exosome|","carbohydrate metabolic process|chitin catabolic process|innate immune response|negative regulation of cytokine production involved in inflammatory response|","chitinase activity|chitin binding|oligosaccharide binding|",7,11,6.65e+08,"16.5%"
"1287","Q8BRH0",0.001370124,-0.1295,42.65836918,1.224333333,5.42204e-05,9.324296649,-0.766,-0.542,-0.917,0.303,0.588,0.557,"Q8BRH0","Tmtc3","Q8BRH0_Tmtc3","Q8BRH0","Tmtc3",1,18,11,11,"G5E8C4|Q8BRH0|A0A0R4J173|Q8BRH0-2","MOUSE",105108.6,13.8,1038,1038.1,137.47,137.47,NA,920,"Transmembrane and TPR repeat-containing protein 3","integral component of membrane|","post-embryonic development|regulation of gene expression|cell differentiation|lung development|lung alveolus development|muscle fiber development|bud outgrowth involved in lung branching|","",11,18,7.49e+09,"13.8%"
"2193","P26262",0.003394463,-0.15,37.60973319,1.221333333,0.000173391,7.683874222,-0.544,-0.635,-1.103,0.374,0.445,0.563,"P26262","Klkb1","P26262_Klkb1","P26262","Klkb1",1,6,4,4,"P26262","MOUSE",73492.3,8.7,1898,1898.1,52.89,52.89,NA,638,"Plasma kallikrein","extracellular space|extracellular exosome|","inflammatory response|blood coagulation|plasminogen activation|fibrinolysis|positive regulation of fibrinolysis|liver regeneration|","serine-type endopeptidase activity|",4,6,1.99e+08,"8.7%"
"3267","G5E8F8",0.000247287,-0.211833333,54.80315334,1.217666667,3.30891e-06,14.37607292,-0.877,-0.714,-0.871,0.428,0.343,0.42,"G5E8F8","Itgb5","G5E8F8_Itgb5","G5E8F8","Itgb5",1,2,2,2,"G5E8F8|O70309-2|Q6PE70|O70309","MOUSE",93484.2,3.3,3010,3010.1,17.69,17.69,NA,816,"Integrin beta","focal adhesion|cell surface|cell leading edge|integrin alphav-beta5 complex|receptor complex|extracellular exosome|","cell-matrix adhesion|transforming growth factor beta receptor signaling pathway|integrin-mediated signaling pathway|endodermal cell differentiation|stress fiber assembly|epithelial cell-cell adhesion|","receptor activity|integrin binding|",2,2,19900000,"3.3%"
"941","E9Q8I0",0.008991766,-0.011833333,32.88340674,1.217,0.000514825,6.371774278,-0.765,-0.707,-0.389,0.466,0.346,0.978,"E9Q8I0","Cfh","E9Q8I0_Cfh","E9Q8I0","Cfh",1,35,16,13,"E9Q8I0|P06909|E9Q8H9|D6RGQ0|A0A0A6YVP8","MOUSE",145947.1,17,723,723.1,195.7,155.42,NA,1252,"Complement factor H","extracellular exosome|blood microparticle|","regulation of complement activation|","complement component C3b binding|heparin binding|heparan sulfate proteoglycan binding|",16,35,3.09e+09,"17.0%"
"1221","P21614",0.001362723,-0.083833333,42.71280048,1.208333333,5.35451e-05,9.343509637,-0.465,-0.75,-0.849,0.379,0.538,0.644,"P21614","Gc","P21614_Gc","P21614","Gc",1,17,12,12,"P21614","MOUSE",55196.9,34,978,978.1,146.55,146.55,NA,476,"Vitamin D-binding protein","extracellular space|cytosol|axon|perinuclear region of cytoplasm|extracellular exosome|blood microparticle|","female pregnancy|lactation|response to nutrient levels|response to estradiol|vitamin D metabolic process|vitamin transport|","actin binding|vitamin transporter activity|calcidiol binding|",12,17,3.55e+09,"34.0%"
"3024","E9QQ30",0.000697718,-0.094666667,46.91102713,1.194666667,2.03656e-05,10.89645193,-0.539,-0.716,-0.821,0.368,0.543,0.597,"E9QQ30","Eif2ak3","E9QQ30_Eif2ak3","E9QQ30","Eif2ak3",1,3,3,3,"E9QQ30|Q9Z2B5|A0A0R4J1Y1","MOUSE",125809.1,3,2721,2721.1,23.63,23.63,NA,1114,"Eukaryotic translation initiation factor 2-alpha kinase 3","cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|membrane|","skeletal system development|ossification|angiogenesis|chondrocyte development|translation|protein phosphorylation|activation of cysteine-type endopeptidase activity involved in apoptotic process|ER overload response|endoplasmic reticulum organization|lactation|positive regulation of signal transduction|positive regulation of vascular endothelial growth factor production|positive regulation of gene expression|negative regulation of gene expression|regulation of translational initiation by eIF2 alpha phosphorylation|negative regulation of translation|regulation of fatty acid metabolic process|calcium-mediated signaling|bone mineralization|endoplasmic reticulum unfolded protein response|pancreas development|endocrine pancreas development|negative regulation of myelination|negative regulation of translation in response to stress|positive regulation of protein binding|SREBP signaling pathway|response to endoplasmic reticulum stress|cellular response to glucose starvation|negative regulation of apoptotic process|fat cell differentiation|positive regulation of transcription from RNA polymerase I promoter|protein autophosphorylation|insulin-like growth factor receptor signaling pathway|protein homooligomerization|intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress|regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway|positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway|","protein kinase activity|protein serine/threonine kinase activity|eukaryotic translation initiation factor 2alpha kinase activity|protein binding|ATP binding|enzyme binding|protein phosphatase binding|identical protein binding|Hsp90 protein binding|",3,3,1.55e+08,"3.0%"
"989","Q91X78",0.001864914,-0.1615,40.77036931,1.192333333,8.37458e-05,8.678858564,-0.775,-0.512,-0.986,0.375,0.37,0.559,"Q91X78","Erlin1","Q91X78_Erlin1","Q91X78","Erlin1",1,13,11,8,"A0A0R4J1G5|Q91X78","MOUSE",39107.1,37.8,766,766.2,139.16,93.03,NA,346,"Erlin-1","endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|protein complex|","cholesterol metabolic process|ER-associated ubiquitin-dependent protein catabolic process|SREBP signaling pathway|negative regulation of cholesterol biosynthetic process|negative regulation of fatty acid biosynthetic process|","cholesterol binding|",8,13,4.45e+09,"28.9%"
"397","P15105",0.001054424,-0.066,44.21590711,1.191333333,3.78799e-05,9.888068166,-0.556,-0.804,-0.625,0.349,0.543,0.697,"P15105","Glul","P15105_Glul","P15105","Glul",1,192,30,30,"P15105","MOUSE",42860.6,72.9,270,270.1,418.64,418.64,NA,373,"Glutamine synthetase","nucleus|cytoplasm|mitochondrion|rough endoplasmic reticulum|perikaryon|myelin sheath|protein complex|axon terminus|cell body|extracellular exosome|glial cell projection|","glutamate metabolic process|glutamine biosynthetic process|cell proliferation|cellular response to starvation|response to glucose|positive regulation of insulin secretion|positive regulation of epithelial cell proliferation|protein homooligomerization|positive regulation of synaptic transmission, glutamatergic|","magnesium ion binding|glutamate decarboxylase activity|glutamate-ammonia ligase activity|protein binding|ATP binding|glutamate binding|manganese ion binding|identical protein binding|dynein light chain binding|",30,192,2.67e+11,"72.9%"
"1635","O54782",0.000527395,-0.059333333,48.80289801,1.188,1.31738e-05,11.63760574,-0.658,-0.801,-0.501,0.557,0.586,0.461,"O54782","Man2b2","O54782_Man2b2","O54782","Man2b2",1,12,8,8,"O54782","MOUSE",115835.7,12,1359,1359.1,93.72,93.72,NA,1018,"Epididymis-specific alpha-mannosidase","extracellular exosome|","mannose metabolic process|","alpha-mannosidase activity|zinc ion binding|carbohydrate binding|",8,12,3.6e+09,"12.0%"
"3301","A2AS37",0.002693809,0.004166667,38.71028979,1.185666667,0.000134577,8.018799132,-0.636,-0.435,-0.695,0.641,0.325,0.825,"A2AS37","AI182371","A2AS37_AI182371","A2AS37","AI182371",1,2,2,2,"A2AS37","MOUSE",40887.3,5.8,3055,3055.1,16.93,16.93,NA,356,"Expressed sequence AI182371","extracellular region|","inflammatory response|complement activation|negative regulation of endopeptidase activity|","endopeptidase inhibitor activity|",2,2,17700000,"5.8%"
"3186","Q3V3R4",0.005588972,-0.144333333,35.23450518,1.163333333,0.000299605,7.00007138,-0.578,-0.507,-1.093,0.333,0.48,0.499,"Q3V3R4","Itga1","Q3V3R4_Itga1","Q3V3R4","Itga1",1,3,3,3,"Q3V3R4","MOUSE",132233.8,2.2,2909,2909.1,19.5,19.5,NA,1179,"Integrin alpha-1","acrosomal vesicle|plasma membrane|focal adhesion|external side of plasma membrane|cell surface|membrane|integrin alpha1-beta1 complex|neuron projection|perikaryon|membrane raft|basal part of cell|extracellular exosome|","activation of MAPK activity|cell adhesion|cell-matrix adhesion|integrin-mediated signaling pathway|negative regulation of cell proliferation|neutrophil chemotaxis|positive regulation of phosphoprotein phosphatase activity|negative regulation of epidermal growth factor receptor signaling pathway|vasodilation|positive regulation of neuron apoptotic process|cellular extravasation|neuron projection morphogenesis|","receptor binding|protein binding|protein phosphatase binding|metal ion binding|collagen binding involved in cell-matrix adhesion|",3,3,27300000,"2.2%"
"1009","Q9DC23",0.000456973,-0.115166667,49.62737834,1.163,1.08959e-05,11.96916763,-0.808,-0.649,-0.633,0.359,0.457,0.583,"Q9DC23","Dnajc10","Q9DC23_Dnajc10","Q9DC23","Dnajc10",1,25,15,15,"Q9DC23","MOUSE",91950.7,21.4,785,785.1,180.81,180.81,NA,793,"DnaJ homolog subfamily C member 10","endoplasmic reticulum|endoplasmic reticulum lumen|membrane|endoplasmic reticulum chaperone complex|","negative regulation of protein phosphorylation|ER-associated ubiquitin-dependent protein catabolic process|positive regulation of ATPase activity|protein folding in endoplasmic reticulum|response to endoplasmic reticulum stress|cell redox homeostasis|oxidation-reduction process|intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress|","ATPase activator activity|protein binding|protein disulfide oxidoreductase activity|disulfide oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor|Hsp70 protein binding|chaperone binding|ATPase binding|misfolded protein binding|",15,25,1.45e+09,"21.4%"
"1934","Q05186",0.000463165,-0.021,49.4656066,1.159333333,1.13094e-05,11.89846893,-0.667,-0.576,-0.559,0.497,0.463,0.716,"Q05186","Rcn1","Q05186_Rcn1","Q05186","Rcn1",1,7,5,5,"Q05186","MOUSE",38112.4,20,1645,1645.1,70.57,70.57,NA,325,"Reticulocalbin-1","endoplasmic reticulum|endoplasmic reticulum lumen|","in utero embryonic development|camera-type eye development|","calcium ion binding|",5,7,1.14e+09,"20.0%"
"3257","P43406",0.000628299,-0.066333333,47.94608012,1.134,1.60469e-05,11.26802769,-0.733,-0.652,-0.515,0.369,0.552,0.581,"P43406","Itgav","P43406_Itgav","P43406","Itgav",1,3,3,3,"P43406|A2AKI5","MOUSE",116441.9,3.4,2998,2998.1,17.92,17.92,NA,1044,"Integrin alpha-V","intracellular|plasma membrane|focal adhesion|integrin complex|external side of plasma membrane|cell surface|membrane|lamellipodium membrane|filopodium membrane|microvillus membrane|ruffle membrane|integrin alphav-beta3 complex|integrin alphav-beta5 complex|integrin alphav-beta8 complex|alphav-beta3 integrin-IGF-1-IGF1R complex|extracellular exosome|","angiogenesis|blood vessel development|inflammatory response|cell adhesion|cell-matrix adhesion|integrin-mediated signaling pathway|positive regulation of cell proliferation|fertilization|negative regulation of macrophage derived foam cell differentiation|negative regulation of lipid storage|cell growth|cell migration|positive regulation of cell migration|cell-substrate adhesion|negative regulation of lipid transport|detection of molecule of bacterial origin|positive regulation of osteoblast proliferation|heterotypic cell-cell adhesion|substrate adhesion-dependent cell spreading|gonad morphogenesis|endodermal cell differentiation|apolipoprotein A-I-mediated signaling pathway|T cell activation|apoptotic cell clearance|endothelial cell migration|regulation of bone resorption|negative regulation of low-density lipoprotein particle receptor biosynthetic process|positive regulation of cell adhesion|viral entry into host cell|focal adhesion assembly|negative regulation of lipoprotein metabolic process|regulation of phagocytosis|negative chemotaxis|release of sequestered calcium ion into cytosol|trophoblast giant cell differentiation|ERK1 and ERK2 cascade|calcium ion transmembrane transport|response to nitric oxide|extrinsic apoptotic signaling pathway in absence of ligand|regulation of apoptotic cell clearance|negative regulation of entry of bacterium into host cell|negative regulation of extrinsic apoptotic signaling pathway|","fibronectin binding|protease binding|voltage-gated calcium channel activity|metal ion binding|protein heterodimerization activity|transforming growth factor beta binding|extracellular matrix binding|extracellular matrix protein binding|opsonin binding|protein kinase C binding|insulin-like growth factor I binding|",3,3,26800000,"3.4%"
"2232","Q60715-2",0.000433358,-0.078166667,50.20581556,1.125666667,9.53715e-06,12.17195468,-0.589,-0.752,-0.582,0.393,0.486,0.575,"Q60715","P4ha1","Q60715-2_P4ha1","Q60715-2","P4ha1",1,6,6,6,"Q60715-2|E9Q7B0|Q60715","MOUSE",61170.1,15.9,1937,1937.1,50.58,50.58,NA,534,"Isoform 2 of Prolyl 4-hydroxylase subunit alpha-1","mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|membrane|procollagen-proline 4-dioxygenase complex|intracellular membrane-bounded organelle|","peptidyl-proline hydroxylation to 4-hydroxy-L-proline|collagen fibril organization|oxidation-reduction process|","procollagen-proline 4-dioxygenase activity|iron ion binding|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen|L-ascorbic acid binding|procollagen-proline 4-dioxygenase activity|",6,6,1.24e+08,"15.9%"
"2333","Q3TAS6",0.006583738,-0.038666667,34.41087215,1.116666667,0.00036217,6.774709744,-0.854,-0.388,-0.549,0.272,0.564,0.723,"Q3TAS6","Emc10","Q3TAS6_Emc10","Q3TAS6","Emc10",1,5,3,3,"A0A0KG67|A0A0KG66|Q3TAS6|Q3TAS6-2","MOUSE",27280.3,20.9,2036,2036.1,46.45,46.45,NA,258,"ER membrane protein complex subunit 10","extracellular region|integral component of membrane|ER membrane protein complex|","","",3,5,3.08e+08,"20.9%"
"2955","Q8BP92",0.001458916,0.015,42.07974428,1.108666667,6.19478e-05,9.122186441,-0.472,-0.456,-0.69,0.655,0.367,0.686,"Q8BP92","Rcn2","Q8BP92_Rcn2","Q8BP92","Rcn2",1,3,3,3,"Q8BP92","MOUSE",37270.1,13.4,2650,2650.1,25.06,25.06,NA,320,"Reticulocalbin-2","nucleolus|endoplasmic reticulum|endoplasmic reticulum lumen|","","calcium ion binding|protein binding|",3,3,1.08e+09,"13.4%"
"177","P28666",0.001474261,-0.012833333,41.98550149,1.097666667,6.33067e-05,9.089633485,-0.636,-0.56,-0.489,0.51,0.346,0.752,"P28666","Mug2","P28666_Mug2","P28666","Mug2",1,137,47,23,"P28666|A0A0N4SVU1","MOUSE",163805.4,40.7,117,117.1,616.99,305.99,NA,1451,"Murinoglobulin-2","extracellular space|","negative regulation of endopeptidase activity|","serine-type endopeptidase inhibitor activity|",49,137,5.1e+10,"40.7%"
"96","P20918",0.009767979,0.041166667,32.39791822,1.096333333,0.000575716,6.247629852,-0.44,-0.497,-0.584,0.265,0.956,0.547,"P20918","Plg","P20918_Plg","P20918","Plg",1,208,58,58,"P20918","MOUSE",93544.9,67.2,62,62.1,801.48,801.48,NA,812,"Plasminogen","extracellular region|extracellular space|cell surface|extrinsic component of plasma membrane|extrinsic component of external side of plasma membrane|plasma lipoprotein particle|intracellular membrane-bounded organelle|extracellular exosome|blood microparticle|","blood coagulation|negative regulation of cell-substrate adhesion|negative regulation of angiogenesis|extracellular matrix disassembly|tissue regeneration|fibrinolysis|myoblast differentiation|muscle cell cellular homeostasis|tissue remodeling|proteolysis involved in cellular protein catabolic process|negative regulation of fibrinolysis|positive regulation of fibrinolysis|trophoblast giant cell differentiation|labyrinthine layer blood vessel development|mononuclear cell migration|","fibronectin binding|serine-type endopeptidase activity|receptor binding|protein domain specific binding|apolipoprotein binding|",58,208,9.99e+10,"67.2%"
"3494","Q91XL9",0.010510904,-0.104666667,31.94475761,1.095333333,0.000639034,6.13340084,-0.447,-0.492,-1.018,0.249,0.588,0.492,"Q91XL9","Osbpl1a","Q91XL9_Osbpl1a","Q91XL9","Osbpl1a",1,2,2,2,"Q91XL9|Q3V156|Q91XL9-2|Q91XL9-3|Q8K2D2","MOUSE",109276.6,3.3,3427,3427.1,12.29,12.29,NA,950,"Oxysterol-binding protein-related protein 1","nucleus|nucleoplasm|cytoplasm|late endosome|extracellular exosome|","lipid transport|","protein binding|cholesterol binding|",2,2,30700000,"3.3%"
"3097","P54818",0.000433358,-0.054333333,50.14665139,1.082666667,9.66796e-06,12.14399159,-0.55,-0.671,-0.566,0.557,0.533,0.371,"P54818","Galc","P54818_Galc","P54818","Galc",1,2,2,2,"P54818","MOUSE",77483.2,5.5,2799,2799.1,21.65,21.65,NA,684,"Galactocerebrosidase","mitochondrion|lysosome|extracellular exosome|","carbohydrate metabolic process|galactosylceramide catabolic process|","galactosylceramidase activity|",2,2,92700000,"5.5%"
"2256","Q8R093",0.001458916,-0.1355,42.17626132,1.069,6.05862e-05,9.15563042,-0.794,-0.462,-0.754,0.351,0.512,0.334,"Q8R093","Upp2","Q8R093_Upp2","Q8R093","Upp2",1,8,5,5,"Q8R093|A2APN2|Q8CGR7","MOUSE",38544.7,23.6,1960,1960.1,49.63,49.63,NA,338,"Uridine phosphorylase","cytoplasm|type III intermediate filament|","nucleotide catabolic process|UMP salvage|","uridine phosphorylase activity|",5,8,1.03e+09,"23.6%"
"1697","Q8BL63",0.01227318,-0.1505,31.06832848,1.065666667,0.000781929,5.916877753,-0.462,-0.497,-1.091,0.287,0.383,0.477,"Q8BL63","Pigk","Q8BL63_Pigk","Q8BL63","Pigk",1,12,7,7,"Q8BL63|Q9CXY9|Q8BXX3|E9Q421|A0A0G2JEZ9","MOUSE",50126.3,24.8,1420,1420.1,87.6,87.6,NA,442,"GPI-anchor transamidase","membrane|GPI-anchor transamidase complex|","proteolysis|attachment of GPI anchor to protein|","GPI-anchor transamidase activity|peptidase activity|",7,12,3.79e+09,"24.8%"
"3423","E9Q4X2",0.000891799,-0.092666667,45.37090702,1.060666667,2.90342e-05,10.26168398,-0.501,-0.576,-0.792,0.41,0.383,0.52,"E9Q4X2","Uggt2","E9Q4X2_Uggt2","E9Q4X2","Uggt2",1,3,2,2,"E9Q4X2","MOUSE",173504.7,2.2,3269,3269.1,13.76,13.76,NA,1504,"UDP-glucose glycoprotein glucosyltransferase 2","","protein glycosylation|UDP-glucosylation|","UDP-glucose:glycoprotein glucosyltransferase activity|",2,3,1.14e+09,"2.2%"
"244","P42932",0.002499834,-0.069333333,39.22433683,1.058,0.000119555,8.179372682,-0.632,-0.419,-0.744,0.298,0.437,0.644,"P42932","Cct8","P42932_Cct8","P42932","Cct8",1,139,41,41,"P42932|H3BL49|H3BKR8","MOUSE",60125,68.2,161,161.1,547.59,547.59,NA,548,"T-complex protein 1 subunit theta","zona pellucida receptor complex|cytoplasm|centrosome|cytosol|chaperonin-containing T-complex|microtubule|aggresome|cell body|intermediate filament cytoskeleton|extracellular exosome|","protein folding|binding of sperm to zona pellucida|pore complex assembly|toxin transport|","protein binding|ATP binding|unfolded protein binding|",41,139,9.88e+10,"68.2%"
"2751","G3X9H7",0.038251392,-0.0435,25.03785726,1.052333333,0.003134832,4.568015099,-0.442,-0.222,-1.045,0.224,0.561,0.663,"G3X9H7","Mtss1","G3X9H7_Mtss1","G3X9H7","Mtss1",1,3,3,3,"G3X9H7|Q8R1S4|Q8R1S4-2","MOUSE",83048.4,9.2,2446,2446.1,30.38,30.38,NA,759,"Metastasis suppressor 1, isoform CRA_e","cytoplasm|adherens junction|actin cytoskeleton|","in utero embryonic development|positive regulation of defense response to virus by host|plasma membrane organization|actin filament organization|magnesium ion homeostasis|actin filament polymerization|bone mineralization|positive regulation of actin filament bundle assembly|adherens junction maintenance|renal system development|","actin binding|actin monomer binding|receptor binding|identical protein binding|actin filament binding|",3,3,83900000,"9.2%"
"2365","P18572",0.001030963,-0.030333333,44.37514848,1.048666667,3.65162e-05,9.888486403,-0.638,-0.569,-0.457,0.343,0.496,0.643,"P18572","Bsg","P18572_Bsg","P18572","Bsg",1,6,4,4,"P18572|P18572-2|K3W4Q8","MOUSE",42900.4,11.8,2068,2068.1,45.01,45.01,NA,389,"Basigin","acrosomal membrane|mitochondrion|plasma membrane|integral component of plasma membrane|focal adhesion|membrane|sarcolemma|melanosome|membrane raft|extracellular exosome|","embryo implantation|odontogenesis of dentin-containing tooth|response to peptide hormone|response to mercury ion|decidualization|response to cAMP|protein targeting to plasma membrane|","mannose binding|",4,6,1.04e+09,"11.8%"
"833","Q9ESB3",0.022626129,0.0695,27.85585853,1.048333333,0.001638378,5.169616796,-0.539,-0.607,-0.218,0.216,0.944,0.621,"Q9ESB3","Hrg","Q9ESB3_Hrg","Q9ESB3","Hrg",1,51,16,16,"A0A0R4J039|Q9ESB3","MOUSE",60131.6,28.5,627,627.1,224.07,224.07,NA,525,"Histidine-rich glycoprotein","extracellular region|vesicle|endolysosome|phagolysosome membrane|","angiogenesis|positive regulation of immune response to tumor cell|chemotaxis|negative regulation of cell adhesion|negative regulation of cell proliferation|regulation of gene expression|regulation of platelet activation|negative regulation of lamellipodium assembly|negative regulation of endopeptidase activity|response to organic cyclic compound|heme transport|negative regulation of angiogenesis|platelet activation|regulation of blood coagulation|negative regulation of cell growth|regulation of actin cytoskeleton organization|negative regulation of cell adhesion mediated by integrin|regulation of transcription from RNA polymerase II promoter in response to iron|fibrinolysis|positive regulation of apoptotic process|regulation of protein complex assembly|negative regulation of blood vessel endothelial cell migration|regulation of peptidyl-tyrosine phosphorylation|defense response to fungus|positive regulation of focal adhesion assembly|negative regulation of fibrinolysis|heme export|negative regulation of vascular endothelial growth factor signaling pathway|positive regulation of blood vessel remodeling|negative regulation of endothelial cell chemotaxis|","serine-type endopeptidase inhibitor activity|cysteine-type endopeptidase inhibitor activity|receptor binding|protein binding|heparin binding|zinc ion binding|immunoglobulin binding|heme binding|heparan sulfate proteoglycan binding|metal ion binding|",16,51,2.2e+10,"28.5%"
"1640","Q3UZ09",0.000269332,-0.089666667,54.03938707,1.039333333,3.94513e-06,13.98534436,-0.555,-0.654,-0.619,0.441,0.426,0.423,"Q3UZ09","C1rl","Q3UZ09_C1rl","Q3UZ09","C1rl",1,14,8,7,"Q3UZ09","MOUSE",54233.1,17,1364,1364.1,93.21,88.63,NA,482,"Complement C1r subcomponent-like protein","extracellular space|extracellular exosome|","proteolysis|complement activation, classical pathway|innate immune response|","serine-type endopeptidase activity|",8,14,9.31e+08,"17.0%"
"1197","Q91ZW2",0.000891799,-0.073666667,45.38959222,1.033333333,2.89095e-05,10.25186833,-0.481,-0.53,-0.76,0.456,0.38,0.493,"Q91ZW2","Pofut1","Q91ZW2_Pofut1","Q91ZW2","Pofut1",1,28,10,10,"Q91ZW2|A2AMC3|Q3UXG7|E9Q686|E9PZ15","MOUSE",45144.1,37.4,954,954.1,149.71,149.71,NA,393,"GDP-fucose protein O-fucosyltransferase 1","endoplasmic reticulum|membrane|","angiogenesis|somitogenesis|fucose metabolic process|protein O-linked glycosylation|Notch signaling pathway|nervous system development|heart development|protein O-linked fucosylation|","fucosyltransferase activity|peptide-O-fucosyltransferase activity|",10,28,4.21e+09,"37.4%"
"2724","Q9JJ06",0.000376737,-0.068333333,51.49703001,1.028,7.0843e-06,12.75544592,-0.571,-0.633,-0.543,0.362,0.493,0.482,"Q9JJ06","C1galt1","Q9JJ06_C1galt1","Q9JJ06","C1galt1",1,7,3,3,"Q9JJ06","MOUSE",42759.8,11,2418,2418.1,31.21,31.21,NA,363,"Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1","integral component of membrane|","angiogenesis|kidney development|protein O-linked glycosylation|O-glycan processing, core 1|intestinal epithelial cell development|","galactosyltransferase activity|glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity|metal ion binding|",3,7,4.07e+08,"11.0%"
"832","E9PZD8",0.001310874,-0.086333333,42.97534369,1.026666667,5.04041e-05,9.40632508,-0.666,-0.7,-0.433,0.331,0.397,0.553,"E9PZD8","Cp","E9PZD8_Cp","E9PZD8","Cp",1,41,19,19,"E9PZD8|G3X8Q5|Q61147|G3X9T8","MOUSE",125007.5,23.8,626,626.1,224.35,224.35,NA,1086,"Ceruloplasmin","extracellular space|lysosomal membrane|extracellular exosome|blood microparticle|","copper ion transport|cellular iron ion homeostasis|oxidation-reduction process|","ferroxidase activity|copper ion binding|chaperone binding|",19,41,3.1e+09,"23.8%"
"3367","Q8K389",0.011827102,0.034,31.24829053,1.026666667,0.000750189,5.960872282,-0.606,-0.477,-0.355,0.264,0.478,0.9,"Q8K389","Cdk5rap2","Q8K389_Cdk5rap2","Q8K389","Cdk5rap2",1,3,2,2,"Q8K389","MOUSE",207196.3,1.5,3158,3158.1,15.33,15.33,NA,1822,"CDK5 regulatory subunit-associated protein 2","pericentriolar material|spindle pole|cytoplasm|Golgi apparatus|centrosome|microtubule|cell junction|perinuclear region of cytoplasm|extracellular exosome|","establishment of mitotic spindle orientation|microtubule cytoskeleton organization|microtubule bundle formation|chromosome segregation|brain development|neurogenesis|negative regulation of neuron differentiation|positive regulation of transcription, DNA-templated|negative regulation of centriole replication|centrosome organization|regulation of spindle checkpoint|","protein binding|calmodulin binding|microtubule binding|tubulin binding|protein kinase binding|transcription regulatory region DNA binding|",2,3,2.05e+09,"1.5%"
"3379","Q52KF3-3",0.011827102,0.034,31.24829053,1.026666667,0.000750189,5.960872282,-0.606,-0.477,-0.355,0.264,0.478,0.9,"Q52KF3","NotFound","Q52KF3-3_NotFound","Q52KF3-3","Spire1",1,3,2,2,"Q52KF3-3|D3YTL8","MOUSE",76065.6,5,3184,3184.1,15.03,15.03,NA,598,"Isoform 3 of Protein spire homolog 1","Golgi apparatus|cytosol|cytoskeleton|plasma membrane|cell cortex|cytoplasmic vesicle membrane|perinuclear region of cytoplasm|cleavage furrow|","protein transport|vesicle-mediated transport|actin cytoskeleton organization|cleavage furrow formation|polar body extrusion after meiotic divisions|actin nucleation|intracellular transport|Golgi vesicle transport|establishment of meiotic spindle localization|formin-nucleated actin cable assembly|","actin binding|",2,3,9.46e+08,"5.0%"
"553","A0A0R4J0I1",0.048433519,0.072333333,23.84930089,1.018,0.004121639,4.327642673,-0.519,-0.187,-0.604,0.593,0.132,1.019,"A0A0R4J0I1","Serpina3k","A0A0R4J0I1_Serpina3k","A0A0R4J0I1","Serpina3k",1,80,21,13,"A0A0R4J0I1|P07759","MOUSE",46900.1,50.9,398,398.1,317.71,206.81,NA,418,"MCG1051009","","","",21,80,5.82e+10,"50.9%"
